"","X","GEOID","NAME","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","PLACEFIPS","ProtestTotal","PostGFProtestCount","VictimsCount","BlackVictimCount","VictimCountPreGF","BlackVictimCountPreGF","VictimsPreGF2020","VictimHighThreat","AntiTrumpProtestPreGFCount","VictimsPreGF2020Blk","ProtestTotalPreGF","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","PoliceDeathsRate","BlackVictimsRate","VictimRaceRatio"
"6025",7402,2255525,"Norco CDP, Louisiana",2850,74,74,276,2006,46,9,16,104,2255525,0,0,0,0,0,0,0,0,0,0,0,347,0.172981056829511,0.0259649122807018,1,0,0,NA
"6026",7403,2254175,"New Llano town, Louisiana",2439,1080,1078,213,1530,48,0,2,133,2254175,0,0,0,0,0,0,0,0,0,0,0,263,0.171895424836601,0.44280442804428,0.998148148148148,0,0,NA
"6027",7404,2283335,"Youngsville city, Louisiana",13407,1703,1703,2947,8598,573,231,64,563,2283335,0,0,0,0,0,0,0,0,0,0,0,3815,0.443707839032333,0.127023196837473,1,0,0,NA
"6028",7405,2239685,"Killian town, Louisiana",1350,147,129,122,1043,55,4,11,29,2239685,0,0,0,0,0,0,0,0,0,0,0,192,0.184084372003835,0.108888888888889,0.877551020408163,0,0,NA
"6029",7406,2204020,"Baldwin town, Louisiana",2272,1487,1487,75,1592,16,1,11,141,2204020,0,0,0,0,0,0,0,0,0,0,0,103,0.0646984924623116,0.654489436619718,1,0,0,NA
"6030",7407,2248225,"Mandeville city, Louisiana",12448,351,322,3122,8605,924,327,237,470,2248225,4,0,0,0,0,0,0,0,3,0,4,4610,0.535735037768739,0.0281973007712082,0.917378917378917,0,0,NA
"6031",7408,2210950,"Bunkie city, Louisiana",3943,2180,2180,197,2663,116,13,10,105,2210950,0,0,0,0,0,0,0,0,0,0,0,336,0.126173488546752,0.552878518894243,1,0,0,NA
"6032",7409,2251970,"Moreauville village, Louisiana",912,271,271,59,677,21,3,0,19,2251970,0,0,0,0,0,0,0,0,0,0,0,83,0.122599704579025,0.297149122807018,1,0,0,NA
"6033",7410,2274340,"Swartz CDP, Louisiana",4629,809,809,462,3170,112,10,10,263,2274340,0,0,0,0,0,0,0,0,0,0,0,594,0.187381703470032,0.174767768416505,1,0,0,NA
"6034",7411,2213575,"Cecilia CDP, Louisiana",1917,745,745,144,1287,40,0,12,71,2213575,0,0,0,0,0,0,0,0,0,0,0,196,0.152292152292152,0.388628064684403,1,0,0,NA
"6035",7412,2249240,"Maurice village, Louisiana",1711,101,89,157,1157,71,4,4,68,2249240,0,0,0,0,0,0,0,0,0,0,0,236,0.203975799481417,0.0590298071303331,0.881188118811881,0,0,NA
"6036",7413,2215780,"Clarks village, Louisiana",847,397,161,7,681,12,0,0,6,2215780,0,0,0,0,0,0,0,0,0,0,0,19,0.0279001468428781,0.468713105076741,0.405541561712846,0,0,NA
"6037",7414,2274235,"Supreme CDP, Louisiana",839,718,718,17,342,0,14,0,44,2274235,0,0,0,0,0,0,0,0,0,0,0,31,0.0906432748538012,0.855780691299166,1,0,0,NA
"6038",7415,2222610,"Eastwood CDP, Louisiana",4548,439,439,603,2640,221,23,0,97,2222610,0,0,0,0,0,0,0,0,0,0,0,847,0.320833333333333,0.0965259454705365,1,0,0,NA
"6039",7417,2229220,"Glenmora town, Louisiana",1299,518,518,79,723,19,0,0,48,2229220,0,0,0,0,0,0,0,0,0,0,0,98,0.135546334716459,0.398768283294842,1,0,0,NA
"6040",7418,2259340,"Patterson city, Louisiana",5953,2007,1957,254,4074,80,32,0,55,2259340,0,0,0,0,0,0,0,0,0,0,0,366,0.0898379970544919,0.337140937342516,0.975087194818137,0,0,NA
"6041",7419,2240665,"Lacombe CDP, Louisiana",8960,2240,2207,871,6671,525,244,10,301,2240665,0,0,0,0,0,0,0,0,0,0,0,1650,0.247339229500824,0.25,0.985267857142857,0,0,NA
"6042",7421,2226140,"Folsom village, Louisiana",981,206,206,75,613,47,4,2,50,2226140,0,0,0,0,0,0,0,0,0,0,0,128,0.208809135399674,0.209989806320082,1,0,0,NA
"6043",7422,2249800,"Meraux CDP, Louisiana",7007,857,857,508,4487,92,12,13,317,2249800,0,0,0,0,0,0,0,0,0,0,0,625,0.139291285937152,0.122306265163408,1,0,0,NA
"6044",7423,2218790,"Cullen town, Louisiana",1131,1068,1061,27,760,13,0,0,25,2218790,1,0,0,0,0,0,0,0,1,0,1,40,0.0526315789473684,0.944297082228117,0.993445692883895,0,0,NA
"6045",7424,2268125,"Sarepta town, Louisiana",857,2,2,41,529,10,0,0,30,2268125,0,0,0,0,0,0,0,0,0,0,0,51,0.0964083175803403,0.00233372228704784,1,0,0,NA
"6046",7425,2256820,"Oak Grove town, Louisiana",1649,583,574,79,1180,26,4,0,48,2256820,0,0,0,0,0,0,0,0,0,0,0,109,0.0923728813559322,0.353547604608854,0.984562607204117,0,0,NA
"6047",7426,2246720,"Lutcher town, Louisiana",3262,1512,1472,298,2471,138,0,16,87,2246720,0,0,0,0,0,0,0,0,0,0,0,452,0.182921893970053,0.463519313304721,0.973544973544973,0,0,NA
"6048",7427,2249940,"Merrydale CDP, Louisiana",8903,8401,8401,532,5499,284,23,84,701,2249940,0,0,0,0,0,0,0,0,0,0,0,923,0.167848699763593,0.94361451196226,1,0,0,NA
"6049",7428,2261580,"Pollock town, Louisiana",554,7,7,20,296,6,1,2,7,2261580,0,0,0,0,0,0,0,0,0,0,0,29,0.097972972972973,0.0126353790613718,1,0,0,NA
"6050",7429,2278680,"Village St. George CDP, Louisiana",7334,1955,1955,1533,5083,475,256,153,522,2278680,0,0,0,0,0,0,0,0,0,0,0,2417,0.475506590596105,0.266566675756749,1,0,0,NA
"6051",7430,2282565,"Wisner town, Louisiana",820,403,377,27,633,44,2,0,5,2282565,0,0,0,0,0,0,0,0,0,0,0,73,0.115323854660348,0.491463414634146,0.935483870967742,0,0,NA
"6052",7431,2216375,"Colfax town, Louisiana",2492,1450,1402,149,1498,19,0,0,168,2216375,0,0,0,0,0,0,0,0,0,0,0,168,0.11214953271028,0.581861958266453,0.966896551724138,0,0,NA
"6053",7432,2248925,"Martin village, Louisiana",707,0,0,68,462,10,0,4,25,2248925,0,0,0,0,0,0,0,0,0,0,0,82,0.177489177489178,0,NA,0,0,NA
"6054",7434,2245040,"Logansport town, Louisiana",1854,625,625,79,1108,29,0,0,98,2245040,0,0,0,0,0,0,0,0,0,0,0,108,0.0974729241877256,0.337108953613808,1,0,0,NA
"6055",7435,2249870,"Mermentau village, Louisiana",671,124,124,15,454,9,7,0,19,2249870,0,0,0,0,0,0,0,0,0,0,0,31,0.0682819383259912,0.184798807749627,1,0,0,NA
"6056",7436,2232405,"Hackberry CDP, Louisiana",1384,0,0,75,857,21,0,0,46,2232405,0,0,0,0,0,0,0,0,0,0,0,96,0.112018669778296,0,NA,0,0,NA
"6057",7437,2228065,"Galliano CDP, Louisiana",6987,224,224,415,5033,24,26,12,123,2228065,0,0,0,0,0,0,0,0,0,0,0,477,0.0947744883767137,0.0320595391441248,1,0,0,NA
"6058",7440,2212280,"Campti town, Louisiana",1045,777,777,26,697,24,0,0,18,2212280,0,0,0,0,0,0,0,0,0,0,0,50,0.0717360114777618,0.743540669856459,1,0,0,NA
"6059",7442,2252040,"Morgan City city, Louisiana",11206,2567,2493,510,7728,266,40,6,391,2252040,0,0,0,0,0,0,0,0,0,0,0,822,0.106366459627329,0.229073710512226,0.971172574990261,0,0,NA
"6060",7443,2230515,"Grambling city, Louisiana",5185,4702,4259,412,2333,404,39,68,1455,2230515,0,0,0,0,0,0,0,0,0,0,0,923,0.39562794684955,0.906846673095468,0.905784772437261,0,0,NA
"6061",7444,2270770,"Slaughter town, Louisiana",980,78,78,72,738,29,8,5,27,2270770,0,0,0,0,0,0,0,0,0,0,0,114,0.154471544715447,0.0795918367346939,1,0,0,NA
"6062",7446,983570,"Westport CDP, Connecticut",28016,300,288,7054,18635,5068,1927,478,1144,983570,0,0,0,0,0,0,0,0,0,0,0,14527,0.779554601556211,0.0107081667618504,0.96,0,0,NA
"6063",7448,971250,"South Windham CDP, Connecticut",1459,25,24,117,968,63,0,27,62,971250,0,0,0,0,0,0,0,0,0,0,0,207,0.213842975206612,0.0171350239890336,0.96,0,0,NA
"6064",7449,1249425,"North Lauderdale city, Florida",44020,24482,24422,3106,28224,1221,314,270,2552,1249425,2,0,0,0,0,0,0,0,2,0,2,4911,0.174000850340136,0.556156292594275,0.997549219834981,0,0,NA
"6065",7450,1200375,"Alachua city, Florida",9867,2929,2929,1548,6502,815,106,21,434,1200375,1,0,0,0,0,0,0,0,1,0,1,2490,0.38295908951092,0.296848079456775,1,0,0,NA
"6066",7451,1209550,"Bunnell city, Florida",2737,612,589,211,1957,72,13,0,54,1209550,1,0,0,0,0,0,0,0,1,0,1,296,0.151251916198263,0.22360248447205,0.962418300653595,0,0,NA
"6067",7452,1227600,"Greenwood town, Florida",607,190,190,50,364,39,5,0,12,1227600,0,0,0,0,0,0,0,0,0,0,0,94,0.258241758241758,0.313014827018122,1,0,0,NA
"6068",7453,1248750,"Niceville city, Florida",15386,1116,1109,2207,10329,1314,281,170,846,1248750,1,0,0,0,0,0,0,0,0,0,1,3972,0.384548358989254,0.0725334719875211,0.993727598566308,0,0,NA
"6069",7454,1250925,"Ocean City CDP, Florida",6249,852,852,781,4391,327,51,28,314,1250925,0,0,0,0,0,0,0,0,0,0,0,1187,0.270325666135277,0.13634181469035,1,0,0,NA
"6070",7455,1229320,"Heathrow CDP, Florida",6987,309,309,1695,4866,889,451,108,318,1229320,0,0,0,0,0,0,0,0,0,0,0,3143,0.645910398684751,0.0442249892657793,1,0,0,NA
"6071",7456,1215475,"Crestview city, Florida",24117,4043,3817,2469,15004,804,127,83,1409,1215475,0,0,0,0,0,0,0,0,0,0,0,3483,0.232138096507598,0.167641083053448,0.944100915162008,0,0,NA
"6072",7457,1220925,"Ensley CDP, Florida",22194,6771,6737,2632,16115,721,94,106,1097,1220925,0,0,0,0,0,0,0,0,0,0,0,3553,0.220477815699659,0.305082454717491,0.99497858514252,0,0,NA
"6073",7458,1222275,"Ferry Pass CDP, Florida",32376,5192,4680,4470,20366,1805,278,431,4058,1222275,0,0,0,0,0,0,0,0,0,0,0,6984,0.34292448197977,0.160365702989869,0.901386748844376,0,0,NA
"6074",7459,1226925,"Goulding CDP, Florida",4036,2895,2248,72,2672,19,0,25,244,1226925,0,0,0,0,0,0,0,0,0,0,0,116,0.0434131736526946,0.717294350842418,0.776511226252159,0,0,NA
"6075",7460,1265425,"Shalimar town, Florida",888,13,13,149,637,114,30,21,58,1265425,0,0,0,0,0,0,0,0,0,0,0,314,0.492935635792779,0.0146396396396396,1,0,0,NA
"6076",7461,1252175,"Orchid town, Florida",516,19,19,167,513,143,35,5,5,1252175,0,0,0,0,0,0,0,0,0,0,0,350,0.682261208576998,0.0368217054263566,1,0,0,NA
"6077",7462,1209700,"Callahan town, Florida",1424,154,154,100,978,16,0,3,30,1209700,1,0,0,0,0,0,0,0,0,0,1,119,0.121676891615542,0.10814606741573,1,0,0,NA
"6078",7463,1211325,"Center Hill city, Florida",933,179,157,19,579,23,0,0,25,1211325,0,0,0,0,0,0,0,0,0,0,0,42,0.0725388601036269,0.191854233654877,0.877094972067039,0,0,NA
"6079",7464,1213400,"Coleman city, Florida",693,311,311,33,519,5,0,0,11,1213400,0,0,0,0,0,0,0,0,0,0,0,38,0.0732177263969171,0.448773448773449,1,0,0,NA
"6080",7465,1204350,"Bayshore Gardens CDP, Florida",20287,1419,1415,1548,14345,747,66,45,634,1204350,0,0,0,0,0,0,0,0,0,0,0,2406,0.167723945625654,0.0699462710109923,0.997181113460183,0,0,NA
"6081",7470,1229275,"Hawthorne city, Florida",1669,980,980,126,1135,39,15,6,43,1229275,0,0,0,0,0,0,0,0,0,0,0,186,0.163876651982379,0.587177950868784,1,0,0,NA
"6082",7471,1274925,"Waldo city, Florida",825,284,284,32,472,10,0,0,3,1274925,0,0,0,0,0,0,0,0,0,0,0,42,0.0889830508474576,0.344242424242424,1,0,0,NA
"6083",7472,1211050,"Casselberry city, Florida",27950,3076,3061,4237,19973,1297,194,224,2031,1211050,0,0,0,0,0,0,0,0,0,0,0,5952,0.298002303109197,0.11005366726297,0.995123537061118,0,0,NA
"6084",7474,1243175,"Marianna city, Florida",6923,3256,3024,246,4650,169,66,0,196,1243175,0,0,0,0,0,0,0,0,0,0,0,481,0.103440860215054,0.470316336848187,0.928746928746929,0,0,NA
"6085",7475,1207687,"Boulevard Gardens CDP, Florida",1632,1598,1598,35,1013,0,0,0,178,1207687,0,0,0,0,0,0,0,0,0,0,0,35,0.0345508390918065,0.979166666666667,1,0,0,NA
"6086",7476,1260550,"Rio CDP, Florida",853,0,0,118,754,27,23,0,36,1260550,0,0,0,0,0,0,0,0,0,0,0,168,0.222811671087533,0,NA,0,0,NA
"6087",7478,1200950,"Altamonte Springs city, Florida",43810,6659,6633,8782,32328,2768,689,218,2908,1200950,3,0,0,0,0,0,0,0,2,0,3,12457,0.385331601088839,0.151997260899338,0.996095509836312,0,0,NA
"6088",7479,1212275,"Chuluota CDP, Florida",2629,9,0,354,1865,157,21,15,100,1212275,0,0,0,0,0,0,0,0,0,0,0,547,0.293297587131367,0.00342335488779003,0,0,0,NA
"6089",7480,1253575,"Oviedo city, Florida",40370,3050,3036,7749,26108,3724,454,866,3521,1253575,3,0,0,0,0,0,0,0,3,0,3,12793,0.490003064194883,0.0755511518454298,0.995409836065574,0,0,NA
"6090",7481,1213275,"Coconut Creek city, Florida",60490,9892,9813,10300,43016,3375,854,339,3391,1213275,3,0,0,0,0,0,0,0,3,0,3,14868,0.345638832062488,0.163531162175566,0.992013748483623,0,0,NA
"6091",7482,1230850,"Hillsboro Beach town, Florida",1752,14,14,396,1655,271,135,77,41,1230850,0,0,0,0,0,0,0,0,0,0,0,879,0.531117824773414,0.00799086757990868,1,0,0,NA
"6092",7483,1239475,"Lauderdale-by-the-Sea town, Florida",6626,214,214,1631,6252,840,423,198,65,1239475,0,0,0,0,0,0,0,0,0,0,0,3092,0.494561740243122,0.032297011771808,1,0,0,NA
"6093",7484,1245900,"Minneola city, Florida",11559,1709,1706,1369,7121,323,70,27,407,1245900,2,0,0,0,0,0,0,0,1,0,2,1789,0.251228760005617,0.147850160048447,0.998244587478057,0,0,NA
"6094",7485,1210100,"Canal Point CDP, Florida",563,84,84,38,404,0,0,0,62,1210100,0,0,0,0,0,0,0,0,0,0,0,38,0.0940594059405941,0.149200710479574,1,0,0,NA
"6095",7486,1221350,"Eustis city, Florida",20700,4529,4498,2000,14422,639,159,125,744,1221350,2,0,2,0,2,0,0,1,1,0,2,2923,0.202676466509499,0.218792270531401,0.99315522190329,9.66183574879227e-05,0,0
"6096",7488,1225125,"Fussels Corner CDP, Florida",4477,115,115,425,3658,198,28,13,57,1225125,0,0,0,0,0,0,0,0,0,0,0,664,0.181519956260251,0.025686843868662,1,0,0,NA
"6097",7489,1238950,"Lake Wales city, Florida",16035,4176,4126,1601,10916,586,70,83,726,1238950,1,0,1,0,1,0,0,1,1,0,1,2340,0.214364235983877,0.260430308699719,0.988026819923372,6.2363579669473e-05,0,0
"6098",7490,1275475,"Waverly CDP, Florida",997,358,358,0,492,0,0,0,0,1275475,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359077231695085,1,0,0,NA
"6099",7491,1211975,"Chipley city, Florida",3525,1219,1177,191,2183,108,6,0,109,1211975,0,0,0,0,0,0,0,0,0,0,0,305,0.139715987173614,0.345815602836879,0.965545529122231,0,0,NA
"6100",7492,1274125,"Vernon city, Florida",728,39,39,54,536,17,0,0,25,1274125,1,0,0,0,0,0,0,0,1,0,1,71,0.132462686567164,0.0535714285714286,1,0,0,NA
"6101",7493,1211912,"Cheval CDP, Florida",10808,713,713,2480,7481,1086,237,112,456,1211912,0,0,0,0,0,0,0,0,0,0,0,3915,0.523325758588424,0.0659696521095485,1,0,0,NA
"6102",7494,1220108,"Egypt Lake-Leto CDP, Florida",37704,4692,4624,4113,26380,810,490,213,1513,1220108,0,0,0,0,0,0,0,0,0,0,0,5626,0.213267626990144,0.12444302991725,0.985507246376812,0,0,NA
"6103",7495,1216100,"Cypress Quarters CDP, Florida",1373,587,587,174,751,51,0,0,0,1216100,0,0,0,0,0,0,0,0,0,0,0,225,0.299600532623169,0.427530954115076,1,0,0,NA
"6104",7496,1246550,"Moore Haven city, Florida",2599,911,899,81,1765,25,0,0,125,1246550,2,0,0,0,0,0,0,0,2,0,2,106,0.060056657223796,0.350519430550212,0.986827661909989,0,0,NA
"6105",7497,1227400,"Green Cove Springs city, Florida",7923,1303,1187,999,5591,305,144,26,336,1227400,1,0,0,0,0,0,0,0,1,0,1,1474,0.263637989626185,0.164457907358324,0.910974673829624,0,0,NA
"6106",7498,1255875,"Penney Farms town, Florida",683,10,0,173,607,135,20,22,0,1255875,0,0,0,0,0,0,0,0,0,0,0,350,0.57660626029654,0.0146412884333821,0,0,0,NA
"6107",7499,1702921,"Auburn city, Illinois",4697,177,177,510,3256,215,0,0,242,1702921,0,0,0,0,0,0,0,0,0,0,0,725,0.222665847665848,0.0376836278475623,1,0,0,NA
"6108",7500,1718745,"Dawson village, Illinois",649,30,30,56,438,2,0,0,17,1718745,0,0,0,0,0,0,0,0,0,0,0,58,0.132420091324201,0.0462249614791988,1,0,0,NA
"6109",7501,1748021,"Mechanicsburg village, Illinois",671,3,3,69,496,15,1,0,18,1748021,0,0,0,0,0,0,0,0,0,0,0,85,0.171370967741935,0.00447093889716841,1,0,0,NA
"6110",7503,1706184,"Bismarck village, Illinois",616,0,0,55,409,30,4,0,23,1706184,0,0,0,0,0,0,0,0,0,0,0,89,0.21760391198044,0,NA,0,0,NA
"6111",7504,1729236,"Gillespie city, Illinois",3086,0,0,215,2199,34,9,8,105,1729236,0,0,0,0,0,0,0,0,0,0,0,266,0.120964074579354,0,NA,0,0,NA
"6112",7505,1757329,"Palmyra village, Illinois",665,2,2,24,485,5,0,0,17,1757329,0,0,0,0,0,0,0,0,0,0,0,29,0.0597938144329897,0.00300751879699248,1,0,0,NA
"6113",7506,1733435,"Harwood Heights village, Illinois",8487,92,92,1183,6353,423,72,20,463,1733435,0,0,0,0,0,0,0,0,0,0,0,1698,0.267275303006454,0.010840108401084,1,0,0,NA
"6114",7507,1714026,"Chicago Heights city, Illinois",29856,11677,11520,1914,18576,922,157,34,1195,1714026,0,0,0,0,0,0,0,0,0,0,0,3027,0.162952196382429,0.391110664523044,0.986554765778882,0,0,NA
"6115",7508,1714065,"Chicago Ridge village, Illinois",14153,1606,1437,1196,9612,354,93,34,770,1714065,0,0,0,0,0,0,0,0,0,0,0,1677,0.174469413233458,0.113474175086554,0.894769613947696,0,0,NA
"6116",7509,1723724,"Elmwood Park village, Illinois",24468,607,537,2993,17025,1206,256,123,1481,1723724,0,0,0,0,0,0,0,0,0,0,0,4578,0.268898678414097,0.0248079123753474,0.884678747940692,0,0,NA
"6117",7511,1765845,"Roseville village, Illinois",879,27,0,111,682,34,4,0,25,1765845,0,0,0,0,0,0,0,0,0,0,0,149,0.218475073313783,0.0307167235494881,0,0,0,NA
"6118",7512,1258420,"Port LaBelle CDP, Florida",5348,462,462,124,3370,54,11,10,214,1258420,1,0,0,0,0,0,0,0,1,0,1,199,0.0590504451038576,0.0863874345549738,1,0,0,NA
"6119",7513,1259311,"Quail Ridge CDP, Florida",2267,98,98,416,1579,100,19,8,127,1259311,0,0,0,0,0,0,0,0,0,0,0,543,0.343888537048765,0.043228936921041,1,0,0,NA
"6120",7514,1268135,"Southwest Ranches town, Florida",7921,436,436,1389,5608,538,475,105,438,1268135,1,0,0,0,0,0,0,0,1,0,1,2507,0.447039942938659,0.0550435551066785,1,0,0,NA
"6121",7516,1251500,"Ona CDP, Florida",658,0,0,0,464,0,0,0,56,1251500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
"6122",7517,1259475,"Raleigh CDP, Florida",766,201,201,8,430,0,0,0,0,1259475,0,0,0,0,0,0,0,0,0,0,0,8,0.0186046511627907,0.262402088772846,1,0,0,NA
"6123",7518,1260562,"Rio Pinar CDP, Florida",5713,623,623,921,4237,496,79,101,409,1260562,0,0,0,0,0,0,0,0,0,0,0,1597,0.376917630398867,0.109049536145633,1,0,0,NA
"6124",7519,1260785,"River Park CDP, Florida",7071,1093,1091,490,5210,253,0,0,226,1260785,0,0,0,0,0,0,0,0,0,0,0,743,0.142610364683301,0.154575024748975,0.998170173833486,0,0,NA
"6125",7520,1260835,"River Ridge CDP, Florida",5157,356,356,388,4068,210,73,26,200,1260835,0,0,0,0,0,0,0,0,0,0,0,697,0.17133726647001,0.0690323831685088,1,0,0,NA
"6126",7521,1261615,"Roeville CDP, Florida",568,39,39,101,441,0,0,0,10,1261615,0,0,0,0,0,0,0,0,0,0,0,101,0.229024943310658,0.0686619718309859,1,0,0,NA
"6127",7522,1263435,"San Castle CDP, Florida",3756,1691,1691,322,2611,101,35,0,42,1263435,0,0,0,0,0,0,0,0,0,0,0,458,0.175411719647645,0.450212992545261,1,0,0,NA
"6128",7523,1265200,"Seville CDP, Florida",897,61,61,53,536,16,0,0,67,1265200,0,0,0,0,0,0,0,0,0,0,0,69,0.128731343283582,0.0680044593088071,1,0,0,NA
"6129",7524,1268625,"Steinhatchee CDP, Florida",782,0,0,0,736,0,0,0,0,1268625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,NA
"6130",7525,1269250,"Sun City Center CDP, Florida",24286,1518,1474,4524,22991,2436,468,352,256,1269250,2,0,0,0,0,0,0,0,2,0,2,7780,0.33839328432865,0.0625051469982706,0.971014492753623,0,0,NA
"6131",7526,1271564,"The Acreage CDP, Florida",40177,4599,4599,4594,27609,1406,322,251,2648,1271564,4,0,0,0,0,0,0,0,3,0,4,6573,0.238074540910573,0.114468476989322,1,0,0,NA
"6132",7527,1271842,"Tiger Point CDP, Florida",3360,0,0,788,2412,266,132,101,98,1271842,0,0,0,0,0,0,0,0,0,0,0,1287,0.533582089552239,0,NA,0,0,NA
"6133",7528,1273163,"University CDP (Hillsborough County), Florida",48436,13391,13124,4047,26869,1636,166,559,8282,1273163,0,0,0,0,0,0,0,0,0,0,0,6408,0.238490453682683,0.276467916425799,0.980061235157942,0,0,NA
"6134",7529,1273172,"University CDP (Orange County), Florida",35777,3227,2273,2472,10979,899,220,168,21445,1273172,0,0,0,0,0,0,0,0,0,0,0,3759,0.342380909008106,0.0901976129915868,0.704369383328169,0,0,NA
"6135",7530,1274235,"Verona Walk CDP, Florida",2612,77,77,677,2562,233,59,13,0,1274235,0,0,0,0,0,0,0,0,0,0,0,982,0.383294301327088,0.02947932618683,1,0,0,NA
"6136",7531,1274975,"Wallace CDP, Florida",2467,0,0,465,1833,189,0,0,82,1274975,0,0,0,0,0,0,0,0,0,0,0,654,0.356792144026187,0,NA,0,0,NA
"6137",7533,1274370,"Viera West CDP, Florida",11369,199,199,2814,8559,1058,132,60,204,1274370,0,0,0,0,0,0,0,0,0,0,0,4064,0.474821824979554,0.0175037382355528,1,0,0,NA
"6138",7534,1275275,"Watergate CDP, Florida",3216,35,35,323,2187,54,0,12,148,1275275,0,0,0,0,0,0,0,0,0,0,0,389,0.177869227251943,0.0108830845771144,1,0,0,NA
"6139",7535,1276087,"West DeLand CDP, Florida",3970,384,384,562,2621,64,24,10,153,1276087,0,0,0,0,0,0,0,0,0,0,0,660,0.251812285387257,0.0967254408060453,1,0,0,NA
"6140",7536,1276290,"Westgate CDP, Florida",9783,3786,3756,380,5316,56,9,18,345,1276290,0,0,0,0,0,0,0,0,0,0,0,463,0.0870955605718585,0.386997853419197,0.992076069730586,0,0,NA
"6141",7537,1276481,"West Lealman CDP, Florida",14891,711,711,1544,11710,509,83,22,368,1276481,0,0,0,0,0,0,0,0,0,0,0,2158,0.184286934244236,0.0477469612517628,1,0,0,NA
"6142",7538,1277467,"Whitfield CDP (Manatee County), Florida",3743,66,66,709,2743,260,81,21,141,1277467,1,0,0,0,0,0,0,0,0,0,1,1071,0.390448414145097,0.0176329147742453,1,0,0,NA
"6143",7539,1278340,"Wiscon CDP, Florida",700,0,0,53,542,10,0,0,0,1278340,0,0,0,0,0,0,0,0,0,0,0,63,0.116236162361624,0,NA,0,0,NA
"6144",7540,1278500,"Woodlawn Beach CDP, Florida",2977,51,51,624,2127,148,100,40,49,1278500,0,0,0,0,0,0,0,0,0,0,0,912,0.428772919605078,0.0171313402754451,1,0,0,NA
"6145",7541,1278740,"World Golf Village CDP, Florida",18327,885,875,3545,12225,2049,209,207,450,1278740,0,0,0,0,0,0,0,0,0,0,0,6010,0.49161554192229,0.0482894090685873,0.988700564971751,0,0,NA
"6146",7542,1203975,"Bay Harbor Islands town, Florida",5861,294,294,1234,3985,510,368,48,254,1203975,2,0,0,0,0,0,0,0,2,0,2,2160,0.542032622333752,0.0501620883808224,1,0,0,NA
"6147",7543,1226100,"Glenvar Heights CDP, Florida",17065,521,521,4231,13010,1567,526,347,1071,1226100,0,0,0,0,0,0,0,0,0,0,0,6671,0.512759415833974,0.030530325227073,1,0,0,NA
"6148",7544,1272325,"Treasure Island city, Florida",6889,82,82,1651,6423,698,287,158,137,1272325,1,0,0,0,0,0,0,0,0,0,1,2794,0.434999221547563,0.0119030338220351,1,0,0,NA
"6149",7545,1764902,"Rockdale village, Illinois",1979,177,165,88,1363,51,3,0,86,1764902,0,0,0,0,0,0,0,0,0,0,0,142,0.104181951577403,0.0894391106619505,0.932203389830508,0,0,NA
"6150",7547,1782101,"Wilmington city, Illinois",6030,21,16,414,4269,159,14,42,239,1782101,0,0,0,0,0,0,0,0,0,0,0,629,0.147341297727805,0.00348258706467662,0.761904761904762,0,0,NA
"6151",7549,1772052,"Spring Grove village, Illinois",5614,0,0,785,3979,323,66,13,108,1772052,1,0,0,0,0,0,0,0,0,0,1,1187,0.298316159839156,0,NA,0,0,NA
"6152",7551,1754534,"Oak Brook village, Illinois",8075,195,195,1939,6231,866,1069,275,352,1754534,2,0,0,0,0,0,0,0,1,0,2,4149,0.665864227250843,0.0241486068111455,1,0,0,NA
"6153",7553,1754638,"Oak Forest city, Illinois",27617,1792,1783,4131,19286,1552,276,118,1297,1754638,1,0,0,0,0,0,0,0,1,0,1,6077,0.315099035569843,0.0648875692508238,0.994977678571429,0,0,NA
"6154",7554,1755938,"Olympia Fields village, Illinois",4821,3540,3503,785,3522,695,265,46,213,1755938,0,0,0,0,0,0,0,0,0,0,0,1791,0.508517887563884,0.734287492221531,0.98954802259887,0,0,NA
"6155",7556,1770564,"South Barrington village, Illinois",4923,44,44,1189,3336,564,332,109,98,1770564,0,0,0,0,0,0,0,0,0,0,0,2194,0.657673860911271,0.00893763965061954,1,0,0,NA
"6156",7557,1780242,"Western Springs village, Illinois",13272,123,123,3714,8406,1869,762,208,267,1780242,3,0,0,0,0,0,0,0,3,0,3,6553,0.779562217463716,0.00926763110307414,1,0,0,NA
"6157",7558,1782049,"Willow Springs village, Illinois",5604,151,151,1058,4228,335,143,15,163,1782049,0,0,0,0,0,0,0,0,0,0,0,1551,0.366840113528855,0.0269450392576731,1,0,0,NA
"6158",7560,1707692,"Bradford village, Illinois",723,9,9,43,479,7,2,2,30,1707692,0,0,0,0,0,0,0,0,0,0,0,54,0.112734864300626,0.012448132780083,1,0,0,NA
"6159",7561,1777265,"Valmeyer village, Illinois",1300,3,3,203,858,37,5,5,51,1777265,0,0,0,0,0,0,0,0,0,0,0,250,0.291375291375291,0.00230769230769231,1,0,0,NA
