"","X","GEOID","NAME","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","PLACEFIPS","ProtestTotal","PostGFProtestCount","VictimsCount","BlackVictimCount","VictimCountPreGF","BlackVictimCountPreGF","VictimsPreGF2020","VictimHighThreat","AntiTrumpProtestPreGFCount","VictimsPreGF2020Blk","ProtestTotalPreGF","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","PoliceDeathsRate","BlackVictimsRate","VictimRaceRatio"
"4100",5012,2237445,"Iowa town, Louisiana",3225,1022,1022,207,1901,58,0,32,58,2237445,0,0,0,0,0,0,0,0,0,0,0,297,0.156233561283535,0.316899224806202,1,0,0,NA
"4101",5013,2204685,"Bastrop city, Louisiana",10311,8299,8142,364,6104,19,57,6,177,2204685,4,0,1,1,1,1,0,0,1,0,4,446,0.0730668414154653,0.80486858694598,0.981082058079287,9.69838037047813e-05,9.69838037047813e-05,1
"4102",5014,2220820,"Destrehan CDP, Louisiana",11398,1829,1829,2005,8027,798,49,38,612,2220820,1,0,0,0,0,0,0,0,1,0,1,2890,0.360034882272331,0.160466748552378,1,0,0,NA
"4103",5015,2201885,"Amite City town, Louisiana",4401,2432,2406,254,3520,136,49,0,64,2201885,0,0,0,0,0,0,0,0,0,0,0,439,0.124715909090909,0.552601681436037,0.989309210526316,0,0,NA
"4104",5017,2270525,"Simmesport town, Louisiana",1622,1122,1113,34,878,0,12,0,39,2270525,0,0,0,0,0,0,0,0,0,0,0,46,0.0523917995444191,0.69173859432799,0.991978609625668,0,0,NA
"4105",5018,2233875,"Henderson town, Louisiana",1990,272,272,40,1235,0,0,0,76,2233875,1,0,0,0,0,0,0,0,1,0,1,40,0.0323886639676113,0.136683417085427,1,0,0,NA
"4106",5019,1944220,"Le Grand city, Iowa",990,15,15,68,659,18,0,0,15,1944220,0,0,0,0,0,0,0,0,0,0,0,86,0.130500758725341,0.0151515151515152,1,0,0,NA
"4107",5020,1946425,"Long Grove city, Iowa",994,0,0,161,658,87,12,0,26,1946425,0,0,0,0,0,0,0,0,0,0,0,260,0.395136778115502,0,NA,0,0,NA
"4108",5021,1915420,"Columbus Junction city, Iowa",2229,48,48,168,1454,83,10,0,72,1915420,0,0,0,0,0,0,0,0,0,0,0,261,0.179504814305365,0.0215343203230148,1,0,0,NA
"4109",5022,1934725,"Hartley city, Iowa",1695,47,39,124,1192,31,11,7,55,1934725,0,0,0,0,0,0,0,0,0,0,0,173,0.145134228187919,0.0277286135693215,0.829787234042553,0,0,NA
"4110",5023,1914520,"Clive city, Iowa",17167,643,643,4245,11535,1487,637,198,503,1914520,0,0,0,0,0,0,0,0,0,0,0,6567,0.569310793237971,0.0374555833867304,1,0,0,NA
"4111",5024,1963525,"Pleasant Hill city, Iowa",9871,271,271,1633,6437,414,35,81,493,1963525,0,0,0,0,0,0,0,0,0,0,0,2163,0.336026099114494,0.0274541586465404,1,0,0,NA
"4112",5025,1970995,"Saylorville CDP, Iowa",4009,664,664,423,2362,54,88,53,58,1970995,0,0,0,0,0,0,0,0,0,0,0,618,0.261642675698561,0.165627338488401,1,0,0,NA
"4113",5026,1979950,"Urbandale city, Iowa",43441,1737,1686,10033,29342,3057,901,362,1243,1979950,1,0,0,0,0,0,0,0,1,0,1,14353,0.489162292958899,0.0399852673741396,0.970639032815199,0,0,NA
"4114",5027,1924690,"Elkader city, Iowa",1376,18,17,174,981,46,29,4,21,1924690,0,0,0,0,0,0,0,0,0,0,0,253,0.257900101936799,0.0130813953488372,0.944444444444444,0,0,NA
"4115",5028,1929910,"Garnavillo city, Iowa",826,0,0,71,573,23,5,0,13,1929910,0,0,0,0,0,0,0,0,0,0,0,99,0.172774869109948,0,NA,0,0,NA
"4116",5029,1966405,"Remsen city, Iowa",1833,5,5,196,1192,15,3,0,65,1966405,0,0,0,0,0,0,0,0,0,0,0,214,0.179530201342282,0.00272776868521549,1,0,0,NA
"4117",5030,1919180,"Dayton city, Iowa",767,0,0,80,547,11,8,0,13,1919180,1,0,0,0,0,0,0,0,1,0,1,99,0.180987202925046,0,NA,0,0,NA
"4118",5031,1912900,"Charter Oak city, Iowa",624,0,0,14,399,10,4,0,29,1912900,0,0,0,0,0,0,0,0,0,0,0,28,0.0701754385964912,0,NA,0,0,NA
"4119",5032,1935670,"Hedrick city, Iowa",531,0,0,43,390,14,2,0,10,1935670,0,0,0,0,0,0,0,0,0,0,0,59,0.151282051282051,0,NA,0,0,NA
"4120",5034,1980985,"Villisca city, Iowa",1243,0,0,98,881,20,0,0,32,1980985,0,0,0,0,0,0,0,0,0,0,0,118,0.133938706015891,0,NA,0,0,NA
"4121",5035,1980130,"Vail city, Iowa",532,5,5,18,342,6,0,0,16,1980130,0,0,0,0,0,0,0,0,0,0,0,24,0.0701754385964912,0.0093984962406015,1,0,0,NA
"4122",5036,1960645,"Oxford city, Iowa",812,3,3,78,529,50,3,3,25,1960645,0,0,0,0,0,0,0,0,0,0,0,134,0.253308128544423,0.00369458128078818,1,0,0,NA
"4123",5037,1972840,"Shueyville city, Iowa",772,0,0,132,489,60,29,16,4,1972840,0,0,0,0,0,0,0,0,0,0,0,237,0.484662576687117,0,NA,0,0,NA
"4124",5038,1969195,"Rudd city, Iowa",519,6,6,19,346,10,0,0,17,1969195,0,0,0,0,0,0,0,0,0,0,0,29,0.0838150289017341,0.0115606936416185,1,0,0,NA
"4125",5040,1956145,"New Hartford city, Iowa",703,15,15,41,401,16,0,0,26,1956145,0,0,0,0,0,0,0,0,0,0,0,57,0.14214463840399,0.0213371266002845,1,0,0,NA
"4126",5041,1948720,"Malvern city, Iowa",1015,12,12,121,729,31,15,0,43,1948720,0,0,0,0,0,0,0,0,0,0,0,167,0.229080932784636,0.0118226600985222,1,0,0,NA
"4127",5042,1900370,"Adair city, Iowa",750,22,22,70,538,8,8,5,18,1900370,0,0,0,0,0,0,0,0,0,0,0,91,0.169144981412639,0.0293333333333333,1,0,0,NA
"4128",5043,2151978,"Middletown city, Kentucky",7891,838,838,1607,5698,707,157,100,418,2151978,0,0,0,0,0,0,0,0,0,0,0,2571,0.451210951210951,0.106196933215055,1,0,0,NA
"4129",5044,2132523,"Graymoor-Devondale city, Kentucky",2943,77,61,746,2259,361,73,27,47,2132523,0,0,0,0,0,0,0,0,0,0,0,1207,0.534307215582116,0.0261637784573564,0.792207792207792,0,0,NA
"4130",5045,2138814,"Hurstbourne city, Kentucky",4394,135,135,1211,3382,827,286,28,100,2138814,0,0,0,0,0,0,0,0,0,0,0,2352,0.695446481371969,0.0307237141556668,1,0,0,NA
"4131",5046,2154660,"Murray Hill city, Kentucky",568,19,19,166,469,95,10,7,19,2154660,0,0,0,0,0,0,0,0,0,0,0,278,0.59275053304904,0.0334507042253521,1,0,0,NA
"4132",5047,2156730,"Northfield city, Kentucky",1181,18,10,362,848,121,58,18,32,2156730,0,0,0,0,0,0,0,0,0,0,0,559,0.659198113207547,0.0152413209144793,0.555555555555556,0,0,NA
"4133",5048,2172264,"South Williamson CDP, Kentucky",569,0,0,21,491,75,10,13,0,2172264,0,0,0,0,0,0,0,0,0,0,0,119,0.242362525458248,0,NA,0,0,NA
"4134",5049,1739298,"Keithsburg city, Illinois",545,0,0,16,409,7,0,1,8,1739298,0,0,0,0,0,0,0,0,0,0,0,24,0.058679706601467,0,NA,0,0,NA
"4135",5051,1723945,"Elwood village, Illinois",2367,12,12,212,1726,63,0,18,70,1723945,3,0,0,0,0,0,0,0,2,0,3,293,0.169756662804171,0.00506970849176172,1,0,0,NA
"4136",5052,1730120,"Godley village, Illinois",631,0,0,20,447,2,0,0,9,1730120,0,0,0,0,0,0,0,0,0,0,0,22,0.0492170022371365,0,NA,0,0,NA
"4137",5054,1776935,"University Park village, Illinois",6947,5931,5895,844,4388,286,60,39,391,1776935,0,0,0,0,0,0,0,0,0,0,0,1229,0.280082041932543,0.853749820066216,0.993930197268589,0,0,NA
"4138",5056,1711202,"Carlinville city, Illinois",5540,220,138,459,3418,209,110,45,657,1711202,0,0,0,0,0,0,0,0,0,0,0,823,0.240784084259801,0.0397111913357401,0.627272727272727,0,0,NA
"4139",5057,1762744,"Rankin village, Illinois",543,0,0,21,337,8,2,0,23,1762744,0,0,0,0,0,0,0,0,0,0,0,31,0.0919881305637982,0,NA,0,0,NA
"4140",5058,1775783,"Toulon city, Illinois",1165,37,23,109,878,40,6,0,10,1775783,0,0,0,0,0,0,0,0,0,0,0,155,0.176537585421412,0.0317596566523605,0.621621621621622,0,0,NA
"4141",5059,1710110,"Bushnell city, Illinois",2775,34,34,150,1865,112,13,0,129,1710110,0,0,0,0,0,0,0,0,0,0,0,275,0.14745308310992,0.0122522522522523,1,0,0,NA
"4142",5060,1713074,"Cherry Valley village, Illinois",2614,28,28,368,2132,88,20,26,125,1713074,0,0,0,0,0,0,0,0,0,0,0,502,0.235459662288931,0.0107115531752104,1,0,0,NA
"4143",5061,1750543,"Morrisonville village, Illinois",1250,0,0,83,785,11,4,3,53,1750543,0,0,0,0,0,0,0,0,0,0,0,101,0.128662420382166,0,NA,0,0,NA
"4144",5062,1750829,"Mount Auburn village, Illinois",592,4,2,53,401,19,0,0,20,1750829,0,0,0,0,0,0,0,0,0,0,0,72,0.179551122194514,0.00675675675675676,0.5,0,0,NA
"4145",5063,1762822,"Rapids City village, Illinois",1065,0,0,144,721,54,12,3,31,1762822,0,0,0,0,0,0,0,0,0,0,0,213,0.295423023578363,0,NA,0,0,NA
"4146",5064,1700737,"Alhambra village, Illinois",612,0,0,65,460,13,0,0,13,1700737,0,0,0,0,0,0,0,0,0,0,0,78,0.169565217391304,0,NA,0,0,NA
"4147",5065,1747254,"Martinsville city, Illinois",1211,0,0,64,703,38,6,0,12,1747254,0,0,0,0,0,0,0,0,0,0,0,108,0.153627311522048,0,NA,0,0,NA
"4148",5066,1779241,"Watson village, Illinois",824,3,3,22,510,5,4,0,20,1779241,0,0,0,0,0,0,0,0,0,0,0,31,0.0607843137254902,0.00364077669902913,1,0,0,NA
"4149",5067,1752103,"Newark village, Illinois",1314,5,5,140,879,57,2,0,106,1752103,0,0,0,0,0,0,0,0,0,0,0,199,0.226393629124005,0.00380517503805175,1,0,0,NA
"4150",5069,1705612,"Bethany village, Illinois",1251,0,0,109,953,38,3,0,15,1705612,0,0,0,0,0,0,0,0,0,0,0,150,0.157397691500525,0,NA,0,0,NA
"4151",5071,1760937,"Polo city, Illinois",2133,41,41,127,1470,69,17,10,67,1760937,0,0,0,0,0,0,0,0,0,0,0,223,0.151700680272109,0.0192217533989686,1,0,0,NA
"4152",5072,1705404,"Berkeley village, Illinois",5116,1493,1483,377,3641,262,46,8,263,1705404,0,0,0,0,0,0,0,0,0,0,0,693,0.190332326283988,0.291829554339328,0.99330207635633,0,0,NA
"4153",5073,1706704,"Blue Island city, Illinois",22611,7162,7156,1426,14726,609,48,83,1455,1706704,1,0,0,0,0,0,0,0,1,0,1,2166,0.14708678527774,0.316748485250542,0.99916224518291,0,0,NA
"4154",5074,1765962,"Rossville village, Illinois",1320,0,0,87,845,31,0,6,24,1765962,0,0,0,0,0,0,0,0,0,0,0,124,0.146745562130178,0,NA,0,0,NA
"4155",5075,1775172,"Thomson village, Illinois",524,76,0,63,438,21,0,3,10,1775172,0,0,0,0,0,0,0,0,0,0,0,87,0.198630136986301,0.145038167938931,0,0,0,NA
"4156",5076,1710877,"Camp Point village, Illinois",1054,0,0,56,730,36,6,0,39,1710877,0,0,0,0,0,0,0,0,0,0,0,98,0.134246575342466,0,NA,0,0,NA
"4157",5077,1711462,"Carrollton city, Illinois",2544,15,0,163,1766,62,7,4,80,1711462,0,0,0,0,0,0,0,0,0,0,0,236,0.133635334088335,0.00589622641509434,0,0,0,NA
"4158",5079,1275750,"Welaka town, Florida",693,296,296,38,470,10,1,2,11,1275750,0,0,0,0,0,0,0,0,0,0,0,51,0.108510638297872,0.427128427128427,1,0,0,NA
"4159",5080,1238813,"Lakeside CDP, Florida",30458,3096,3084,3400,21498,949,179,77,1830,1238813,0,0,0,0,0,0,0,0,0,0,0,4605,0.214205972648618,0.101648171252216,0.996124031007752,0,0,NA
"4160",5081,1328520,"Fair Oaks CDP, Georgia",9518,2183,2169,579,5572,89,7,17,327,1328520,0,0,0,0,0,0,0,0,0,0,0,692,0.124192390524049,0.229354906492961,0.993586807146129,0,0,NA
"4161",5082,1362524,"Powder Springs city, Georgia",15163,8470,8329,2470,10216,792,151,40,691,1362524,1,0,1,1,1,1,1,0,1,1,1,3453,0.337999216914644,0.558596583789488,0.983353010625738,6.59500098925015e-05,6.59500098925015e-05,1
"4162",5083,1779124,"Wataga village, Illinois",820,17,17,43,531,15,0,0,20,1779124,0,0,0,0,0,0,0,0,0,0,0,58,0.109227871939736,0.0207317073170732,1,0,0,NA
"4163",5084,1771175,"South Pekin village, Illinois",1170,0,0,6,741,7,0,0,50,1771175,0,0,0,0,0,0,0,0,0,0,0,13,0.0175438596491228,0,NA,0,0,NA
"4164",5086,1719226,"Delavan city, Illinois",1751,9,9,139,1190,52,5,6,31,1719226,0,0,0,0,0,0,0,0,0,0,0,202,0.169747899159664,0.00513992004568818,1,0,0,NA
"4165",5087,1731563,"Green Valley village, Illinois",652,0,0,49,458,13,0,9,25,1731563,0,0,0,0,0,0,0,0,0,0,0,71,0.155021834061135,0,NA,0,0,NA
"4166",5088,1754092,"North Pekin village, Illinois",1554,2,2,73,1083,21,4,3,37,1754092,0,0,0,0,0,0,0,0,0,0,0,101,0.0932594644506002,0.00128700128700129,1,0,0,NA
"4167",5089,1769082,"Shawneetown city, Illinois",1249,9,9,32,853,4,0,24,18,1769082,0,0,0,0,0,0,0,0,0,0,0,60,0.0703399765533411,0.00720576461168935,1,0,0,NA
"4168",5090,1700646,"Aledo city, Illinois",3494,68,22,358,2554,134,32,21,122,1700646,0,0,0,0,0,0,0,0,0,0,0,545,0.213390759592796,0.0194619347452776,0.323529411764706,0,0,NA
"4169",5091,1754560,"Oakbrook Terrace city, Illinois",2752,218,218,560,2100,330,93,54,110,1754560,0,0,0,0,0,0,0,0,0,0,0,1037,0.493809523809524,0.0792151162790698,1,0,0,NA
"4170",5092,1777993,"Villa Park village, Illinois",21916,1322,1322,3708,14911,1174,164,154,1078,1777993,1,0,0,0,0,0,0,0,0,0,1,5200,0.3487358326068,0.0603212265011863,1,0,0,NA
"4171",5093,1721683,"East Dubuque city, Illinois",1706,2,0,166,1183,68,33,2,34,1721683,0,0,0,0,0,0,0,0,0,0,0,269,0.227387996618766,0.00117233294255569,0,0,0,NA
"4172",5094,1723165,"Elizabeth village, Illinois",774,7,7,91,579,30,0,2,23,1723165,0,0,0,0,0,0,0,0,0,0,0,123,0.212435233160622,0.00904392764857881,1,0,0,NA
"4173",5095,1702752,"Atlanta city, Illinois",2063,2,2,181,1294,11,0,0,87,1702752,0,0,0,0,0,0,0,0,0,0,0,192,0.148377125193199,0.000969461948618517,1,0,0,NA
"4174",5096,1743536,"Lincoln city, Illinois",13652,476,120,1214,9047,403,83,91,1194,1743536,1,0,0,0,0,0,0,0,0,0,1,1791,0.197966176633138,0.0348666861998242,0.252100840336134,0,0,NA
"4175",5097,1775549,"Tiskilwa village, Illinois",783,10,10,56,536,15,11,0,33,1775549,0,0,0,0,0,0,0,0,0,0,0,82,0.152985074626866,0.0127713920817369,1,0,0,NA
"4176",5098,1736190,"Hopkins Park village, Illinois",536,463,463,47,336,5,0,0,16,1736190,0,0,0,0,0,0,0,0,0,0,0,52,0.154761904761905,0.863805970149254,1,0,0,NA
"4177",5099,1766638,"St. Anne village, Illinois",1218,75,75,88,735,16,0,6,66,1766638,0,0,0,0,0,0,0,0,0,0,0,110,0.149659863945578,0.061576354679803,1,0,0,NA
"4178",5100,1711215,"Carlock village, Illinois",579,61,61,53,320,19,2,3,18,1711215,0,0,0,0,0,0,0,0,0,0,0,77,0.240625,0.105354058721934,1,0,0,NA
"4179",5101,1718537,"Danvers village, Illinois",1044,5,5,153,686,45,5,13,33,1718537,0,0,0,0,0,0,0,0,0,0,0,216,0.314868804664723,0.00478927203065134,1,0,0,NA
"4180",5103,1777148,"Valier village, Illinois",724,7,7,51,474,5,2,0,17,1777148,0,0,0,0,0,0,0,0,0,0,0,58,0.122362869198312,0.00966850828729282,1,0,0,NA
"4181",5104,1742756,"Leland village, Illinois",846,0,0,106,596,16,0,2,24,1742756,0,0,0,0,0,0,0,0,0,0,0,124,0.208053691275168,0,NA,0,0,NA
"4182",5105,1754222,"North Utica village, Illinois",1338,0,0,127,964,55,30,12,25,1754222,0,0,0,0,0,0,0,0,0,0,0,224,0.232365145228216,0,NA,0,0,NA
"4183",5106,1755353,"Oglesby city, Illinois",3549,76,76,310,2473,132,18,6,141,1755353,0,0,0,0,0,0,0,0,0,0,0,466,0.188435099069956,0.0214144829529445,1,0,0,NA
"4184",5107,1759234,"Peru city, Illinois",9798,41,41,1139,7054,336,87,46,235,1759234,0,0,0,0,0,0,0,0,0,0,0,1608,0.227955769776014,0.00418452745458257,1,0,0,NA
"4185",5108,1708225,"Bridgeview village, Illinois",16124,567,400,1364,10942,581,85,32,1063,1708225,0,0,0,0,0,0,0,0,0,0,0,2062,0.188448181319686,0.035164971471099,0.705467372134039,0,0,NA
"4186",5110,1712710,"Chatsworth town, Illinois",1220,0,0,51,748,24,0,1,27,1712710,0,0,0,0,0,0,0,0,0,0,0,76,0.101604278074866,0,NA,0,0,NA
"4187",5111,1700815,"Allendale village, Illinois",770,0,0,52,423,30,0,3,23,1700815,0,0,0,0,0,0,0,0,0,0,0,85,0.200945626477541,0,NA,0,0,NA
"4188",5112,1731524,"Greenup village, Illinois",1668,3,0,73,1140,44,7,4,37,1731524,0,0,0,0,0,0,0,0,0,0,0,128,0.112280701754386,0.00179856115107914,0,0,0,NA
"4189",5113,1761366,"Potomac village, Illinois",804,34,34,47,491,10,0,0,43,1761366,0,0,0,0,0,0,0,0,0,0,0,57,0.116089613034623,0.0422885572139304,1,0,0,NA
"4190",5114,1767769,"Sauk Village village, Illinois",10423,7356,7356,670,5788,105,5,0,759,1767769,0,0,0,0,0,0,0,0,0,0,0,780,0.134761575673808,0.705746905881224,1,0,0,NA
"4191",5116,1708264,"Brighton village, Illinois",2272,11,11,175,1566,62,6,0,72,1708264,0,0,0,0,0,0,0,0,0,0,0,243,0.155172413793103,0.00484154929577465,1,0,0,NA
"4192",5117,1206350,"Big Coppitt Key CDP, Florida",2825,24,24,418,1957,104,7,0,149,1206350,0,0,0,0,0,0,0,0,0,0,0,529,0.270311701584057,0.00849557522123894,1,0,0,NA
"4193",5118,1218425,"Duck Key CDP, Florida",741,60,52,152,658,80,45,13,26,1218425,0,0,0,0,0,0,0,0,0,0,0,290,0.440729483282675,0.0809716599190283,0.866666666666667,0,0,NA
"4194",5119,1271250,"Tavernier CDP, Florida",2132,3,0,317,1547,170,27,15,144,1271250,0,0,0,0,0,0,0,0,0,0,0,529,0.341952165481577,0.00140712945590994,0,0,0,NA
"4195",5120,1225000,"Fruitville CDP, Florida",14068,198,190,2261,10438,871,237,124,567,1225000,0,0,0,0,0,0,0,0,0,0,0,3493,0.334642651849013,0.0140744953085016,0.95959595959596,0,0,NA
"4196",5121,1275600,"Webster city, Florida",726,191,191,47,523,3,0,3,46,1275600,0,0,0,0,0,0,0,0,0,0,0,53,0.101338432122371,0.263085399449036,1,0,0,NA
"4197",5122,1202275,"Astor CDP, Florida",1595,0,0,210,1176,17,0,0,13,1202275,0,0,0,0,0,0,0,0,0,0,0,227,0.193027210884354,0,NA,0,0,NA
"4198",5123,1275300,"Watertown CDP, Florida",3082,1159,1159,49,1982,32,0,0,38,1275300,0,0,0,0,0,0,0,0,0,0,0,81,0.0408678102926337,0.376054510058404,1,0,0,NA
"4199",5124,1274512,"Villas CDP, Florida",13072,944,924,1940,10916,897,293,113,487,1274512,0,0,0,0,0,0,0,0,0,0,0,3243,0.297086844998168,0.0722154222766218,0.978813559322034,0,0,NA
"4200",5125,1268275,"Springfield city, Florida",9319,2177,2163,367,6092,140,8,8,541,1268275,0,0,0,0,0,0,0,0,0,0,0,523,0.0858502954694682,0.233608756304325,0.993569131832797,0,0,NA
"4201",5126,1326448,"Edison city, Georgia",1327,947,936,62,850,20,4,0,40,1326448,0,0,0,0,0,0,0,0,0,0,0,86,0.101176470588235,0.713639788997739,0.988384371700106,0,0,NA
"4202",5127,1345600,"Leary city, Georgia",594,470,457,32,427,16,0,2,18,1345600,0,0,0,0,0,0,0,0,0,0,0,50,0.117096018735363,0.791245791245791,0.972340425531915,0,0,NA
"4203",5128,1377988,"Twin City city, Georgia",1814,1079,845,42,1273,20,0,0,58,1377988,0,0,0,0,0,0,0,0,0,0,0,62,0.0487038491751767,0.594818081587652,0.783132530120482,0,0,NA
"4204",5129,1327092,"Ellijay city, Georgia",2436,4,4,177,1701,26,30,10,20,1327092,0,0,0,0,0,0,0,0,0,0,0,243,0.142857142857143,0.00164203612479475,1,0,0,NA
"4205",5130,1319830,"Country Club Estates CDP, Georgia",8194,3629,3569,644,5409,184,48,12,357,1319830,0,0,0,0,0,0,0,0,0,0,0,888,0.164170826400444,0.44288503783256,0.983466519702397,0,0,NA
"4206",5131,1359080,"Panthersville CDP, Georgia",10800,10296,10266,813,7321,230,40,45,370,1359080,0,0,0,0,0,0,0,0,0,0,0,1128,0.154077311842644,0.953333333333333,0.997086247086247,0,0,NA
"4207",5132,1354264,"Nashville city, Georgia",4830,1006,968,157,3333,36,18,35,194,1354264,0,0,0,0,0,0,0,0,0,0,0,246,0.0738073807380738,0.208281573498965,0.962226640159046,0,0,NA
"4208",5133,1363224,"Quitman city, Georgia",3744,2672,2641,245,2448,106,7,14,120,1363224,0,0,0,0,0,0,0,0,0,0,0,372,0.151960784313725,0.713675213675214,0.988398203592814,0,0,NA
"4209",5134,1343580,"Kings Bay Base CDP, Georgia",3158,375,322,127,781,14,31,5,84,1343580,0,0,0,0,0,0,0,0,0,0,0,177,0.22663252240717,0.118746041798607,0.858666666666667,0,0,NA
"4210",5136,1332048,"Garden City city, Georgia",8885,3718,3714,418,6021,155,34,5,333,1332048,0,0,0,0,0,0,0,0,0,0,0,612,0.101644245142003,0.418458075407991,0.998924152770307,0,0,NA
"4211",5137,1376364,"Thunderbolt town, Georgia",2651,907,813,479,1956,149,81,13,145,1376364,0,0,0,0,0,0,0,0,0,0,0,722,0.369120654396728,0.342135043379857,0.896361631753032,0,0,NA
"4212",5139,1377372,"Trenton city, Georgia",2455,14,0,138,1698,67,4,5,106,1377372,0,0,0,0,0,0,0,0,0,0,0,214,0.12603062426384,0.00570264765784114,0,0,0,NA
"4213",5140,1378156,"Unadilla city, Georgia",3583,1972,1261,133,2683,67,14,0,225,1378156,0,0,0,0,0,0,0,0,0,0,0,214,0.0797614610510622,0.550376779235278,0.639452332657201,0,0,NA
"4214",5141,1308536,"Blakely city, Georgia",4652,3331,3260,237,2609,64,30,0,177,1308536,0,0,0,0,0,0,0,0,0,0,0,331,0.126868532004599,0.71603611349957,0.978685079555689,0,0,NA
"4215",5143,1305036,"Ball Ground city, Georgia",2131,3,3,235,1498,97,12,16,52,1305036,0,0,0,0,0,0,0,0,0,0,0,360,0.240320427236315,0.001407789770061,1,0,0,NA
"4216",5146,1365296,"Rincon town, Georgia",10027,1794,1794,1096,6277,309,88,0,405,1365296,0,0,0,0,0,0,0,0,0,0,0,1493,0.237852477298072,0.178916924304378,1,0,0,NA
"4217",5147,1382720,"Whitesburg city, Georgia",727,39,39,39,502,8,0,0,41,1382720,0,0,0,0,0,0,0,0,0,0,0,47,0.0936254980079681,0.0536451169188446,1,0,0,NA
"4218",5148,1383084,"Williamson city, Georgia",593,75,75,44,384,19,0,4,25,1383084,0,0,0,0,0,0,0,0,0,0,0,67,0.174479166666667,0.126475548060708,1,0,0,NA
"4219",5150,1368740,"Sardis city, Georgia",774,378,378,44,481,16,5,3,2,1368740,0,0,0,0,0,0,0,0,0,0,0,68,0.141372141372141,0.488372093023256,1,0,0,NA
"4220",5151,1332528,"Georgetown-Quitman County unified government, Georgia",2289,1188,1188,82,1755,29,13,0,70,1332528,0,0,0,0,0,0,0,0,0,0,0,124,0.0706552706552706,0.519003931847969,1,0,0,NA
"4221",5153,1351670,"Milton city, Georgia",38759,4394,4394,10124,25055,6382,822,427,1562,1351670,5,0,1,0,1,0,0,1,4,0,5,17755,0.708640989822391,0.113367217936479,1,2.58004592481746e-05,0,0
"4222",5155,1342425,"Johns Creek city, Georgia",83999,10245,10147,22775,55878,11313,1964,1764,3297,1342425,3,0,1,1,1,1,0,0,3,0,3,37816,0.676760084469738,0.121965737687353,0.990434358223524,1.19049036298051e-05,1.19049036298051e-05,1
"4223",5156,1367676,"Russell CDP, Georgia",1497,246,246,17,830,17,0,0,26,1367676,0,0,0,0,0,0,0,0,0,0,0,34,0.0409638554216867,0.164328657314629,1,0,0,NA
"4224",5157,1321017,"Cusseta-Chattahoochee County unified government, Georgia",10560,2270,1412,1072,5122,376,43,19,685,1321017,0,0,0,0,0,0,0,0,0,0,0,1510,0.294806716126513,0.214962121212121,0.622026431718062,0,0,NA
"4225",5158,1381128,"Webster County unified government, Georgia",2610,971,969,162,1876,102,5,6,111,1381128,0,0,0,0,0,0,0,0,0,0,0,275,0.146588486140725,0.372030651340996,0.99794026776519,0,0,NA
"4226",5159,1315552,"Chattahoochee Hills city, Georgia",2872,581,581,376,2215,207,67,32,74,1315552,0,0,0,0,0,0,0,0,0,0,0,682,0.307900677200903,0.202298050139276,1,0,0,NA
"4227",5160,1277075,"Westwood Lakes CDP, Florida",11510,148,148,1656,8503,247,329,61,964,1277075,0,0,0,0,0,0,0,0,0,0,0,2293,0.269669528401741,0.012858384013901,1,0,0,NA
"4228",5161,1302564,"Arabi town, Georgia",617,111,111,17,445,0,0,0,15,1302564,0,0,0,0,0,0,0,0,0,0,0,17,0.0382022471910112,0.179902755267423,1,0,0,NA
"4229",5162,1319616,"Cordele city, Georgia",10752,7696,7618,408,6287,156,100,0,747,1319616,0,0,0,0,0,0,0,0,0,0,0,664,0.105614760617146,0.71577380952381,0.989864864864865,0,0,NA
"4230",5163,1344704,"Lake Park city, Georgia",863,91,91,78,612,32,9,3,51,1344704,0,0,0,0,0,0,0,0,0,0,0,122,0.199346405228758,0.105446118192352,1,0,0,NA
"4231",5164,1346552,"Lincolnton city, Georgia",1798,899,883,106,1193,90,15,6,40,1346552,1,0,0,0,0,0,0,0,1,0,1,217,0.181894383906119,0.5,0.982202447163515,0,0,NA
"4232",5165,1380256,"Walthourville city, Georgia",4087,2448,2448,151,2417,75,47,0,236,1380256,0,0,0,0,0,0,0,0,0,0,0,273,0.112949937939595,0.598972351357964,1,0,0,NA
"4233",5166,1336052,"Hahira city, Georgia",2950,235,235,192,1455,36,31,3,213,1336052,0,0,0,0,0,0,0,0,0,0,0,262,0.180068728522337,0.0796610169491525,1,0,0,NA
"4234",5167,1004650,"Bellefonte town, Delaware",1173,40,40,244,883,110,5,8,31,1004650,0,0,0,0,0,0,0,0,0,0,0,367,0.415628539071348,0.0341005967604433,1,0,0,NA
"4235",5168,1015440,"Clayton town, Delaware",3282,1220,1214,310,2086,154,19,9,140,1015440,0,0,0,0,0,0,0,0,0,0,0,492,0.235858101629914,0.371724558196222,0.995081967213115,0,0,NA
"4236",5170,1056500,"Pike Creek Valley CDP, Delaware",10989,1718,1666,2024,7811,1215,95,282,610,1056500,0,0,0,0,0,0,0,0,0,0,0,3616,0.462936883881705,0.156338156338156,0.969732246798603,0,0,NA
"4237",5171,1063800,"St. Georges CDP, Delaware",767,169,169,76,544,72,0,0,17,1063800,1,0,0,0,0,0,0,0,1,0,1,148,0.272058823529412,0.220338983050847,1,0,0,NA
