"","X","GEOID","NAME","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","PLACEFIPS","ProtestTotal","PostGFProtestCount","VictimsCount","BlackVictimCount","VictimCountPreGF","BlackVictimCountPreGF","VictimsPreGF2020","VictimHighThreat","AntiTrumpProtestPreGFCount","VictimsPreGF2020Blk","ProtestTotalPreGF","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","PoliceDeathsRate","BlackVictimsRate","VictimRaceRatio"
"1406",7573,1707744,"Bradley village, Illinois",15368,1000,956,1136,10018,510,67,36,628,1707744,2,1,0,0,0,0,0,0,1,0,2,1749,0.174585745657816,0.0650702758979698,0.956,0,0,NA
"1407",7574,1768003,"Schaumburg village, Illinois",74194,3130,3066,17011,53640,7869,873,737,2480,1768003,5,1,0,0,0,0,0,0,3,0,5,26490,0.493847874720358,0.0421866997331321,0.979552715654952,0,0,NA
"1408",7576,1738934,"Kankakee city, Illinois",25830,10676,10306,1341,16691,765,98,69,1066,1738934,5,1,0,0,0,0,0,0,4,0,5,2273,0.136181175483794,0.413317847464189,0.9653428250281,0,0,NA
"1409",7580,1756887,"Oswego village, Illinois",34933,1964,1960,6080,21526,3423,199,192,1504,1756887,5,1,0,0,0,0,0,0,4,0,5,9894,0.459630214624175,0.0562219105144133,0.9979633401222,0,0,NA
"1410",7582,1756640,"Orland Park village, Illinois",58749,2592,2431,11384,43057,5465,1619,646,2404,1756640,3,1,0,0,0,0,0,0,2,0,3,19114,0.443923171609727,0.04411989991319,0.937885802469136,0,0,NA
"1411",7586,1553300,"Mountain View CDP, Hawaii",3381,0,0,300,2024,143,29,62,79,1553300,1,1,0,0,0,0,0,0,0,0,1,534,0.263833992094862,0,NA,0,0,NA
"1412",7587,1578500,"Waimea CDP (Hawaii County), Hawaii",11908,0,0,1762,8229,562,121,107,242,1578500,11,1,0,0,0,0,0,0,10,0,11,2552,0.310122736663021,0,NA,0,0,NA
"1413",7610,1530300,"Kapolei CDP, Hawaii",21674,323,323,3333,13241,970,133,66,1180,1530300,2,1,1,0,1,0,0,0,1,0,2,4502,0.340004531379805,0.0149026483344099,1,4.61382301374919e-05,0,0
"1414",7613,1541600,"Kula CDP, Hawaii",7621,0,0,1322,5967,373,209,132,206,1541600,11,3,0,0,0,0,0,0,4,0,11,2036,0.341209988268812,0,NA,0,0,NA
"1415",7614,1704845,"Belleville city, Illinois",41585,10550,10122,4370,28293,2156,281,91,2678,1704845,14,9,1,0,1,0,0,1,5,0,14,6898,0.243805888382285,0.253697246603343,0.959431279620853,2.40471323794638e-05,0,0
"1416",7623,1726454,"Flora city, Illinois",4917,28,17,305,3336,128,77,14,179,1726454,1,1,0,0,0,0,0,0,0,0,1,524,0.157074340527578,0.00569452918446207,0.607142857142857,0,0,NA
"1417",7626,1718992,"Deerfield village, Illinois",19006,143,114,5011,12616,3253,1305,514,787,1718992,2,2,1,1,1,1,0,1,0,0,2,10083,0.79922320862397,0.00752393980848153,0.797202797202797,5.2614963695675e-05,5.2614963695675e-05,1
"1418",7639,1216875,"DeLand city, Florida",32413,5595,4931,4024,21852,1551,308,418,3588,1216875,8,3,0,0,0,0,0,0,4,0,8,6301,0.288348892549881,0.172615925708821,0.881322609472744,0,0,NA
"1419",7656,1264825,"Sebastian city, Florida",25107,1200,1200,3318,20037,1236,150,197,804,1264825,5,1,0,0,0,0,0,0,3,0,5,4901,0.244597494634925,0.0477954355359063,1,0,0,NA
"1420",7672,1606220,"Bellevue city, Idaho",2747,0,0,274,1886,56,35,7,38,1606220,1,1,0,0,0,0,0,0,0,0,1,372,0.197242841993637,0,NA,0,0,NA
"1421",7674,1608830,"Boise City city, Idaho",226115,4266,4175,41145,153279,15473,4162,2947,15885,1608830,193,104,4,0,4,0,0,4,61,0,193,63727,0.415758192576935,0.0188665059814696,0.978668541959681,1.76901134378524e-05,0,0
"1422",7675,1652120,"Meridian city, Idaho",101905,1052,1048,16677,65872,5904,953,995,4374,1652120,7,2,3,0,2,0,0,1,3,0,7,24529,0.372373694437697,0.0103233403660272,0.996197718631179,1.9626122368873e-05,0,0
"1423",7677,1684250,"Victor city, Idaho",2216,0,0,548,1450,50,24,0,0,1684250,2,1,0,0,0,0,0,0,1,0,2,622,0.428965517241379,0,NA,0,0,NA
"1424",7680,2704618,"Becker city, Minnesota",4844,34,34,597,3131,200,18,0,291,2704618,1,1,0,0,0,0,0,0,0,0,1,815,0.260300223570744,0.00701899256812552,1,0,0,NA
"1425",7687,2756896,"St. Cloud city, Minnesota",68001,9921,9382,8391,40595,2695,622,773,10337,2756896,25,8,1,0,1,0,1,0,10,0,25,12481,0.307451656607957,0.145894913310098,0.945670799314585,1.47056660931457e-05,0,0
"1426",7695,2720906,"Fergus Falls city, Minnesota",13707,338,263,1885,9570,432,163,100,352,2720906,5,1,0,0,0,0,0,0,2,0,5,2580,0.269592476489028,0.0246589333916977,0.77810650887574,0,0,NA
"1427",7709,2657380,"New Haven village, Michigan",4785,389,389,349,2780,103,15,19,169,2657380,5,2,0,0,0,0,0,0,2,0,5,486,0.174820143884892,0.0812957157784744,1,0,0,NA
"1428",7710,2670760,"St. Clair Shores city, Michigan",59528,3118,3015,7695,44992,2926,621,160,2256,2670760,5,3,1,1,1,1,0,1,2,0,5,11402,0.253422830725462,0.0523787125386373,0.966966003848621,1.67988173632576e-05,1.67988173632576e-05,1
"1429",7711,2676460,"Sterling Heights city, Michigan",132476,7855,7776,17529,93994,7348,1229,627,7887,2676460,9,1,1,0,1,0,0,0,3,0,9,26733,0.284411770964104,0.0592937588695311,0.989942711648631,7.54853709351128e-06,0,0
"1430",7713,2607860,"Berrien Springs village, Michigan",1608,295,295,219,1052,125,3,27,114,2607860,1,1,0,0,0,0,0,0,0,0,1,374,0.355513307984791,0.183457711442786,1,0,0,NA
"1431",7715,2614780,"Charlevoix city, Michigan",2338,56,53,382,1740,93,82,0,117,2614780,3,2,0,0,0,0,0,0,1,0,3,557,0.320114942528736,0.0239520958083832,0.946428571428571,0,0,NA
"1432",7725,2707948,"Brooklyn Center city, Minnesota",30849,8948,8889,2969,19654,744,164,115,1591,2707948,2,1,1,1,1,1,0,0,0,0,2,3992,0.203113869950137,0.290058024571299,0.993406347787215,3.24159616195014e-05,3.24159616195014e-05,1
"1433",7735,2770420,"Willmar city, Minnesota",19712,2186,2078,1643,12299,483,189,60,633,2770420,13,2,0,0,0,0,0,0,10,0,13,2375,0.193105130498415,0.110896915584416,0.950594693504117,0,0,NA
"1434",7746,2815340,"Columbia city, Mississippi",5992,2917,2650,398,4056,159,47,41,103,2815340,5,5,0,0,0,0,0,0,0,0,5,645,0.159023668639053,0.486815754339119,0.908467603702434,0,0,NA
"1435",7749,150000,"Mobile city, Alabama",190432,98032,95309,24463,130510,9698,2768,1443,10976,150000,45,5,2,1,2,1,0,2,24,0,45,38372,0.294015784231093,0.514787430683919,0.972223355638975,1.05024365652831e-05,5.25121828264157e-06,0.5
"1436",7756,138272,"Jacksonville city, Alabama",12651,2985,2408,1095,7069,631,172,220,3023,138272,1,1,1,0,1,0,0,1,0,0,1,2118,0.299618050643655,0.235949727294285,0.806700167504188,7.90451347719548e-05,0,0
"1437",7763,177256,"Tuscaloosa city, Alabama",99390,43732,42253,11975,57007,5847,1437,1778,18338,177256,19,2,2,2,1,1,0,0,13,0,19,21037,0.369024856596558,0.440004024549754,0.966180371352785,1.00613743837408e-05,1.00613743837408e-05,1
"1438",7783,457380,"Prescott city, Arizona",42785,251,201,7305,34032,4010,798,921,4152,457380,29,4,1,0,1,0,0,1,20,0,29,13034,0.382992477668077,0.00586654201238752,0.800796812749004,2.33726773401893e-05,0,0
"1439",7786,1949215,"Maquoketa city, Iowa",6010,54,51,433,4070,137,32,14,195,1949215,1,1,1,0,1,0,0,0,0,0,1,616,0.151351351351351,0.00898502495840266,0.944444444444444,0.000166389351081531,0,0
"1440",7789,1901855,"Ames city, Iowa",66023,2103,1928,9903,29611,5013,490,3150,25303,1901855,28,6,0,0,0,0,0,0,18,0,28,18556,0.626659011853703,0.0318525362373718,0.916785544460295,0,0,NA
"1441",7800,2144686,"Leitchfield city, Kentucky",6807,253,236,297,4556,123,62,10,122,2144686,1,1,1,0,1,0,0,1,0,0,1,492,0.107989464442493,0.037167621566035,0.932806324110672,0.000146907595122668,0,0
"1442",7813,2167512,"Russellville city, Kentucky",7039,1345,1317,407,4892,232,46,25,106,2167512,2,2,0,0,0,0,0,0,0,0,2,710,0.145134914145544,0.191078278164512,0.979182156133829,0,0,NA
"1443",7814,2153418,"Morehead city, Kentucky",7653,247,37,435,3205,295,198,116,3096,2153418,9,1,0,0,0,0,0,0,8,0,9,1044,0.325741029641186,0.0322749248660656,0.149797570850202,0,0,NA
"1444",7875,1860822,"Plymouth city, Indiana",10054,168,81,633,6174,385,34,8,321,1860822,2,1,0,0,0,0,0,0,1,0,2,1060,0.171687722708131,0.0167097672568132,0.482142857142857,0,0,NA
"1445",7895,1875428,"Terre Haute city, Indiana",60673,6496,4681,5011,37120,2390,399,596,8395,1875428,41,10,3,0,3,0,0,3,21,0,41,8396,0.226185344827586,0.107065745883671,0.720597290640394,4.94453875694296e-05,0,0
"1446",7900,1840392,"Kokomo city, Indiana",58145,6110,5875,4868,40210,2059,304,172,2331,1840392,11,4,0,0,0,0,0,0,3,0,11,7403,0.184108430738622,0.105082122280506,0.961538461538462,0,0,NA
"1447",7905,1802674,"Auburn city, Indiana",13056,100,95,1263,8936,434,127,0,435,1802674,4,3,0,0,0,0,0,0,0,0,4,1824,0.204118173679499,0.0076593137254902,0.95,0,0,NA
"1448",7931,1722255,"East St. Louis city, Illinois",26543,25563,25550,1089,17839,987,66,25,681,1722255,7,1,0,0,0,0,0,0,3,0,7,2167,0.12147541902573,0.963078777832197,0.999491452489927,0,0,NA
"1449",7933,1714000,"Chicago city, Illinois",2709534,802460,784065,435959,1875020,211185,62358,30738,147374,1714000,594,131,29,22,28,22,3,14,269,2,594,740240,0.394790455568474,0.296161627792823,0.97707673902749,1.03338802908544e-05,8.11947737138563e-06,0.785714285714286
"1450",7935,1732746,"Hanover Park village, Illinois",37984,2990,2973,4575,23792,1353,409,87,2100,1732746,1,1,0,0,0,0,0,0,0,0,1,6424,0.270006724949563,0.0787173546756529,0.994314381270903,0,0,NA
"1451",7936,1757875,"Park Ridge city, Illinois",37457,315,225,9121,26250,4721,1403,497,1406,1757875,7,5,0,0,0,0,0,0,2,0,7,15742,0.599695238095238,0.00840964305737245,0.714285714285714,0,0,NA
"1452",7939,1776407,"Tuscola city, Illinois",4564,6,0,578,3176,171,40,0,147,1776407,3,3,0,0,0,0,0,0,0,0,3,789,0.248425692695214,0.00131463628396144,0,0,0,NA
"1453",7950,1718563,"Danville city, Illinois",31246,10222,8841,1966,20306,907,186,77,1236,1718563,8,1,2,1,2,1,0,2,4,0,8,3136,0.154437112183591,0.327145874671958,0.864899236939933,6.40081930487102e-05,3.20040965243551e-05,0.5
"1454",7955,1217100,"Delray Beach city, Florida",68217,19843,19612,12734,53239,5286,1563,813,3614,1217100,14,2,3,0,3,0,0,2,8,0,14,20396,0.383102612746295,0.290880572291364,0.988358615128761,4.3977307709222e-05,0,0
"1455",7967,1279225,"Zephyrhills city, Florida",15573,742,735,1070,11794,329,71,98,378,1279225,1,1,1,0,1,0,0,1,0,0,1,1568,0.132948957096829,0.0476465677775637,0.990566037735849,6.42137032042638e-05,0,0
"1456",7986,1314500,"Cedartown city, Georgia",9999,2073,2029,521,6160,190,112,39,335,1314500,1,1,0,0,0,0,0,0,0,0,1,862,0.139935064935065,0.207320732073207,0.978774722624216,0,0,NA
"1457",8007,1703844,"Barrington village, Illinois",10290,160,71,2655,7054,1646,455,74,474,1703844,7,2,0,0,0,0,0,0,5,0,7,4830,0.684717890558548,0.0155490767735666,0.44375,0,0,NA
"1458",8008,1746136,"Mahomet village, Illinois",8392,24,24,1599,5257,661,170,211,471,1746136,2,1,0,0,0,0,0,0,1,0,2,2641,0.502377782004946,0.00285986653956149,1,0,0,NA
"1459",8016,1772000,"Springfield city, Illinois",115888,23068,22223,17220,80093,7872,2647,938,5566,1772000,63,6,1,0,1,0,0,1,34,0,63,28677,0.358046271209719,0.199054259284827,0.963369169412173,8.62902112384371e-06,0,0
"1460",8020,1712567,"Charleston city, Illinois",20464,1655,982,2154,10914,1127,130,376,5543,1712567,9,2,0,0,0,0,0,0,7,0,9,3787,0.346985523181235,0.0808737294761532,0.593353474320242,0,0,NA
"1461",8039,1239875,"Leesburg city, Florida",22672,6067,5946,1546,15616,683,129,40,606,1239875,4,1,1,0,1,0,0,0,2,0,4,2398,0.153560450819672,0.267598800282286,0.980056040876875,4.41072688779111e-05,0,0
"1462",8045,1270600,"Tallahassee city, Florida",191279,66977,63087,27273,104182,14398,4067,4442,42560,1270600,161,34,5,3,4,2,2,2,81,1,161,50180,0.481657100074869,0.35015344078545,0.941920360720845,2.09118617307702e-05,1.04559308653851e-05,0.5
"1463",8056,1739727,"Kewanee city, Illinois",12547,757,664,843,8398,300,50,40,474,1739727,2,2,0,0,0,0,0,0,0,0,2,1233,0.146820671588473,0.0603331473659042,0.877146631439894,0,0,NA
"1464",8057,1701595,"Antioch village, Illinois",14246,499,499,2442,9371,866,144,73,499,1701595,1,1,0,0,0,0,0,0,0,0,1,3525,0.376160495144595,0.0350273761055735,1,0,0,NA
"1465",8058,1702154,"Arlington Heights village, Illinois",75482,1323,1271,20083,55743,9822,1609,787,2174,1702154,14,3,0,0,0,0,0,0,10,0,14,32301,0.579462892201711,0.0175273575156991,0.960695389266818,0,0,NA
"1466",8064,1715833,"Columbia city, Illinois",10752,0,0,2295,7525,916,215,227,240,1715833,1,1,0,0,0,0,0,0,0,0,1,3653,0.485448504983389,0,NA,0,0,NA
"1467",8066,1747423,"Mascoutah city, Illinois",8245,390,367,1026,5214,596,53,34,536,1747423,1,1,0,0,0,0,0,0,0,0,1,1709,0.32777138473341,0.047301394784718,0.941025641025641,0,0,NA
"1468",8085,1682810,"Twin Falls city, Idaho",48951,635,602,3883,31196,1722,494,296,2510,1682810,12,4,0,0,0,0,0,0,8,0,12,6395,0.204994230029491,0.0129721558292987,0.948031496062992,0,0,NA
"1469",8087,1616750,"Coeur d'Alene city, Idaho",50540,130,100,6407,34447,2098,648,245,2650,1616750,32,16,2,0,2,0,0,2,10,0,32,9398,0.272824919441461,0.00257222002374357,0.769230769230769,3.95726157499011e-05,0,0
"1470",8091,1634390,"Hailey city, Idaho",8408,0,0,948,5338,540,9,6,72,1634390,5,2,0,0,0,0,0,0,3,0,5,1503,0.281566129636568,0,NA,0,0,NA
"1471",8105,1622510,"Dover city, Idaho",655,0,0,153,472,34,11,9,26,1622510,1,1,0,0,0,0,0,0,0,0,1,207,0.438559322033898,0,NA,0,0,NA
"1472",8112,2671740,"Sault Ste. Marie city, Michigan",13591,303,253,1511,8534,456,140,116,1396,2671740,10,1,0,0,0,0,0,0,8,0,10,2223,0.260487461917038,0.0222941652564197,0.834983498349835,0,0,NA
"1473",8138,2624420,"East Tawas city, Michigan",2733,11,11,262,2211,199,10,0,67,2624420,3,2,0,0,0,0,0,0,1,0,3,471,0.213025780189959,0.00402488108305891,1,0,0,NA
"1474",8151,2829340,"Greenwood city, Mississippi",14040,10259,10044,1257,8637,440,144,55,681,2829340,3,1,0,0,0,0,0,0,0,0,3,1896,0.219520666898229,0.730698005698006,0.979042791695097,0,0,NA
"1475",8154,2815380,"Columbus city, Mississippi",24083,15216,14436,2036,16093,1004,344,243,1319,2815380,3,3,2,1,2,1,1,1,0,0,3,3627,0.225377493320077,0.631814973217622,0.948738170347003,8.30461321263962e-05,4.15230660631981e-05,0.5
"1476",8155,2856800,"Petal city, Mississippi",10584,1391,1375,1320,6506,494,133,71,475,2856800,4,3,1,1,1,1,0,1,1,0,4,2018,0.310175222871196,0.131424792139078,0.988497483824587,9.44822373393802e-05,9.44822373393802e-05,1
"1477",8156,2801260,"Amory city, Mississippi",6932,2166,2118,581,4853,421,20,0,234,2801260,2,1,0,0,0,0,0,0,1,0,2,1022,0.210591386771069,0.312463935372187,0.977839335180055,0,0,NA
"1478",8167,2876720,"Vicksburg city, Mississippi",22332,15094,14894,1947,14253,856,172,170,844,2876720,2,1,0,0,0,0,0,0,0,0,2,3145,0.220655300638462,0.675891097975999,0.986749701868292,0,0,NA
"1479",8168,2813820,"Clarksdale city, Mississippi",15734,12876,12692,1034,9592,512,120,47,820,2813820,1,1,1,1,1,1,0,1,0,0,1,1713,0.178586321934946,0.818355154442608,0.985709847778813,6.35566289564002e-05,6.35566289564002e-05,1
"1480",8177,2540710,"Methuen Town city, Massachusetts",50282,2158,2132,6065,34750,3157,327,231,2612,2540710,6,2,0,0,0,0,0,0,1,0,6,9780,0.281438848920863,0.0429179428025934,0.987951807228916,0,0,NA
"1481",8180,2563345,"Southbridge Town city, Massachusetts",16887,575,561,1315,11439,499,98,59,713,2563345,3,1,0,0,0,0,0,0,1,0,3,1971,0.172305271439811,0.0340498608396992,0.975652173913043,0,0,NA
"1482",8182,2571445,"Upton CDP, Massachusetts",2292,47,47,592,1806,246,30,47,45,2571445,1,1,0,0,0,0,0,0,0,0,1,915,0.506644518272425,0.0205061082024433,1,0,0,NA
"1483",8183,2573440,"Watertown Town city, Massachusetts",35401,577,553,8992,27845,6360,1473,1534,1275,2573440,4,1,0,0,0,0,0,0,2,0,4,18359,0.65932842521099,0.0162989746052371,0.95840554592721,0,0,NA
"1484",8204,449640,"Nogales city, Arizona",20201,284,234,1121,12353,342,206,0,676,449640,6,2,0,0,0,0,0,0,4,0,6,1669,0.135108880433903,0.0140587099648532,0.823943661971831,0,0,NA
"1485",8214,647374,"Midpines CDP, California",1427,133,133,183,1038,108,36,30,89,647374,1,1,0,0,0,0,0,0,0,0,1,357,0.34393063583815,0.0932025227750526,1,0,0,NA
"1486",8216,647822,"Minkler CDP, California",958,0,0,141,720,27,0,16,64,647822,11,3,0,0,0,0,0,0,4,0,11,184,0.255555555555556,0,NA,0,0,NA
"1487",8221,649582,"Mountain House CDP, California",17966,1767,1767,2706,9875,1682,217,63,809,649582,1,1,0,0,0,0,0,0,0,0,1,4668,0.472708860759494,0.0983524435043972,1,0,0,NA
"1488",8227,2167944,"St. Matthews city, Kentucky",18161,1408,1351,4253,13992,2086,697,409,577,2167944,1,1,0,0,0,0,0,0,0,0,1,7445,0.532089765580332,0.0775287704421563,0.959517045454545,0,0,NA
"1489",8245,2417900,"Clinton CDP, Maryland",39018,32095,31440,4757,27623,2735,163,341,2281,2417900,2,2,1,1,1,1,0,1,0,0,2,7996,0.289468920826847,0.822569070685325,0.979591836734694,2.56291967809729e-05,2.56291967809729e-05,1
"1490",8252,2429400,"Fort Meade CDP, Maryland",10873,2038,1904,1534,5529,723,42,56,1228,2429400,1,1,0,0,0,0,0,0,0,0,1,2355,0.425935973955507,0.187436769980686,0.934249263984298,0,0,NA
"1491",8254,2479350,"Union Bridge town, Maryland",872,19,19,78,604,21,2,4,27,2479350,2,1,0,0,0,0,0,0,0,0,2,105,0.173841059602649,0.0217889908256881,1,0,0,NA
"1492",8256,2462475,"Pocomoke City city, Maryland",4075,1915,1906,408,2647,158,32,12,149,2462475,1,1,0,0,0,0,0,0,0,0,1,610,0.230449565545901,0.469938650306748,0.995300261096606,0,0,NA
"1493",8283,2425050,"Edgewater CDP, Maryland",9112,383,363,1537,7021,668,91,95,386,2425050,4,1,0,0,0,0,0,0,3,0,4,2391,0.340549779233727,0.0420324846356453,0.947780678851175,0,0,NA
"1494",8293,2043950,"McPherson city, Kansas",13054,198,160,1729,8562,575,92,80,671,2043950,1,1,0,0,0,0,0,0,0,0,1,2476,0.289184769913572,0.015167764669833,0.808080808080808,0,0,NA
"1495",8303,2033625,"Hutchinson city, Kansas",40914,1726,1042,3797,27688,1464,432,171,2212,2033625,6,5,0,0,0,0,0,0,1,0,6,5864,0.211788500433401,0.0421860487852569,0.603707995365006,0,0,NA
"1496",8310,2073250,"Valley Center city, Kansas",7176,74,74,1114,4450,457,154,19,232,2073250,1,1,0,0,0,0,0,0,0,0,1,1744,0.391910112359551,0.0103121516164994,1,0,0,NA
"1497",8312,2039825,"Liberal city, Kansas",19731,1039,934,763,11504,265,84,29,767,2039825,1,1,0,0,0,0,0,0,0,0,1,1141,0.099182892906815,0.0526582535097055,0.898941289701636,0,0,NA
"1498",8319,2054675,"Parsons city, Kansas",9736,892,868,760,6586,292,131,72,265,2054675,1,1,0,0,0,0,0,0,0,0,1,1255,0.190555724263589,0.0916187345932621,0.973094170403587,0,0,NA
"1499",8329,1933195,"Grundy Center city, Iowa",2675,49,49,375,1948,79,28,9,35,1933195,1,1,0,0,0,0,0,0,0,0,1,491,0.252053388090349,0.0183177570093458,1,0,0,NA
"1500",8352,1751622,"Naperville city, Illinois",147501,7408,7228,37007,97578,22499,3750,3326,7929,1751622,30,6,0,0,0,0,0,0,21,0,30,66582,0.682346430547869,0.0502233883160114,0.975701943844492,0,0,NA
"1501",8356,1735307,"Hinsdale village, Illinois",17710,258,196,4200,11243,2890,1502,489,501,1735307,5,2,0,0,0,0,0,0,2,0,5,9081,0.807702570488304,0.0145680406549972,0.75968992248062,0,0,NA
"1502",8376,1782075,"Wilmette village, Illinois",27247,228,206,6202,18312,5553,2256,1230,652,1782075,6,1,0,0,0,0,0,0,5,0,6,15241,0.832295762341634,0.00836789371306933,0.903508771929825,0,0,NA
"1503",8377,1757225,"Palatine village, Illinois",68407,1910,1874,14998,48095,7287,1055,716,2787,1757225,10,3,1,0,1,0,0,1,4,0,10,24056,0.500176733548186,0.0279211191837093,0.981151832460733,1.46183870071776e-05,0,0
"1504",8378,1765819,"Rosemont village, Illinois",4255,106,106,439,2937,219,34,12,250,1765819,3,1,0,0,0,0,0,0,0,0,3,704,0.239700374531835,0.0249118683901293,1,0,0,NA
"1505",8384,1302116,"Americus city, Georgia",15503,10386,9821,880,8889,425,174,138,2145,1302116,1,1,0,0,0,0,0,0,0,0,1,1617,0.181910226122173,0.6699348513191,0.945599845946466,0,0,NA
"1506",8388,1324768,"Dunwoody city, Georgia",49371,5974,5867,13489,34103,8623,1631,896,1632,1324768,7,1,0,0,0,0,0,0,4,0,7,24639,0.722487757675278,0.121002207773794,0.982089052561098,0,0,NA
"1507",8394,1366668,"Rome city, Georgia",36332,9362,8912,3323,24058,1759,735,409,1467,1366668,14,7,1,0,1,0,0,1,1,0,14,6226,0.258791254468368,0.257679180887372,0.951933347575304,2.75239458328746e-05,0,0
"1508",8396,1338964,"Hinesville city, Georgia",32996,15239,15105,2534,19834,1036,166,129,2514,1338964,1,1,0,0,0,0,0,0,0,0,1,3865,0.194867399415146,0.461843859861801,0.991206772097907,0,0,NA
"1509",8398,1378800,"Valdosta city, Georgia",56095,29649,28610,4862,32154,2333,604,476,6327,1378800,20,6,0,0,0,0,0,0,10,0,20,8275,0.257355227965416,0.528549781620465,0.964956659583797,0,0,NA
"1510",8408,1762367,"Quincy city, Illinois",40280,2585,2375,4308,28014,1880,321,174,1512,1762367,7,3,1,0,1,0,0,0,3,0,7,6683,0.23855929178268,0.064175769612711,0.918762088974855,2.48262164846077e-05,0,0
"1511",8420,1251075,"Ocoee city, Florida",46305,9214,9144,7266,30203,2813,293,170,2002,1251075,1,1,1,1,1,1,0,0,0,0,1,10542,0.349038175015727,0.198984990821726,0.992402865205123,2.15959399632869e-05,2.15959399632869e-05,1
"1512",8428,1276500,"West Melbourne city, Florida",22225,1129,1097,2895,15328,1794,267,183,1267,1276500,2,2,1,0,1,0,0,0,0,0,2,5139,0.33526878914405,0.0507986501687289,0.971656333038087,4.49943757030371e-05,0,0
"1513",8429,1213150,"Cocoa city, Florida",18285,5075,5075,1510,12363,586,106,36,810,1213150,6,2,1,1,1,1,1,1,3,1,6,2238,0.181024023295317,0.277549904293136,1,5.46896363139185e-05,5.46896363139185e-05,1
"1514",8430,1243975,"Melbourne city, Florida",81468,7642,7359,10405,58750,4830,586,943,5417,1243975,29,1,1,0,1,0,1,0,20,0,29,16764,0.285344680851064,0.0938037020670693,0.96296780947396,1.22747581872637e-05,0,0
"1515",8435,1236950,"Kissimmee city, Florida",71185,8059,7897,6367,47340,1748,325,270,3322,1236950,16,2,0,0,0,0,0,0,10,0,16,8710,0.183988170680186,0.113212053101075,0.979898250403276,0,0,NA
"1516",8460,1345488,"Lawrenceville city, Georgia",29719,11187,11123,2792,19127,1177,277,169,1509,1345488,12,1,1,1,1,1,1,1,9,1,12,4415,0.230825534584619,0.376425855513308,0.994279073925092,3.3648507688684e-05,3.3648507688684e-05,1
"1517",8462,1351492,"Milledgeville city, Georgia",18738,8531,7342,995,9526,725,111,151,4916,1351492,2,2,0,0,0,0,0,0,0,0,2,1982,0.208062145706488,0.45527804461522,0.860625952408862,0,0,NA
"1518",8466,811810,"Cañon City city, Colorado",16532,173,106,1595,11729,994,129,53,334,811810,5,1,0,0,0,0,0,0,4,0,5,2771,0.236252024895558,0.0104645535930317,0.61271676300578,0,0,NA
"1519",8473,827425,"Fort Collins city, Colorado",165609,2577,2276,31371,97230,16314,2341,3899,27218,827425,57,7,3,0,3,0,0,2,36,0,57,53925,0.554612773835236,0.0155607485100447,0.883197516492045,1.81149575204246e-05,0,0
"1520",8474,876795,"Telluride town, Colorado",1965,0,0,793,1450,169,82,44,13,876795,8,2,0,0,0,0,0,0,6,0,8,1088,0.750344827586207,0,NA,0,0,NA
"1521",8476,846355,"Louisville city, Colorado",20860,150,148,5280,14563,3337,740,790,621,846355,4,1,0,0,0,0,0,0,3,0,4,10147,0.696765776282359,0.00719079578139981,0.986666666666667,0,0,NA
"1522",8478,818310,"Crested Butte town, Colorado",1339,0,0,417,998,188,24,4,37,818310,9,3,0,0,0,0,0,0,5,0,9,633,0.634268537074148,0,NA,0,0,NA
"1523",8479,825115,"Estes Park town, Colorado",6377,0,0,1468,5473,874,135,190,249,825115,10,5,0,0,0,0,0,0,2,0,10,2667,0.487301297277544,0,NA,0,0,NA
"1524",8480,846465,"Loveland city, Colorado",76972,405,386,12701,54406,5722,866,700,2821,846465,12,3,2,0,2,0,0,2,4,0,12,19989,0.367404330404735,0.00526165358831783,0.953086419753086,2.59834745102115e-05,0,0
"1525",8496,1248875,"Nokomis CDP, Florida",3355,36,36,329,2580,122,38,29,93,1248875,3,1,0,0,0,0,0,0,1,0,3,518,0.20077519379845,0.0107302533532042,1,0,0,NA
"1526",8498,2635480,"Grosse Pointe city, Michigan",5206,179,179,1267,3565,844,338,90,273,2635480,8,2,0,0,0,0,0,0,6,0,8,2539,0.712201963534362,0.0343834037648867,1,0,0,NA
"1527",8502,2671860,"Schoolcraft village, Michigan",1332,0,0,177,903,38,5,0,55,2671860,1,1,0,0,0,0,0,0,0,0,1,220,0.243632336655592,0,NA,0,0,NA
"1528",8509,2623980,"East Grand Rapids city, Michigan",11759,128,128,3140,7555,1746,862,264,459,2623980,2,1,0,0,0,0,0,0,1,0,2,6012,0.795764394440768,0.0108852793604898,1,0,0,NA
"1529",8511,2613220,"Carleton village, Michigan",2432,12,12,121,1580,57,29,0,94,2613220,2,1,0,0,0,0,0,0,1,0,2,207,0.131012658227848,0.00493421052631579,1,0,0,NA
"1530",8517,2650280,"Mackinac Island city, Michigan",1072,181,181,111,853,182,7,5,50,2650280,2,1,0,0,0,0,0,0,0,0,2,305,0.357561547479484,0.16884328358209,1,0,0,NA
"1531",8524,2606020,"Bay City city, Michigan",33167,1077,1000,2625,22309,690,158,133,1473,2606020,11,3,0,0,0,0,0,0,7,0,11,3606,0.16163880048411,0.0324720354569301,0.928505106778087,0,0,NA
