"","X","GEOID","NAME","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","PLACEFIPS","ProtestTotal","PostGFProtestCount","VictimsCount","BlackVictimCount","VictimCountPreGF","BlackVictimCountPreGF","VictimsPreGF2020","VictimHighThreat","AntiTrumpProtestPreGFCount","VictimsPreGF2020Blk","ProtestTotalPreGF","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate","PoliceDeathsRate","BlackVictimsRate","VictimRaceRatio"
"1",4,2708452,"Buffalo city, Minnesota",16210,105,63,2518,10427,456,117,130,556,2708452,2,2,0,0,0,0,0,0,0,0,2,3221,0.308909561714779,0.00647748303516348,0.6,0,0,NA
"2",13,2706382,"Blaine city, Minnesota",64114,3785,3765,10340,42574,3501,532,470,2517,2706382,4,2,0,0,0,0,0,0,2,0,4,14843,0.348640015032649,0.0590354680724959,0.994715984147952,0,0,NA
"3",18,2769700,"West St. Paul city, Minnesota",19779,1002,990,2922,13988,1013,326,122,856,2769700,2,1,0,0,0,0,0,0,1,0,2,4383,0.313340005719188,0.0506597906870924,0.988023952095808,0,0,NA
"4",25,2715832,"Detroit Lakes city, Minnesota",9197,89,78,1286,6304,350,173,95,351,2715832,6,1,0,0,0,0,0,0,5,0,6,1904,0.302030456852792,0.00967706860932913,0.876404494382023,0,0,NA
"5",29,2624120,"East Lansing city, Michigan",48729,3307,2055,4795,14774,3314,861,1663,28246,2624120,39,8,0,0,0,0,0,0,18,0,39,10633,0.719710301881684,0.0678651316464528,0.621409132143937,0,0,NA
"6",30,2656320,"Muskegon city, Michigan",37633,12035,9883,2281,25098,798,145,32,2419,2656320,16,6,0,0,0,0,0,0,6,0,16,3256,0.129731452705395,0.319799112481067,0.821188201080183,0,0,NA
"7",31,2641680,"Jenison CDP, Michigan",17431,185,185,2460,11757,646,92,142,606,2641680,3,1,0,0,0,0,0,0,2,0,3,3340,0.284086076380029,0.0106132751993575,1,0,0,NA
"8",33,2669420,"Romulus city, Michigan",23527,9570,9516,1833,15062,655,35,74,1225,2669420,5,1,0,0,0,0,0,0,2,0,5,2597,0.172420661266764,0.406766693586093,0.99435736677116,0,0,NA
"9",34,2649640,"Ludington city, Michigan",8069,95,68,819,5712,430,74,49,239,2649640,9,1,0,0,0,0,0,0,5,0,9,1372,0.240196078431373,0.0117734539595985,0.71578947368421,0,0,NA
"10",35,2684000,"Warren city, Michigan",134797,26064,25772,12203,94552,4126,765,413,6648,2684000,13,2,1,1,1,1,0,1,10,0,13,17507,0.185157373720281,0.193357418933656,0.988796807857581,7.41856272765714e-06,7.41856272765714e-06,1
"11",36,2601180,"Algonac city, Michigan",4028,11,3,338,2906,92,12,0,202,2601180,2,2,0,0,0,0,0,0,0,0,2,442,0.152099105299381,0.00273088381330685,0.272727272727273,0,0,NA
"12",41,2636700,"Harper Woods city, Michigan",13895,8315,8117,1197,9218,716,115,73,601,2636700,1,1,0,0,0,0,0,0,0,0,1,2101,0.227923627684964,0.598416696653473,0.976187612748046,0,0,NA
"13",42,2674900,"Southfield city, Michigan",73174,50802,50415,11099,53287,7233,1275,506,4735,2674900,10,4,0,0,0,0,0,0,5,0,10,20113,0.37744665678308,0.694262989586465,0.992382189677572,0,0,NA
"14",43,2632320,"Gladwin city, Michigan",2884,38,0,159,1932,124,0,0,77,2632320,1,1,0,0,0,0,0,0,0,0,1,283,0.14648033126294,0.0131761442441054,0,0,0,NA
"15",54,2653020,"Menominee city, Michigan",8150,44,40,664,6022,257,46,16,136,2653020,2,1,0,0,0,0,0,0,0,0,2,983,0.163234805712388,0.00539877300613497,0.909090909090909,0,0,NA
"16",64,2663820,"Petoskey city, Michigan",5724,48,28,892,4142,539,149,34,224,2663820,11,6,0,0,0,0,0,0,5,0,11,1614,0.389666827619507,0.00838574423480084,0.583333333333333,0,0,NA
"17",65,2607520,"Benton Harbor city, Michigan",9843,8339,8294,329,6077,137,10,18,338,2607520,4,1,0,0,0,0,0,0,0,0,4,494,0.081290110251769,0.847201056588438,0.994603669504737,0,0,NA
"18",66,2669080,"Rockford city, Michigan",6254,109,109,1145,4128,541,63,6,205,2669080,2,1,1,0,1,0,0,1,1,0,2,1755,0.425145348837209,0.0174288455388551,1,0.000159897665494084,0,0
"19",69,2612320,"Cadillac city, Michigan",10419,187,179,866,7362,278,69,37,357,2612320,6,1,0,0,0,0,0,0,2,0,6,1250,0.169790817712578,0.0179479796525578,0.957219251336898,0,0,NA
"20",76,2767612,"Waite Park city, Minnesota",7692,1557,1557,580,4669,104,34,58,503,2767612,1,1,0,0,0,0,0,0,0,0,1,776,0.166202612979225,0.202418096723869,1,0,0,NA
"21",77,2744980,"Nashwauk city, Minnesota",1151,20,19,75,769,30,0,0,82,2744980,1,1,0,0,0,0,0,0,0,0,1,105,0.136540962288687,0.0173761946133797,0.95,0,0,NA
"22",78,2706616,"Bloomington city, Minnesota",85332,8188,8091,17766,62175,6411,1155,747,3665,2706616,5,3,0,0,0,0,0,0,1,0,5,26079,0.419445114595899,0.0959546242910045,0.988153395212506,0,0,NA
"23",79,2740688,"Marshall city, Minnesota",13651,844,778,1636,8120,378,129,229,1555,2740688,4,1,0,0,0,0,0,0,3,0,4,2372,0.292118226600985,0.0618269723829756,0.921800947867299,0,0,NA
"24",81,2710972,"Chaska city, Minnesota",26371,895,871,5343,16882,1887,277,279,1036,2710972,3,1,0,0,0,0,0,0,2,0,3,7786,0.461201279469257,0.033938796405142,0.9731843575419,0,0,NA
"25",99,2743864,"Moorhead city, Minnesota",42939,2218,1893,6714,24922,2082,268,344,6721,2743864,7,1,0,0,0,0,0,0,4,0,7,9408,0.377497793114517,0.0516546729080789,0.853471596032462,0,0,NA
"26",101,2717288,"Eagan city, Minnesota",66379,6625,6608,15423,45645,5743,1727,746,3322,2717288,2,1,1,1,1,1,0,0,0,0,2,23639,0.517888049074378,0.0998056614290664,0.997433962264151,1.5065005498727e-05,1.5065005498727e-05,1
"27",109,2668880,"Riverview city, Michigan",12137,437,332,1286,8913,367,42,63,499,2668880,8,2,0,0,0,0,0,0,4,0,8,1758,0.19723998653652,0.03600560270248,0.759725400457666,0,0,NA
"28",110,2679000,"Taylor city, Michigan",61379,11743,11525,3761,42304,871,219,63,2506,2679000,8,3,0,0,0,0,0,0,4,0,8,4914,0.116159228441755,0.191319506671663,0.981435748956825,0,0,NA
"29",114,2676960,"Sturgis city, Michigan",10905,96,86,453,6876,143,22,41,334,2676960,2,2,0,0,0,0,0,0,0,0,2,659,0.0958406050029087,0.00880330123796424,0.895833333333333,0,0,NA
"30",115,2638640,"Holland city, Michigan",33402,1498,1295,3959,20154,2016,163,438,4532,2638640,27,4,0,0,0,0,0,0,20,0,27,6576,0.32628758559095,0.0448476139153344,0.864485981308411,0,0,NA
"31",124,2686000,"Westland city, Michigan",81938,14229,14033,8693,58510,3796,229,209,3556,2686000,7,1,1,0,1,0,0,1,4,0,7,12927,0.220936592035549,0.173655690888233,0.986225314498559,1.22043496302082e-05,0,0
"32",130,2627880,"Ferndale city, Michigan",20137,1259,1259,5056,16324,2099,500,225,942,2627880,11,2,0,0,0,0,0,0,6,0,11,7880,0.482724822347464,0.0625217261756965,1,0,0,NA
"33",132,2647800,"Lincoln Park city, Michigan",36697,3189,3095,1626,24313,537,85,34,1508,2647800,7,1,0,0,0,0,0,0,5,0,7,2282,0.0938592522518817,0.0869008365806469,0.970523675133271,0,0,NA
"34",134,2610620,"Brighton city, Michigan",7649,87,79,1364,5798,668,99,29,381,2610620,13,2,1,0,1,0,0,1,10,0,13,2160,0.372542255950328,0.011374035821676,0.908045977011494,0.000130736043927311,0,0
"35",146,2669400,"Romeo village, Michigan",3836,267,267,563,2899,271,56,5,23,2669400,4,2,0,0,0,0,0,0,2,0,4,895,0.30872714729217,0.0696037539103233,1,0,0,NA
"36",152,2641060,"Ironwood city, Michigan",4955,151,151,467,3882,196,56,13,174,2641060,2,2,0,0,0,0,0,0,0,0,2,732,0.188562596599691,0.0304742684157417,1,0,0,NA
"37",166,2700928,"Alexandria city, Minnesota",13554,95,74,1674,9328,417,126,87,899,2700928,5,1,0,0,0,0,0,0,4,0,5,2304,0.246998284734134,0.00700900103290542,0.778947368421053,0,0,NA
"38",175,2755852,"Roseville city, Minnesota",36026,3038,2966,7627,25470,3673,897,911,2399,2755852,4,2,0,0,0,0,0,0,1,0,4,13108,0.514644680015705,0.0843279853439183,0.976300197498354,0,0,NA
"39",178,2751136,"Pine Island city, Minnesota",3600,65,53,648,2296,209,0,5,115,2751136,1,1,0,0,0,0,0,0,0,0,1,862,0.375435540069686,0.0180555555555556,0.815384615384615,0,0,NA
"40",189,174592,"Talladega city, Alabama",15522,7567,6356,875,10450,529,88,19,1496,174592,3,2,3,2,3,2,0,1,0,0,3,1511,0.144593301435407,0.487501610617188,0.839962997224792,0.000193274062620796,0.000128849375080531,0.666666666666667
"41",191,120104,"Decatur city, Alabama",54478,12293,11994,6345,37358,2151,539,207,1867,120104,5,1,0,0,0,0,0,0,3,0,5,9242,0.247390117243964,0.225650721392122,0.975677214675018,0,0,NA
"42",200,121184,"Dothan city, Alabama",67894,22797,22516,7457,46917,3123,975,400,2875,121184,10,2,0,0,0,0,0,0,6,0,10,11955,0.254811688726901,0.335773411494388,0.987673816730272,0,0,NA
"43",203,138416,"Jasper city, Alabama",13649,1992,1843,1100,9140,448,122,67,699,138416,4,1,0,0,0,0,0,0,2,0,4,1737,0.190043763676149,0.145944757857719,0.925200803212851,0,0,NA
"44",205,203000,"Anchorage municipality, Alaska",293531,16341,15669,42593,191870,18242,5893,2554,17170,203000,104,14,7,2,7,2,1,5,64,0,104,69282,0.361088236827018,0.0556704402601429,0.958876445749954,2.38475663558534e-05,6.81359038738668e-06,0.285714285714286
"45",224,623168,"Fairfax town, California",7578,34,27,2035,5828,1017,213,231,289,623168,7,4,0,0,0,0,0,0,3,0,7,3496,0.599862731640357,0.00448667194510425,0.794117647058823,0,0,NA
"46",239,620956,"East Palo Alto city, California",29593,3447,3439,2187,18066,996,254,285,1524,620956,10,8,0,0,0,0,0,0,1,0,10,3722,0.206022362448799,0.116480248707465,0.997679141282274,0,0,NA
"47",240,660102,"Redwood City city, California",85784,1443,1344,15571,60788,8986,2877,3070,4184,660102,24,6,4,0,4,0,0,3,14,0,24,30504,0.501809567677831,0.0168213186608225,0.931392931392931,4.6628741956542e-05,0,0
"48",241,665028,"San Bruno city, California",43083,426,414,9237,31738,3142,1026,519,3046,665028,1,1,0,0,0,0,0,0,0,0,1,13924,0.438716995399836,0.00988789081540283,0.971830985915493,0,0,NA
"49",242,639122,"Lafayette city, California",26305,148,124,6990,18265,3428,1807,861,976,639122,17,13,0,0,0,0,0,0,3,0,17,13086,0.716452231042978,0.00562630678578217,0.837837837837838,0,0,NA
"50",243,622454,"El Sobrante CDP (Contra Costa County), California",13818,1571,1571,2331,9948,702,245,179,1212,622454,2,1,0,0,0,0,0,0,0,0,2,3457,0.347507036590269,0.113692285424808,1,0,0,NA
"51",252,628154,"Garberville CDP, California",913,0,0,118,612,0,0,0,23,628154,2,1,0,0,0,0,0,0,1,0,2,118,0.19281045751634,0,NA,0,0,NA
"52",255,678666,"Tiburon town, California",9144,92,92,2991,6937,1488,540,265,154,678666,4,2,0,0,0,0,0,0,0,0,4,5284,0.761712555859882,0.0100612423447069,1,0,0,NA
"53",261,670280,"Saratoga city, California",30697,140,132,7768,23020,6817,1487,1774,1119,670280,6,1,0,0,0,0,0,0,5,0,6,17846,0.775238922675934,0.00456070625794052,0.942857142857143,0,0,NA
"54",262,677000,"Sunnyvale city, California",152770,2446,2413,34204,111539,29044,2663,6671,5544,677000,52,4,1,0,1,0,0,1,5,0,52,72582,0.650732030948816,0.0160109969234797,0.986508585445625,6.54578778555999e-06,0,0
"55",270,666000,"San Diego city, California",1409573,90095,86394,262063,970333,118071,36321,29290,121244,666000,435,96,16,3,13,2,2,8,202,0,435,445745,0.459373225480325,0.0639165193998466,0.958921138797936,9.2226511149121e-06,1.41886940229417e-06,0.153846153846154
"56",272,664224,"Salinas city, California",156143,2354,2235,8650,91753,2589,671,339,8798,664224,34,9,2,0,2,0,0,0,13,0,34,12249,0.133499722079932,0.0150759239927502,0.949447748513169,1.28087714466867e-05,0,0
"57",273,623182,"Fairfield city, California",115282,17531,16878,15250,75730,4697,1015,433,6307,623182,22,15,0,0,0,0,0,0,5,0,22,21395,0.282516836128351,0.152070574764491,0.962751696993897,0,0,NA
"58",275,280660,"Unalakleet city, Alaska",707,0,0,29,456,103,2,1,8,280660,2,1,0,0,0,0,0,0,1,0,2,135,0.296052631578947,0,NA,0,0,NA
"59",280,274830,"Talkeetna CDP, Alaska",1237,11,11,164,789,27,0,0,22,274830,2,1,0,0,0,0,0,0,1,0,2,191,0.242078580481622,0.00889248181083266,1,0,0,NA
"60",281,231050,"Haines CDP, Alaska",1863,0,0,232,1356,144,84,6,4,231050,5,1,0,0,0,0,0,0,4,0,5,466,0.343657817109145,0,NA,0,0,NA
"61",292,683794,"Weaverville CDP, California",3158,11,0,330,2346,128,31,9,87,683794,3,1,0,0,0,0,0,0,2,0,3,498,0.21227621483376,0.00348321722609246,0,0,0,NA
"62",293,618996,"Desert Hot Springs city, California",28585,2845,2845,1534,18904,431,210,162,1617,618996,2,1,1,0,1,0,0,1,1,0,2,2337,0.123624629707998,0.0995277243309428,1,3.49833828931258e-05,0,0
"63",296,681204,"Union City city, California",74722,3693,3678,14025,54530,6079,932,971,4245,681204,4,3,0,0,0,0,0,0,1,0,4,22007,0.403576013203741,0.049423195310618,0.995938261575955,0,0,NA
"64",301,619155,"Diablo Grande CDP, California",889,97,97,117,687,56,9,0,21,619155,2,1,0,0,0,0,0,0,0,0,2,182,0.264919941775837,0.109111361079865,1,0,0,NA
"65",310,608786,"Buena Park city, California",82489,2376,2369,12752,56074,3149,700,509,5960,608786,2,1,0,0,0,0,0,0,1,0,2,17110,0.305132503477548,0.0288038405120683,0.997053872053872,0,0,NA
"66",311,668084,"San Leandro city, California",90025,9238,9146,14138,66082,4999,1014,808,4992,668084,13,6,2,1,2,1,1,0,6,1,13,20959,0.317166550649193,0.102615940016662,0.990041134444685,2.22160510969175e-05,1.11080255484588e-05,0.5
"67",314,600884,"Alhambra city, California",84647,1894,1794,14953,63207,5264,1371,821,5233,600884,6,3,2,0,2,0,1,1,2,0,6,22409,0.35453351685731,0.0223752761468215,0.947201689545935,2.36275355299066e-05,0,0
"68",319,603820,"Banning city, California",31072,2551,2424,1993,21354,896,229,147,1287,603820,2,2,1,0,1,0,0,0,0,0,2,3265,0.152898754331741,0.0820996395468589,0.950215601724814,3.2183316168898e-05,0,0
"69",323,621782,"El Centro city, California",44003,950,925,3040,26632,1240,287,178,2649,621782,6,2,1,0,1,0,0,0,2,0,6,4745,0.178169119855813,0.0215894370838352,0.973684210526316,2.27257232461423e-05,0,0
"70",329,680588,"Truckee town, California",16474,101,101,4129,11491,1134,339,364,763,680588,15,2,0,0,0,0,0,0,13,0,15,5966,0.519188930467322,0.00613087289061552,1,0,0,NA
"71",331,636448,"Indio city, California",89469,3016,2920,6790,62153,2512,931,436,3694,636448,6,1,1,0,1,0,0,0,3,0,6,10669,0.171657039885444,0.0337100001117706,0.96816976127321,1.1177055739977e-05,0,0
"72",334,609710,"Calexico city, California",39946,125,124,3276,24093,845,163,0,3264,609710,5,1,1,0,0,0,0,0,3,0,5,4284,0.177810982443033,0.00312922445301157,0.992,0,0,NA
"73",339,618394,"Delano city, California",52886,2127,342,1994,31997,362,48,44,3087,618394,4,1,2,0,2,0,0,0,2,0,4,2448,0.0765071725474263,0.0402185833679991,0.160789844851904,3.78171916953447e-05,0,0
"74",342,668154,"San Luis Obispo city, California",47302,998,970,7353,24974,3502,781,850,14279,668154,120,23,0,0,0,0,0,0,36,0,120,12486,0.499959958356691,0.0210984736374783,0.971943887775551,0,0,NA
"75",343,644112,"Los Gatos town, California",30729,284,276,8532,22572,5090,1080,1060,1079,644112,14,8,1,0,1,0,0,0,6,0,14,15762,0.698298777246146,0.00924208402486251,0.971830985915493,3.25425493833187e-05,0,0
"76",345,673906,"Stanford CDP, California",16326,618,119,2052,5778,1696,494,1164,7455,673906,9,5,0,0,0,0,0,0,2,0,9,5406,0.935617860851506,0.037853730246233,0.192556634304207,0,0,NA
"77",352,655282,"Palo Alto city, California",66573,1180,1134,13778,47281,14777,3777,6834,2223,655282,271,31,0,0,0,0,0,0,44,0,271,39166,0.828366574311034,0.0177249034894026,0.961016949152542,0,0,NA
"78",355,429710,"Green Valley CDP, Arizona",20902,51,51,4856,20511,2612,707,467,195,429710,5,2,0,0,0,0,0,0,3,0,5,8642,0.421334893471796,0.00243995789876567,1,0,0,NA
"79",356,477000,"Tucson city, Arizona",541482,28136,25385,56860,343573,26894,4724,5619,51951,477000,527,56,17,2,16,2,2,8,90,0,527,94097,0.273877749415699,0.0519610993532564,0.902224907591697,2.95485353160401e-05,3.69356691450501e-06,0.125
"80",359,410530,"Casa Grande city, Arizona",55653,1922,1922,3745,36171,1542,319,295,2823,410530,8,2,1,1,1,1,0,1,2,0,8,5901,0.163141743385585,0.0345354248647872,1,1.79684832803263e-05,1.79684832803263e-05,1
"81",371,618100,"Davis city, California",68543,1492,1434,11073,35034,6887,3214,4698,20962,618100,31,3,1,0,1,0,0,1,21,0,31,25872,0.738482616886453,0.0217673577170535,0.96112600536193,1.45893818478911e-05,0,0
"82",394,660620,"Richmond city, California",109884,22150,21919,13809,75470,5180,1200,1116,6929,660620,27,9,4,0,4,0,2,3,15,0,27,21305,0.282297601696038,0.201576207637145,0.989571106094808,3.64020239525318e-05,0,0
"83",398,614190,"Cloverdale city, California",8754,69,69,1171,6124,425,98,29,475,614190,3,1,1,0,1,0,0,0,2,0,3,1723,0.281352057478772,0.00788211103495545,1,0.000114233493260224,0,0
"84",399,611964,"Castro Valley CDP, California",63013,5155,4795,13186,45863,5306,1168,918,3131,611964,12,5,1,0,1,0,1,1,6,0,12,20578,0.448684124457624,0.0818085157031089,0.930164888457808,1.58697411645216e-05,0,0
"85",401,614218,"Clovis city, California",109160,3164,3087,14682,69408,5164,1956,850,7501,614218,13,2,1,0,0,0,0,0,8,0,13,22652,0.326360073766713,0.0289849761817516,0.975663716814159,0,0,NA
"86",403,662546,"Rohnert Park city, California",42902,1089,1053,5886,28808,1902,408,251,4348,662546,6,2,1,0,1,0,0,1,4,0,6,8447,0.293217161899472,0.0253834320078318,0.966942148760331,2.33089366463102e-05,0,0
"87",404,613014,"Chico city, California",94529,1978,1900,13362,54955,4564,1628,991,17672,613014,41,6,2,1,2,1,0,1,25,0,41,20545,0.373851332908744,0.0209247955653821,0.96056622851365,2.11575283775349e-05,1.05787641887675e-05,0.5
"88",425,159472,"Phenix City city, Alabama",36516,16026,15651,3127,23578,1746,170,158,1841,159472,1,1,1,1,1,1,0,0,0,0,1,5201,0.220586987870048,0.438876109102859,0.976600524148259,2.7385255778289e-05,2.7385255778289e-05,1
"89",439,564370,"Siloam Springs city, Arkansas",16715,185,137,1411,9219,545,111,66,1782,564370,2,1,0,0,0,0,0,0,1,0,2,2133,0.231369996745851,0.0110679030810649,0.74054054054054,0,0,NA
"90",455,642524,"Lompoc city, California",43232,1992,1652,2393,26837,703,138,148,2906,642524,14,4,1,0,1,0,0,1,6,0,14,3382,0.126020046950106,0.0460769800148038,0.829317269076305,2.31310140636565e-05,0,0
"91",456,672576,"Solvang city, California",5804,68,68,1143,4363,365,98,62,247,672576,8,4,0,0,0,0,0,0,3,0,8,1668,0.382305752922301,0.0117160578911096,1,0,0,NA
"92",460,639045,"La Crescenta-Montrose CDP, California",19689,58,58,4441,13859,1766,457,455,1028,639045,3,1,0,0,0,0,0,0,2,0,3,7119,0.513673425211054,0.00294580730357052,1,0,0,NA
"93",462,639892,"Lakewood city, California",80292,7274,7239,12055,55775,4259,544,339,6381,639892,5,3,0,0,0,0,0,0,2,0,5,17197,0.308328103989242,0.0905943306929707,0.995188342040143,0,0,NA
"94",463,645246,"Malibu city, California",12620,133,131,3734,9853,1478,775,519,443,645246,8,2,0,0,0,0,0,0,6,0,8,6506,0.660306505632802,0.0105388272583201,0.984962406015038,0,0,NA
"95",464,659514,"Rancho Palos Verdes city, California",42030,785,770,11171,30979,6024,2375,1359,1840,659514,6,2,0,0,0,0,0,0,4,0,6,20929,0.675586687756222,0.0186771353794908,0.980891719745223,0,0,NA
"96",470,633434,"Hesperia city, California",94203,3776,3746,4096,55306,1790,233,70,4971,633434,4,1,3,0,3,0,0,2,3,0,4,6189,0.11190467580371,0.0400836491406855,0.992055084745763,3.18461195503328e-05,0,0
"97",472,687042,"Yucaipa city, California",53416,931,872,5128,35131,2748,438,265,3510,687042,17,11,0,0,0,0,0,0,3,0,17,8579,0.244200278955908,0.0174292346862363,0.936627282491944,0,0,NA
"98",475,608310,"Brisbane city, California",4697,131,131,1064,3667,484,190,272,132,608310,1,1,0,0,0,0,0,0,0,0,1,2010,0.548131988001091,0.027890142644241,1,0,0,NA
"99",476,646870,"Menlo Park city, California",34138,1543,1520,6689,23168,5558,1951,1933,1151,646870,13,4,0,0,0,0,0,0,6,0,13,16131,0.696262085635359,0.0451988985880837,0.985093972780298,0,0,NA
"100",480,658240,"Porterville city, California",59697,374,337,2612,34445,836,376,152,3709,658240,8,2,1,0,1,0,0,1,5,0,8,3976,0.115430396283931,0.00626497143910079,0.901069518716578,1.67512605323551e-05,0,0
"101",485,602924,"Arvin city, California",21249,124,124,161,10730,45,0,0,1255,602924,1,1,1,0,1,0,0,0,0,0,1,206,0.0191985088536813,0.00583556873264624,1,4.7061038166502e-05,0,0
"102",487,686944,"Yreka city, California",7562,119,118,618,5117,186,99,101,261,686944,3,1,0,0,0,0,0,0,0,0,3,1004,0.196208716044557,0.0157365776249669,0.991596638655462,0,0,NA
"103",488,622300,"El Paso de Robles (Paso Robles) city, California",31822,353,353,3684,21407,1072,321,153,1900,622300,4,1,0,0,0,0,0,0,3,0,4,5230,0.244312608025412,0.0110929545597385,1,0,0,NA
"104",515,611194,"Carlsbad city, California",114253,1030,1017,27394,80508,13496,4209,2832,5516,611194,12,3,0,0,0,0,0,0,7,0,12,47931,0.595356983156953,0.00901508056681225,0.987378640776699,0,0,NA
"105",552,437620,"Kingman city, Arizona",29726,600,512,2252,21243,1023,543,123,840,437620,12,3,2,0,2,0,0,2,6,0,12,3941,0.185519935978911,0.020184350400323,0.853333333333333,6.72811680010765e-05,0,0
"106",574,126992,"Foley city, Alabama",18533,2224,2213,2240,14292,896,108,120,410,126992,1,1,0,0,0,0,0,0,0,0,1,3364,0.235376434368878,0.1200021583122,0.995053956834532,0,0,NA
"107",624,533400,"Hot Springs city, Arkansas",38559,6594,6236,3460,27073,1347,325,147,1655,533400,9,2,0,0,0,0,0,0,3,0,9,5279,0.19499131976508,0.171010658990119,0.94570821959357,0,0,NA
"108",633,561670,"Russellville city, Arkansas",29193,1745,1263,2764,16304,1285,206,243,5126,561670,4,2,1,0,1,0,0,1,1,0,4,4498,0.275883218842002,0.0597746035008392,0.72378223495702,3.42547871064981e-05,0,0
"109",636,510300,"Cabot city, Arkansas",26217,622,611,2948,16668,1218,142,57,1154,510300,2,1,1,0,0,0,0,0,1,0,2,4365,0.261879049676026,0.0237250638898425,0.982315112540193,0,0,NA
"110",639,521070,"El Dorado city, Arkansas",17982,8536,8500,1884,11653,621,160,78,732,521070,6,6,0,0,0,0,0,0,0,0,6,2743,0.235390028318888,0.474696919141364,0.995782567947516,0,0,NA
"111",650,646114,"Martinez city, California",38290,1296,1152,7481,27468,2542,752,639,2223,646114,5,2,0,0,0,0,0,0,1,0,5,11414,0.415538080675695,0.0338469574301384,0.888888888888889,0,0,NA
"112",652,657456,"Pittsburg city, California",71422,11018,10785,7060,46460,2173,405,196,4373,657456,7,3,2,1,2,1,0,1,4,0,7,9834,0.211665949203616,0.154266192489709,0.97885278634961,2.80025762370138e-05,1.40012881185069e-05,0.5
"113",653,683346,"Walnut Creek city, California",69567,1427,1246,19841,54442,10690,3702,2075,2317,683346,38,16,1,1,1,1,0,1,22,0,38,36308,0.666911575621763,0.0205125993646413,0.873160476524177,1.4374631650064e-05,1.4374631650064e-05,1
"114",655,631708,"Half Moon Bay city, California",12834,87,49,2636,9599,1532,273,383,570,631708,8,5,1,0,1,0,1,1,3,0,8,4824,0.502552349203042,0.00677886863020103,0.563218390804598,7.79180302321957e-05,0,0
"115",656,644028,"Los Banos city, California",38914,1042,1023,1610,22141,517,147,41,1524,644028,1,1,2,0,2,0,0,1,0,0,1,2315,0.104557156406666,0.0267769954258108,0.981765834932822,5.13953846944544e-05,0,0
"116",657,603092,"Atherton town, California",7168,62,13,1533,4808,1367,708,330,671,603092,6,2,0,0,0,0,0,0,2,0,6,3938,0.819051580698835,0.00864955357142857,0.209677419354839,0,0,NA
"117",658,617918,"Daly City city, California",106677,3677,3617,23667,79456,4437,1173,693,9080,617918,8,2,2,1,2,1,1,0,2,0,8,29970,0.377189891260572,0.0344685358605885,0.983682349741637,1.87481837696973e-05,9.37409188484865e-06,0.5
"118",671,258660,"Palmer city, Alaska",7131,212,188,582,4283,254,46,34,334,258660,7,1,2,0,2,0,1,1,5,0,7,916,0.213868783562923,0.0297293507221989,0.886792452830189,0.000280465572850933,0,0
"119",683,270540,"Sitka city and borough, Alaska",8640,80,66,1240,6146,554,160,97,275,270540,10,2,0,0,0,0,0,0,8,0,10,2051,0.33371298405467,0.00925925925925926,0.825,0,0,NA
"120",692,669112,"Santa Cruz city, California",64522,1349,1053,10175,36349,6057,1492,1830,18127,669112,68,18,0,0,0,0,0,0,42,0,68,19554,0.537951525489009,0.0209075974086358,0.780578206078577,0,0,NA
"121",695,640340,"La Puente city, California",40020,358,358,2257,25546,375,115,44,3210,640340,3,1,0,0,0,0,0,0,2,0,3,2791,0.109253894934628,0.00894552723638181,1,0,0,NA
"122",697,655618,"Paramount city, California",54513,4937,4867,2457,32243,885,180,114,4173,655618,2,1,0,0,0,0,0,0,1,0,2,3636,0.112768662965605,0.0905655531708033,0.985821348997367,0,0,NA
"123",698,666140,"San Fernando city, California",24535,209,205,1649,16155,322,49,57,1741,666140,3,1,1,0,1,0,0,0,1,0,3,2077,0.128567007118539,0.00851844304055431,0.980861244019139,4.07581006725087e-05,0,0
"124",699,670000,"Santa Monica city, California",91577,4100,3958,28253,72261,12559,5463,2788,4137,670000,47,11,1,0,1,0,0,1,24,0,47,49063,0.678969291872518,0.0447710669709643,0.965365853658537,1.09197724319425e-05,0,0
"125",702,673220,"South Pasadena city, California",25661,922,901,6041,18104,3766,1355,1043,1308,673220,15,7,1,0,1,0,0,0,8,0,15,12205,0.674160406539991,0.0359300105218035,0.977223427331887,3.89696426483769e-05,0,0
"126",703,684200,"West Covina city, California",106589,4483,4447,15778,73993,4411,994,303,8097,684200,3,1,0,0,0,0,0,0,2,0,3,21486,0.290378819618072,0.042058749026635,0.991969663171983,0,0,NA
"127",704,684410,"West Hollywood city, California",36450,1321,1298,14393,33160,3841,1750,648,1224,684410,6,2,0,0,0,0,0,0,4,0,6,20632,0.622195416164053,0.036241426611797,0.982588947766843,0,0,NA
"128",705,629000,"Garden Grove city, California",173258,1745,1714,20159,119540,4470,1342,675,13106,629000,7,1,3,0,3,0,1,2,5,0,7,26646,0.222904467123975,0.0100716850015584,0.982234957020057,1.73152177677221e-05,0,0
"129",706,639248,"Laguna Niguel city, California",65808,1007,1006,15757,47836,6689,2122,1086,3474,639248,5,2,1,0,1,0,1,0,3,0,5,25654,0.53629065975416,0.0153020909311938,0.999006951340616,1.51957208849988e-05,0,0
