"","City","VictimsCount"
"1018","Easton, PA",1
"1019","Eastpointe, MI",1
"1020","Eaton Rapids, MI",1
"1021","Eatonton, GA",1
"1022","Eau Claire, WI",3
"1023","Ecorse, MI",1
"1024","Eddyville, KY",1
"1025","Eden Prairie, MN",1
"1026","Eden, GA",1
"1027","Edgewater, FL",3
"1028","Edgewood, NM",3
"1029","Edinburg, TX",5
"1030","Edison, CA",1
"1031","Edison, NJ",1
"1032","Edmond, OK",4
"1033","Edmonds, WA",1
"1034","Edmonton, KY",1
"1035","Edwards, CO",1
"1036","Efland, NC",1
"1037","Ehrenberg, AZ",1
"1038","El Cajon, CA",4
"1039","El Centro, CA",2
"1040","El Dorado Springs, MO",1
"1041","El Mirage, AZ",2
"1042","El Monte, CA",3
"1043","El Paso, TX",18
"1044","Elberton, GA",1
"1045","Eldersburg , MD",1
"1046","Elgin, IL",1
"1047","Elgin, TX",1
"1048","Elizabeth City, NC",1
"1049","Elizabeth, CO",1
"1050","Elizabeth, NJ",1
"1051","Elizabethton, TN",4
"1052","Elizabethtown, KY",3
"1053","Elizabethtown, NC",1
"1054","Elizabethtown, PA",1
"1055","Elk City, OK",2
"1056","Elk Grove Village, IL",1
"1057","Elk Grove, CA",3
"1058","Elkhart, IN",6
"1059","Elkhorn, WI",2
"1060","Elkins, WV",1
"1061","Elkland, PA",1
"1062","Elkmont, AL",1
"1063","Elko, NV",2
"1064","Elkridge, MD",1
"1065","Elkton, FL",1
"1066","Elkton, KY",1
"1067","Elkton, MD",2
"1068","Elkview, WV",1
"1069","Ellabell, GA",1
"1070","Ellicott City, MD",1
"1071","Ellis Township, MI",1
"1072","Elmendorf, TX",1
"1073","Elmira, NY",3
"1074","Elmwood Place, OH",1
"1075","Eloy, AZ",2
"1076","Elsmere, KY",1
"1077","Elyria, OH",1
"1078","Emeryville, CA",1
"1079","Emmitsburg, MD",1
"1080","Empire, CO",1
"1081","Emporia, VA",1
"1082","Encinitas, CA",1
"1083","England, AR",1
"1084","Englewood, CO",6
"1085","Englewood, FL",2
"1086","Englewood, NJ",1
"1087","Englewood, OH",1
"1088","English, IN",1
"1089","Enid, OK",1
"1090","Ennis, TX",1
"1091","Enoree, SC",1
"1092","Enterprise, MS",1
"1093","Enterprise, NV",2
"1094","Erwin, TN",1
"1095","Escalon, CA",1
"1096","Escondido, CA",6
"1097","Espanola, NM",2
"1098","Essex, MD",2
"1099","Essex, MT",1
"1100","Ester, AK",1
"1101","Estero, FL",2
"1102","Ethete, WY",1
"1103","Etowah, TN",1
"1104","Euclid, OH",1
"1105","Eufaula, AL",2
"1106","Eufaula, OK",1
"1107","Eugene, OR",7
"1108","Euless, TX",1
"1109","Eupora, MS",1
"1110","Eureka Springs, AR",1
"1111","Eureka, CA",5
"1112","Eureka, KS",1
"1113","Eureka, MO",1
"1114","Eureka, NV",1
"1115","Eustis, FL",2
"1116","Evans, CO",5
"1117","Evanston, IL",1
"1118","Evanston, WY",1
"1119","Evansville, IN",11
"1120","Evansville, WY",1
"1121","Everett, MA",1
"1122","Everett, WA",5
"1123","Evergreen, AL",1
"1124","Evergreen, CO",1
"1125","Evergreen, LA",1
"1126","Excelsior Springs, MO",2
"1127","Excelsior, MN",1
"1128","Fair Haven, VT",1
"1129","Fair Oaks, CA",4
"1130","Fair Oaks, OK",1
"1131","Fair Play, MO",1
"1132","Fairbanks, AK",10
"1133","Fairburn, GA",1
"1134","Fairchance, PA",1
"1135","Fairchild, WI",1
"1136","Fairfax, OK",1
"1137","Fairfield Township, MI",1
"1138","Fairfield Township, OH",1
"1139","Fairfield, CA",5
"1140","Fairfield, OH",2
"1141","Fairfield, UT",1
"1142","Fairhaven, MA",1
"1143","Fairhope, AL",2
"1144","Fairland, OK",1
"1145","Fairlea, WV",1
"1146","Fairview, AK",2
"1147","Fairview, OH",1
"1148","Fairview, TN",1
"1149","Falcon, MO",1
"1150","Falfurrias, TX",1
"1151","Fall River, MA",1
"1152","Fallbrook, CA",1
"1153","Fallon, NV",1
"1154","Falls City, TX",1
"1155","Fargo, ND",3
"1156","Farmer, SD",1
"1157","Farmingdale, NJ",1
"1158","Farmington, AR",1
"1159","Farmington, NM",5
"1160","Farmington, UT",2
"1161","Farmville, VA",1
"1162","Fawn, PA",1
"1163","Fayette, MS",1
"1164","Fayetteville, AR",2
"1165","Fayetteville, GA",1
"1166","Fayetteville, NC",11
"1167","Federal Way, WA",7
"1168","Fenton, MO",1
"1169","Ferguson, MO",3
"1170","Fernandina Beach, FL",2
"1171","Festus, MO",2
"1172","Fife Lake, MI",1
"1173","Fife, WA",1
"1174","Fillmore, CA",1
"1175","Findlay, OH",2
"1176","Fishers, IN",1
"1177","Fisty, KY",1
"1178","Fitchburg, WI",1
"1179","Flagstaff, AZ",6
"1180","Flemington, GA",1
"1181","Fletcher, NC",1
"1182","Flint Township, MI",1
"1183","Flint, MI",5
"1184","Flint, TX",1
"1185","Floral City, FL",2
"1186","Florence, AL",4
"1187","Florence, KY",1
"1188","Florence, MS",2
"1189","Florence, OR",1
"1190","Florence, SC",4
"1191","Floresville, TX",2
"1192","Florissant, MO",2
"1193","Flossmoor, IL",1
"1194","Flowery Branch, GA",1
"1195","Flowood, MS",1
"1196","Floyd, IA",1
"1197","Flushing, NY",1
"1198","Folsom, CA",1
"1199","Fond du Lac, WI",1
"1200","Fontana, CA",9
"1201","Fords, NJ",1
"1202","Forest City, NC",1
"1203","Forest Hills, PA",1
"1204","Forest Lake, MN",1
"1205","Forest Park, GA",2
"1206","Forest Park, IL",1
"1207","Fork Union, VA",1
"1208","Forrest City, AR",2
"1209","Fort Ashby, WV",1
"1210","Fort Atkinson, WI",1
"1211","Fort Belvoir, VA",1
"1212","Fort Chiswell, VA",1
"1213","Fort Collins, CO",8
"1214","Fort Dodge, IA",1
"1215","Fort Gibson, OK",1
"1216","Fort Hall, ID",2
"1217","Fort Knox, KY",1
"1218","Fort Lauderdale, FL",14
"1219","Fort Lee, NJ",2
"1220","Fort Littleton, PA",1
"1221","Fort Lupton, CO",1
"1222","Fort Madison, IA",2
"1223","Fort McCoy, FL",1
"1224","Fort McKavett, TX",1
"1225","Fort Meyers, FL",1
"1226","Fort Mill, SC",1
"1227","Fort Mohave, AZ",1
"1228","Fort Myers Beach, FL",1
"1229","Fort Myers, FL",6
"1230","Fort Peck, MT",1
"1231","Fort Pierce, FL",7
"1232","Fort Ripley, MN",1
"1233","Fort Smith, AR",2
"1234","Fort Stockton, TX",1
"1235","Fort Thompson, SD",1
"1236","Fort Totten, ND",1
"1237","Fort Towson, OK",1
"1238","Fort Valley, GA",2
"1239","Fort Walton Beach, FL",2
"1240","Fort Washington, MD",1
"1241","Fort Wayne, IN",12
"1242","Fort Worth, TX",36
"1243","Foster Township, PA",1
"1244","Fountain Hills, AZ",1
"1245","Fountain Valley, CA",1
"1246","Fountain, CO",3
"1247","Fountain, FL",2
"1248","Fox Lake, IL",1
"1249","Frametown, WV",1
"1250","Francesville, IN",1
"1251","Frankfort, IN",1
"1252","Frankfort, KY",1
"1253","Franklin Township, PA",1
"1254","Franklin, NC",2
"1255","Franklin, NH",1
"1256","Franklin, TN",2
"1257","Frederic, MI",1
"1258","Frederick, CO",1
"1259","Frederick, MD",2
"1260","Fredericksburg, TX",1
"1261","Fredericksburg, VA",5
"1262","Fredonia, NY",1
"1263","Fredricktown, MO",1
"1264","Freehold Township, PA",1
"1265","Freeport, TX",2
"1266","Fremont, CA",5
"1267","Fremont, NE",1
"1268","French Lick, IN",1
"1269","Fresno, CA",36
"1270","Friant, CA",1
"1271","Fridley, MN",1
"1272","Friendly Hills, CO",1
"1273","Friendswood, TX",1
"1274","Frisco, TX",1
"1275","Fritch, TX",1
"1276","Frog, TX",1
"1277","Frostproof, FL",1
"1278","Fruita, CO",2
"1279","Fruithurst, AL",1
"1280","Fruitland Park, FL",1
"1281","Fryeburg, ME",1
"1282","Fullerton, CA",7
"1283","Fulshear, TX",1
"1284","Fulton, MO",2
"1285","Gadsden, AL",3
"1286","Gadsden, AZ",1
"1287","Gaffney, SC",2
"1288","Gahanna, OH",1
"1289","Gainesville, FL",5
"1290","Gainesville, GA",5
"1291","Gaithersburg , MD",3
"1292","Galax, VA",1
"1293","Galesburg, MI",2
"1294","Gallatin, TN",2
"1295","Gallup, NM",1
"1296","Galveston, TX",6
"1297","Garden City, ID",2
"1298","Garden City, IN",1
"1299","Garden City, MI",2
"1300","Garden City, MO",2
"1301","Garden Grove, CA",4
"1302","Gardena, CA",5
"1303","Gardernville, NV",1
"1304","Gardner, KS",1
"1305","Gardnerville, NV",2
"1306","Garfield Heights, OH",1
"1307","Garland, TX",9
"1308","Gary, IN",9
"1309","Gaston, NC",1
"1310","Gastonia, NC",5
"1311","Gates, NY",1
"1312","Gautier, MS",1
"1313","Gaylord, MI",1
"1314","Genesee Township, MI",1
"1315","Geneseo, IL",1
"1316","Geneseo, NY",1
"1317","Geneva, IL",2
"1318","Genoa, WI",1
"1319","Georgetown, KY",6
"1320","Georgetown, TX",1
"1321","Germantown, WI",1
"1322","Gerrardstown, WV",1
"1323","Gettysburg, PA",1
"1324","Ghent, KY",1
"1325","Gibson, LA",1
"1326","Giddings, TX",1
"1327","Gila Bend, AZ",1
"1328","Gilbert, AZ",2
"1329","Gilbert, MN",1
"1330","Gilford Township, MI",1
"1331","Gilford Township, NH",1
"1332","Gill, CO",1
"1333","Gillette, WY",3
"1334","Gillsville, GA",1
"1335","Gilmer, TX",1
"1336","Gilroy, CA",3
"1337","Girard, OH",2
"1338","Glasgow, KY",1
"1339","Glasgow, MT",1
"1340","Glen Allen, VA",1
"1341","Glen Burnie, MD",3
"1342","Glen Carbon, IL",1
"1343","Glen St. Mary, FL",1
"1344","Glendale, AZ",17
"1345","Glendale, CA",1
"1346","Glendora, CA",1
"1347","Glenn Heights, TX",1
"1348","Glennonville, MO",1
"1349","Glennville, GA",1
"1350","Glenoma, WA",1
"1351","Glenpool, OK",1
"1352","Glenshaw, PA",1
"1353","Glenwood Springs, CO",2
"1354","Glenwood, AR",1
"1355","Glenwood, GA",1
"1356","Globe, AZ",1
"1357","Gloucester, VA",1
"1358","Gluckstadt, MS",1
"1359","Gobles, MI",1
"1360","Goddard, KS",1
"1361","Goetz, WI",1
"1362","Goetzville, MI",1
"1363","Golconda, IL",2
"1364","Golden Valley, AZ",2
"1365","Golden Valley, NV",1
"1366","Golden, CO",2
"1367","Gonzales, TX",1
"1368","Gooding, ID",1
"1369","Goodman, WI",1
"1370","Goodyear, AZ",4
"1371","Goose Creek, SC",2
"1372","Gordon, GA",1
"1373","Gordon, WI",1
"1374","Gorham, ME",1
"1375","Goshen, IN",1
"1376","Gower, MO",1
"1377","Grafton, OH",1
"1378","Grafton, WI",1
"1379","Grafton, WV",1
"1380","Graham, NC",1
"1381","Graham, TX",1
"1382","Graham, WA",3
"1383","Grainfield, KS",1
"1384","Granbury, TX",1
"1385","Grand Chute, WI",1
"1386","Grand Haven, MI",1
"1387","Grand Island, NE",2
"1388","Grand Junction, CO",7
"1389","Grand Ledge, MI",1
"1390","Grand Prairie, TX",5
"1391","Grand Rapids, MI",2
"1392","Grand Rapids, WI",1
"1393","Grand Terrace, CA",1
"1394","Grandview, MO",1
"1395","Grandview, WA",1
"1396","Grandville, MI",1
"1397","Granger, IN",1
"1398","Granite City, IL",1
"1399","Grant-Valkaria, FL",1
"1400","Grant, OK",2
"1401","Granton, WI",1
"1402","Grants Pass, OR",2
"1403","Grantsboro, NC",1
"1404","Grantsville, UT",2
"1405","Grantville, GA",1
"1406","Grapeview, WA",1
"1407","Grapevine, TX",2
"1408","Grass Valley, CA",2
"1409","Gray, KY",4
"1410","Great Falls, MT",4
"1411","Great Neck, NY",1
"1412","Greece, NY",1
"1413","Greeley, CO",8
"1414","Green Bay, WI",5
"1415","Green Cove Springs, FL",1
"1416","Green Mountain, NC",1
"1417","Green Ridge, MO",1
"1418","Greenacres, FL",1
"1419","Greenacres, WA",1
"1420","Greenback, TN",1
"1421","Greenbelt, MD",1
"1422","Greene Township, PA",1
"1423","Greeneville, TN",2
"1424","Greenfield, IN",2
"1425","Greensboro, NC",9
"1426","Greensburg, KY",1
"1427","Greensburg, PA",4
"1428","Greenville, GA",1
"1429","Greenville, KY",1
"1430","Greenville, MS",3
"1431","Greenville, NC",5
"1432","Greenville, SC",10
"1433","Greenville, TN",2
"1434","Greenville, TX",1
"1435","Greenwood, SC",1
"1436","Greer, SC",2
"1437","Grenada, MS",1
"1438","Gresham, OR",1
"1439","Gretna, LA",4
"1440","Gridley, CA",1
"1441","Griffin, GA",4
"1442","Grindstone Township, ME",1
"1443","Grove City, OH",1
"1444","Grove, OK",1
"1445","Groveland, CA",1
"1446","Grover Beach, CA",1
"1447","Groves, TX",1
"1448","Groveton, TX",1
"1449","Grovetown, GA",2
"1450","Gruetli-Laager, TN",1
"1451","Guadalupe, AZ",2
"1452","Guerneville, CA",1
"1453","Guffey, CO",1
"1454","Gulf Breeze, FL",1
"1455","Gulf Shores, AL",1
"1456","Gulfport, MS",9
"1457","Gunlock, KY",1
"1458","Gunnison, CO",1
"1459","Gurnee, IL",1
"1460","Guthrie, OK",1
"1461","Guymon, OK",1
"1462","Hacienda Heights, CA",2
"1463","Hackett, AR",1
"1464","Haddonfield, NJ",1
"1465","Hagan, GA",1
"1466","Hagar Township, MI",1
"1467","Hahnville, LA",1
"1468","Haines City, FL",1
"1469","Haleiwa, HI",1
"1470","Half Moon Bay, CA",2
"1471","Hallandale Beach, FL",1
"1472","Haltom City, TX",1
"1473","Hamersville, OH",1
"1474","Hamilton Township, NJ",3
"1475","Hamilton Township, OH",1
"1476","Hamilton, AL",1
"1477","Hamilton, MI",1
"1478","Hamilton, MT",2
"1479","Hamilton, OH",3
"1480","Hamilton, TX",1
"1481","Hamlin, TX",1
"1482","Hammett, ID",1
"1483","Hammond, IN",1
"1484","Hammond, LA",4
"1485","Hampden Township, PA",1
"1486","Hampden, ME",1
"1487","Hampstead, NC",1
"1488","Hampton Township, MI",1
"1489","Hampton, GA",1
"1490","Hampton, VA",1
"1491","Hanceville, AL",1
"1492","Hancock, MA",1
"1493","Hanford, CA",3
"1494","Hanover, IN",1
"1495","Hanover, PA",2
"1496","Happy Valley, OR",2
"1497","Harbeson, DE",1
"1498","Hardeeville, SC",2
"1499","Hardwick, NJ",1
"1500","Harker Heights, TX",2
"1501","Harlingen, TX",1
"1502","Harmony, IN",1
"1503","Harmony, NC",1
"1504","Harriman, TN",1
"1505","Harrington, DE",1
"1506","Harris, MN",1
"1507","Harrisburg, OR",1
"1508","Harrisburg, PA",8
"1509","Harrison County, IN",1
"1510","Harrison, TN",1
"1511","Harrisonburg, VA",4
"1512","Hartford, AL",1
"1513","Hartford, CT",4
"1514","Hartford, ME",1
"1515","Hartford, VT",1
"1516","Harts, WV",1
"1517","Hartselle, AL",1
"1518","Hartsville, SC",2
"1519","Harvard, IL",1
"1520","Harvest, AL",1
"1521","Harvey, IL",2
"1522","Harvey, LA",3
"1523","Harwood, MD",1
"1524","Hastings, MN",1
"1525","Hattiesburg, MS",4
"1526","Hawaiian Paradise Park, HI",1
"1527","Hawesville, KY",1
"1528","Hawkins, TX",1
"1529","Hawthorne, CA",1
"1530","Hayden, AL",2
"1531","Haynesville, AL",1
"1532","Haysville, KS",2
"1533","Hayti, MO",1
"1534","Hayward, CA",6
"1535","Haywood, CA",1
"1536","Hazard, KY",1
"1537","Hazel Crest, IL",1
"1538","Hazel Dell, WA",1
"1539","Hazel Green, AL",1
"1540","Hazelton, ID",1
"1541","Hazleton, PA",2
"1542","Headland, AL",1
"1543","Healdsburg, CA",1
"1544","Healdton, OK",1
"1545","Healy, AK",1
"1546","Hearne, TX",1
"1547","Heartland, TX",1
"1548","Hebbronville, TX",1
"1549","Hebron, KY",1
"1550","Hedwig, TX",1
"1551","Helena, MT",2
"1552","Hemet, CA",11
"1553","Henderson, KY",1
"1554","Henderson, NC",2
"1555","Henderson, NV",17
"1556","Hendersonville, NC",1
"1557","Hendersonville, TN",1
"1558","Hephzibah, GA",1
"1559","Hereford, TX",1
"1560","Herkimer, NY",1
"1561","Herman, MN",1
"1562","Hermantown, MN",1
"1563","Hermitage, MO",1
"1564","Hermitage, TN",1
"1565","Herndon, VA",1
"1566","Herrick Township, PA",2
"1567","Herriman, UT",1
"1568","Hesperia, CA",9
"1569","Hesston, KS",1
"1570","Hialeah, FL",5
"1571","Hickory, NC",5
"1572","High Point, NC",5
"1573","Highland Mills, NY",1
"1574","Highland Park, MI",1
"1575","Highland Park, TX",1
"1576","Highland Springs, VA",1
"1577","Highland Township, MI",1
"1578","Highland, CA",6
"1579","Hillard, FL",1
"1580","Hillburn, NY",1
"1581","Hilliard, FL",1
"1582","Hillsboro, KY",1
"1583","Hillsboro, OR",7
"1584","Hillsborough, NJ",1
"1585","Hillsdale, MI",1
"1586","Hilo, HI",3
"1587","Hiltons, VA",1
"1588","Hinkley, MN",1
"1589","Hinton, VA",1
"1590","Hinton, WV",1
"1591","Hiram, ME",2
"1592","Hixson, TN",2
"1593","Hobbs, NM",5
"1594","Hobe Sound, FL",1
"1595","Hockingport, OH",1
"1596","Hodgenville, KY",1
"1597","Hogansville, GA",1
"1598","Hohenwald, TN",1
"1599","Hoisington, KS",1
"1600","Holden, MO",1
"1601","Holiday, FL",1
"1602","Holladay, UT",1
"1603","Holland, PA",1
"1604","Holliday, TX",1
"1605","Hollis, ME",1
"1606","Hollister, MO",1
"1607","Holly Hill, FL",1
"1608","Holly Pond, AL",1
"1609","Holly Springs, GA",1
"1610","Holly Springs, NC",1
"1611","Hollywood, AL",1
"1612","Hollywood, FL",6
"1613","Holt, MO",1
"1614","Holy Cross, AK",1
"1615","Holyoke, CO",1
"1616","Home Garden, CA",1
"1617","Homedale, ID",1
"1618","Homerville, GA",1
"1619","Homestead, FL",8
"1620","Hometown, WV",1
"1621","Homewood, AL",1
"1622","Hominy, OK",1
"1623","Homosassa, FL",2
"1624","Honolulu, HI",15
"1625","Hooker, OK",1
"1626","Hoover, AL",2
"1627","Hope Mills, NC",2
"1628","Hopewell Junction, NY",1
"1629","Hopewell, VA",4
"1630","Hopkinsville, KY",2
"1631","Hoquiam, WA",1
"1632","Horizon City, TX",1
"1633","Horn Lake, MS",2
"1634","Hornick, IA",1
"1635","Horseheads, NY",1
"1636","Hoschton, GA",1
"1637","Hosford, FL",1
"1638","Hot Springs, AR",1
"1639","Hotchkiss, CO",1
"1640","Houghton Lake, MI",1
"1641","Houma, LA",6
"1642","Houston, AK",1
"1643","Houston, TX",138
"1644","Hoxie, AR",1
"1645","Hubbard Township, OH",1
"1646","Hubbard, MN",1
"1647","Hubert, NC",2
"1648","Hudson, FL",3
"1649","Hudson, NC",2
"1650","Huger, SC",1
"1651","Hughes, AR",1
"1652","Humble, TX",2
"1653","Hunters, WA",1
"1654","Huntersville, NC",1
"1655","Huntertown, IN",1
"1656","Huntington Beach, CA",2
"1657","Huntington Park, CA",3
"1658","Huntington, IN",2
"1659","Huntington, TX",1
"1660","Huntington, UT",1
"1661","Huntington, WV",3
"1662","Huntley, MT",1
"1663","Huntsville, AL",11
"1664","Huntsville, TX",3
"1665","Huntsville, UT",1
"1666","Hurdle Mills, NC",1
"1667","Huron, CA",2
"1668","Hurricane, UT",1
"1669","Hurricane, WV",1
"1670","Hurst, IL",1
"1671","Hurst, TX",2
"1672","Hutchins, TX",1
"1673","Hutchinson, KS",2
"1674","Hutchinson, MN",1
"1675","Hyattsville, MD",1
"1676","Hyde Park, NY",1
"1677","Idabel, OK",1
"1678","Idaho Falls, ID",5
"1679","Imperial, MO",1
"1680","Independence, KY",1
"1681","Independence, MO",5
"1682","Independence, VA",1
"1683","Indialantic, FL",2
"1684","Indian Land, SC",1
"1685","Indian Mound, TN",1
"1686","Indianapolis, IN",48
"1687","Indio, CA",2
"1688","Inglewood, CA",5
"1689","Inkster, MI",1
"1690","Inman, SC",1
"1691","Interlachen, FL",1
"1692","Inverness, FL",1
"1693","Inwood, WV",1
"1694","Inyokern, CA",1
"1695","Iota, LA",1
"1696","Iowa Falls, IA",2
"1697","Iron River, MI",1
"1698","Irvine, CA",2
"1699","Irving, TX",9
"1700","Irvington, NJ",1
"1701","Irwin, PA",1
"1702","Ishpeming, MI",1
"1703","Islamorada, FL",1
"1704","Islip, NY",1
"1705","Ithaca, NY",1
"1706","Iuka, MS",2
"1707","Ivanhoe, CA",1
"1708","Jackson Township, OH",1
"1709","Jackson Township, PA",1
"1710","Jackson, GA",2
"1711","Jackson, MI",3
"1712","Jackson, MO",1
"1713","Jackson, MS",10
"1714","Jackson, OH",1
"1715","Jackson, TN",7
"1716","Jacksonville, AL",2
"1717","Jacksonville, AR",4
"1718","Jacksonville, FL",51
"1719","Jacksonville, NC",1
"1720","Jal, NM",1
"1721","Jamaica, NY",2
"1722","James Island, SC",2
"1723","Jamestown, NC",2
"1724","Jamestown, ND",1
"1725","Jamestown, TN",1
"1726","Jamesville, NY",1
"1727","Janesville, WI",1
"1728","Jasper, AL",1
"1729","Jasper, FL",3
"1730","Jasper, GA",3
"1731","Jasper, TN",1
"1732","Jasper, TX",1
"1733","Jay, OK",1
"1734","Jean, NV",4
"1735","Jefferson City, MO",2
"1736","Jefferson, NC",1
"1737","Jefferson, OH",1
"1738","Jeffersontown, KY",1
"1739","Jeffersonville, IN",3
"1740","Jeffersonville, OH",1
"1741","Jennings, MO",2
"1742","Jenny Lind, CA",1
"1743","Jersey City, NJ",6
"1744","Jerseyville, IL",1
"1745","Jesup, GA",1
"1746","Joelton, TN",1
"1747","Johns Island, SC",2
"1748","Johnson City, NY",1
"1749","Johnson City, TN",4
"1750","Johnsonville, NC",1
"1751","Johnsonville, SC",1
"1752","Johnston, RI",1
"1753","Johnstown, CO",1
"1754","Johnstown, NY",1
"1755","Joliet, IL",5
"1756","Joliet, MT",1
"1757","Jonesboro, AR",8
"1758","Jonesboro, GA",6
"1759","Jonesboro, LA",1
"1760","Jonesborough, TN",1
"1761","Jonesville, NC",2
"1762","Joplin, MO",5
"1763","Joshua Tree, CA",1
"1764","Jourdanton, TX",2
"1765","Judsonia, AR",1
"1766","Junction City, KS",1
"1767","Juneau, AK",2
"1768","Juniata, NE",1
"1769","Juniata, PA",1
"1770","Jupiter, FL",1
"1771","Jurupa Valley, CA",3
"1772","Kahului, HI",2
"1773","Kaibeto, AZ",1
"1774","Kailua-Kona, HI",1
"1775","Kalama, WA",1
"1776","Kalamazoo, MI",5
"1777","Kannapolis, NC",2
"1778","Kansas City, KS",9
"1779","Kansas CIty, KS",6
"1780","Kansas City, MO",30
"1781","Kansas CIty, MO",8
"1782","Karnack, TX",1
"1783","Kasilof, AK",3
"1784","Kathleen, GA",1
"1785","Katy, TX",4
"1786","Kaysville, UT",1
"1787","Kea'au, HI",1
"1788","Keaau, HI",1
"1789","Keansburg, NJ",2
"1790","Kearns, UT",2
"1791","Kearny, AZ",1
"1792","Keithville, LA",1
"1793","Kellyville, OK",1
"1794","Kelso, WA",2
"1795","Kemp, TX",1
"1796","Kendall, FL",1
"1797","Kendallville, IN",1
"1798","Kenly, NC",1
"1799","Kennard, IN",1
"1800","Kennedale, TX",1
"1801","Kenner, LA",3
"1802","Kennesaw, GA",2
"1803","Kennewick, WA",5
"1804","Kenosha, WI",1
"1805","Kensington, NH",1
"1806","Kent, OH",1
"1807","Kent, WA",9
"1808","Kenton, OH",1
"1809","Kentwood, MI",2
"1810","Kenwood, OK",1
"1811","Kernersville, NC",1
"1812","Kerrville, TX",1
"1813","Kettering, OH",1
"1814","Kewaskum, WI",1
"1815","Kewaunee, WI",1
"1816","Key Largo, FL",1
"1817","Kila, MT",1
"1818","Kilgore, TX",1
"1819","Killeen, TX",7
"1820","Killen, AL",1
"1821","Kiln, MS",1
"1822","Kimberling City, MO",1
"1823","Kimberly, ID",1
"1824","King , NC",1
"1825","King City, CA",1
"1826","King George, VA",1
"1827","King of Prussia, PA",2
"1828","Kingman, AZ",7
"1829","Kings Mountain, NC",1
"1830","Kingsbury, TX",1
"1831","Kingsland, GA",2
"1832","Kingsport, TN",1
"1833","Kingstree, SC",1
"1834","Kingwood, TX",2
"1835","Kinston, NC",1
"1836","Kiowa, OK",1
"1837","Kirbyville, TX",1
"1838","Kirkland, WA",3
"1839","Kirksville, MO",1
"1840","Kissimmee, FL",2
"1841","Kittery, ME",1
"1842","Kittitas, WA",1
"1843","Kitts Hill, OH",1
"1844","Klamath Falls, OR",4
"1845","Knowlton Township, NJ",1
"1846","Knoxville, AL",1
"1847","Knoxville, PA",1
"1848","Knoxville, TN",17
"1849","Kokomo, IN",1
"1850","Kountze, TX",1
"1851","Kuna, ID",1
"1852","Kyle, SD",2
"1853","Kyle, TX",2
"1854","La Belle, MO",1
"1855","La Follette, TN",2
"1856","La Grande, WA",1
"1857","La Habra, CA",3
"1858","La Jolla, CA",1
"1859","La Joya, TX",1
"1860","La Marque, TX",1
"1861","La Mesa, CA",1
"1862","La Mirada, CA",1
"1863","La Monte, MO",1
"1864","La Plata, MD",1
"1865","La Porte, TX",1
"1866","La Puente, CA",1
"1867","La Quinta, CA",2
"1868","La Rue, OH",1
"1869","La Salle, CO",1
"1870","La Vergne, TN",1
"1871","LaBelle, FL",1
"1872","Lacey, WA",2
"1873","Lacombe, LA",1
"1874","Lady Lake, FL",2
"1875","Lafayette, IN",1
"1876","Lafayette, LA",5
"1877","Lafayette, WI",1
"1878","Lagrange, GA",2
"1879","LaGrange, GA",2
"1880","Lagrange, ME",1
"1881","Laguna Niguel, CA",1
"1882","Laguna Woods, CA",1
"1883","Laguna, NM",2
"1884","Lake Alfred, FL",1
"1885","Lake Arrowhead, CA",1
"1886","Lake Charles, LA",5
"1887","Lake City, FL",3
"1888","Lake City, SC",1
"1889","Lake Cormorant, MS",1
"1890","Lake Elsinore, CA",4
"1891","Lake Forest, CA",1
"1892","Lake Hamilton, AR",1
"1893","Lake Havasu City, AZ",2
"1894","Lake Havasu, AZ",1
"1895","Lake Jackson, TX",2
"1896","Lake Los Angeles, CA",2
"1897","Lake Placid, FL",1
"1898","Lake St. Louis, MO",1
"1899","Lake Station, IN",1
"1900","Lake Wales, FL",3
"1901","Lake Worth Beach, FL",1
"1902","Lake Worth, FL",2
"1903","Lakehead, CA",1
"1904","Lakeland, FL",11
"1905","Lakeland, TN",1
"1906","Lakeport, CA",1
"1907","Lakes, AK",1
"1908","Lakeshire, MO",2
"1909","Lakeside, AZ",2
"1910","Lakeview, GA",1
"1911","Lakeview, MI",1
"1912","Lakeville, MN",1
"1913","Lakewood, CA",1
"1914","Lakewood, CO",14
"1915","Lakewood, WA",4
"1916","Lame Deer, MT",1
"1917","Lampe, MO",1
"1918","Lancaster, CA",9
"1919","Lancaster, KY",1
"1920","Lancaster, OH",1
"1921","Lancaster, PA",9
"1922","Lancaster, SC",2
"1923","Lancaster, TX",3
"1924","Lander, WY",1
"1925","Landrum, SC",3
"1926","Lane, OK",1
"1927","Lanesboro, MN",1
"1928","Lanesboro, NC",1
"1929","Lanham, MD",1
"1930","Lansing, IL",1
"1931","Lansing, MI",5
"1932","Lantana, FL",1
"1933","Lantana, TX",1
"1934","LaPlace, LA",2
"1935","Laramie, WY",1
"1936","Laredo, TX",8
"1937","Largo, FL",2
"1938","Larimer, PA",1
"1939","Las Cruces, NM",17
"1940","Las Vegas, NM",2
"1941","Las Vegas, NV",72
"1942","Lauderdale Lakes, FL",1
"1943","Lauderhill, FL",4
"1944","Laughlin, NV",2
"1945","Laurel, MD",2
"1946","Laurel, MS",1
"1947","Laurens, SC",1
"1948","Laurie, MO",1
"1949","Laveen, AZ",1
"1950","Lawndale, NC",1
"1951","Lawrence, IN",3
"1952","Lawrence, KS",2
