"","City","VictimsCount"
"1015","Crandon, WI",2
"1016","Crawfordsville, IN",1
"1017","Crescent City, CA",2
"1018","Crescent City, FL",1
"1019","Crescent, WI",1
"1020","Crest Hill, IL",1
"1021","Crested Butte, CO",1
"1022","Crestline, CA",1
"1023","Creston, IA",1
"1024","Crestone, CO",1
"1025","Crestview, FL",3
"1026","Crestwood, KY",1
"1027","Crittenden, KY",1
"1028","Crofton, MD",1
"1029","Crookston, MN",2
"1030","Cropwell, AL",1
"1031","Cross Lanes, WV",2
"1032","Crossville, TN",3
"1033","Crowell, TX",1
"1034","Crowley, LA",5
"1035","Crown Point, IN",1
"1036","Crumpler, NC",1
"1037","Crystal Springs, MS",1
"1038","Crystal, MN",1
"1039","Cuba, MO",1
"1040","Cudahy, CA",1
"1041","Cuero, TX",1
"1042","Cullman, AL",1
"1043","Culloden, GA",1
"1044","Culpeper, VA",5
"1045","Culver , IN",1
"1046","Culver City, CA",5
"1047","Cumberland Furnace, TN",1
"1048","Cumberland, GA",1
"1049","Cumming, GA",7
"1050","Currie, NC",1
"1051","Cushing, OK",2
"1052","Cushing, TX",1
"1053","Cut Bank, MT",2
"1054","Cut Off, LA",1
"1055","Cuthbert, GA",1
"1056","Cypress, TX",3
"1057","Cyrus, MN",1
"1058","Dade City, FL",1
"1059","Dadeville, AL",1
"1060","Dahlonega, GA",1
"1061","Dakota City, IA",1
"1062","Dale, IN",1
"1063","Dalhart, TX",2
"1064","Dallas, GA",2
"1065","Dallas, NC",1
"1066","Dallas, OR",1
"1067","Dallas, TX",66
"1068","Dalton, GA",3
"1069","Dalton, NH",1
"1070","Daly City, CA",3
"1071","Dalzell, SC",1
"1072","Damascus, VA",1
"1073","Danbury, CT",1
"1074","Dandridge, TN",1
"1075","Dania Beach, FL",1
"1076","Danvers, MA",1
"1077","Danville, CA",2
"1078","Danville, IL",3
"1079","Danville, KY",1
"1080","Danville, VA",2
"1081","Daphne, AL",2
"1082","Darien, GA",2
"1083","Darlington, SC",2
"1084","Dartmouth, MA",1
"1085","Davella, KY",1
"1086","Davenport, FL",1
"1087","Davenport, IA",7
"1088","Davidsonville, MD",1
"1089","Davie, FL",2
"1090","Davis, CA",1
"1091","Davis, OK",1
"1092","Davisboro, GA",1
"1093","Davisville, WV",1
"1094","Dayton, IA",1
"1095","Dayton, OH",19
"1096","Dayton, TN",1
"1097","Daytona Beach, FL",6
"1098","De Leon, TX",1
"1099","De Soto, MO",2
"1100","Dearborn Heights, MI",2
"1101","Dearborn, MI",5
"1102","Deatsville, AL",1
"1103","Decatur, AL",1
"1104","Decatur, AR",1
"1105","Decatur, GA",17
"1106","Decatur, IL",2
"1107","Decatur, TX",1
"1108","Decaturville, TN",1
"1109","Dedham, MA",1
"1110","Deepstep, GA",1
"1111","Deer Lodge, MT",1
"1112","Deer Park, AL",1
"1113","Deer Park, TX",2
"1114","Deer Park, WA",2
"1115","Deerfield, IL",1
"1116","Defiance, OH",1
"1117","DeKalb, IL",3
"1118","DeKalb, TX",1
"1119","Del City, OK",2
"1120","Del Mar, CA",1
"1121","Del Rio, TX",2
"1122","Del Valle, TX",1
"1123","Delancey, NY",1
"1124","DeLand, FL",5
"1125","Delano, CA",5
"1126","Delaware, OK",1
"1127","Delhi, CA",1
"1128","Delhi, LA",1
"1129","Delray Beach, FL",5
"1130","Delta Junction, AK",1
"1131","Delton, MI",1
"1132","Deltona, FL",7
"1133","Deming, NM",6
"1134","Deming, WA",1
"1135","Demopolis, AL",1
"1136","DeMotte, IN",1
"1137","Denair, CA",1
"1138","Denham Springs, LA",6
"1139","Denison, TX",1
"1140","Denton, NC",1
"1141","Denton, TX",7
"1142","Denver, CO",68
"1143","Deposit, NY",1
"1144","Deptford, NJ",3
"1145","DeRidder, LA",3
"1146","Derry, NH",2
"1147","Des Moines, IA",13
"1148","Des Moines, WA",1
"1149","Des Plaines, IL",1
"1150","Desert Hot Springs, CA",3
"1151","Desha, AR",1
"1152","DeSoto, TX",4
"1153","Destin, FL",1
"1154","Detroit, MI",46
"1155","DeValls Bluff, AR",1
"1156","Devils Lake, ND",1
"1157","Dewey Beach, DE",1
"1158","Dewey, AZ",2
"1159","DeWitt, NY",2
"1160","Dexter, NM",1
"1161","Diamond Bar, CA",1
"1162","Dickinson, ND",4
"1163","Dickson, TN",2
"1164","Diggins, MO",1
"1165","Dilley, TX",1
"1166","Dillon, MT",2
"1167","Dime Box, TX",1
"1168","Dingess, WV",2
"1169","Dinuba, CA",3
"1170","Dinwiddie, VA",1
"1171","Discovery Bay, CA",1
"1172","District Heights, MD",2
"1173","Dixon, CA",1
"1174","Dodge City, KS",1
"1175","Dodson, LA",1
"1176","Dolgeville, NY",1
"1177","Dolton, IL",5
"1178","Donna, TX",4
"1179","Dora, AL",1
"1180","Doral, FL",3
"1181","Dorchester, MA",3
"1182","Dorton, KY",1
"1183","Dos Palos, CA",2
"1184","Dothan, AL",4
"1185","Dotsero, CO",1
"1186","Douglas City, CA",1
"1187","Douglas, AZ",2
"1188","Douglas, GA",1
"1189","Douglas, WY",2
"1190","Douglasville, GA",4
"1191","Dover, AR",1
"1192","Dover, DE",3
"1193","Dover, FL",1
"1194","Dover, NC",1
"1195","Dover, OH",1
"1196","Dover, PA",1
"1197","Dowelltown, TN",1
"1198","Dowling, MI",1
"1199","Downey, CA",2
"1200","Doylestown, PA",1
"1201","Doyline, LA",1
"1202","Draper, UT",1
"1203","Drennen, WV",1
"1204","Drexel Hill, PA",1
"1205","Driftwood, TX",1
"1206","Dripping Springs, TX",1
"1207","Drummonds, TN",1
"1208","Duarte, CA",1
"1209","Dublin, CA",4
"1210","Dublin, GA",1
"1211","Dublin, NC",1
"1212","Dublin, OH",1
"1213","Ducor, CA",1
"1214","Duluth, GA",1
"1215","Duluth, MN",3
"1216","Dumas, TX",1
"1217","Dumfries, VA",2
"1218","Dunbar, WV",1
"1219","Duncan, OK",1
"1220","Duncan, SC",1
"1221","Duncannon, PA",1
"1222","Duncanville, TX",3
"1223","Dundalk, MD",1
"1224","Dunedin, FL",1
"1225","Dunelion, FL",1
"1226","Dunkirk, IN",1
"1227","Dunlap, TN",1
"1228","Dunnellon, FL",1
"1229","Dunnigan, CA",1
"1230","Dunsmuir, CA",1
"1231","Dunwoody, GA",1
"1232","Durand, MI",1
"1233","Durango, CO",2
"1234","Durham, CA",1
"1235","Durham, NC",11
"1236","Dyer, IN",1
"1237","Dyersburg, TN",3
"1238","Eagan, MN",2
"1239","Eagar, AZ",3
"1240","Eagle Lake, FL",1
"1241","Eagle Mountain, UT",1
"1242","Eagle Pass, TX",1
"1243","Eagle Point, OR",2
"1244","Eagle River, AK",1
"1245","Eagle, WI",1
"1246","Eagletown, OK",1
"1247","Earlimart, CA",1
"1248","Easley, SC",5
"1249","East Bernstadt, KY",1
"1250","East Bloomfield, NY",1
"1251","East Bridgewater, MA",1
"1252","East Cape Girardeau, IL",1
"1253","East Cleveland, OH",1
"1254","East Flat Rock, NC",1
"1255","East Grand Forks, MN",1
"1256","East Greenville, PA",1
"1257","East Hartford, CT",2
"1258","East Hazel Crest, IL",1
"1259","East Helena, MT",1
"1260","East Knoxville, TN",1
"1261","East Leavenworth, MO",1
"1262","East Los Angeles, CA",9
"1263","East Moline, IL",1
"1264","East Nashville, TN",1
"1265","East Northport, NY",2
"1266","East Orange, NJ",2
"1267","East Peoria, IL",2
"1268","East Pittsburgh, PA",1
"1269","East Point, GA",5
"1270","East Ridge, TN",1
"1271","East St Louis, IL",1
"1272","East Stroudsburg, PA",1
"1273","East Troy, WI",1
"1274","East Wenatchee, WA",2
"1275","Eastaboga, AL",1
"1276","Eastman, GA",1
"1277","Easton, MA",1
"1278","Easton, PA",2
"1279","Eastpointe, MI",1
"1280","Eaton Rapids Township, MI",1
"1281","Eaton Rapids, MI",1
"1282","Eatonton, GA",2
"1283","Eatonville, WA",1
"1284","Eau Claire, WI",6
"1285","Eclectic, AL",1
"1286","Ecorse, MI",1
"1287","Ector, TX",1
"1288","Eddyville, KY",1
"1289","Eden Prairie, MN",2
"1290","Eden, GA",1
"1291","Eden, TX",2
"1292","Edgewater, FL",3
"1293","Edgewood, NM",3
"1294","Edinburg, TX",7
"1295","Edison, CA",1
"1296","Edison, NJ",1
"1297","Edmond, OK",5
"1298","Edmonds, WA",1
"1299","Edmonton, KY",1
"1300","Edwards, CO",1
"1301","Edwards, MS",1
"1302","Edwardsville, IL",1
"1303","Efland, NC",1
"1304","Ehrenberg, AZ",2
"1305","El Cajon, CA",5
"1306","El Centro, CA",4
"1307","El Dorado Springs, MO",1
"1308","El Dorado, AR",1
"1309","El Mirage, AZ",3
"1310","El Monte, CA",6
"1311","El Paso, TX",35
"1312","Elberton, GA",1
"1313","Eldersburg , MD",1
"1314","Electra, TX",1
"1315","Elgin, IL",2
"1316","Elgin, TX",1
"1317","Elizabeth City, NC",2
"1318","Elizabeth, CO",2
"1319","Elizabeth, NJ",2
"1320","Elizabethton, TN",4
"1321","Elizabethtown, KY",5
"1322","Elizabethtown, NC",1
"1323","Elizabethtown, PA",1
"1324","Elk City, OK",2
"1325","Elk Grove Village, IL",1
"1326","Elk Grove, CA",5
"1327","Elkhart, IN",9
"1328","Elkhorn, WI",3
"1329","Elkin, NC",1
"1330","Elkins Park, PA",1
"1331","Elkins, WV",1
"1332","Elkland, PA",1
"1333","Elkmont, AL",1
"1334","Elko, NV",3
"1335","Elkridge, MD",2
"1336","Elkton, FL",1
"1337","Elkton, KY",1
"1338","Elkton, MD",3
"1339","Elkview, WV",1
"1340","Ellabell, GA",1
"1341","Ellenwood, GA",1
"1342","Ellicott City, MD",2
"1343","Ellis Township, MI",1
"1344","Elloree, SC",1
"1345","Elmendorf, TX",1
"1346","Elmira, NY",3
"1347","Elmwood Place, OH",1
"1348","Eloy, AZ",3
"1349","Elsmere, KY",1
"1350","Elyria, OH",1
"1351","Emeryville, CA",1
"1352","Emmitsburg, MD",1
"1353","Empire, AL",1
"1354","Empire, CO",1
"1355","Emporia, VA",1
"1356","Encinitas, CA",2
"1357","Enfield, NC",1
"1358","England, AR",1
"1359","Englewood, CO",8
"1360","Englewood, FL",3
"1361","Englewood, NJ",1
"1362","Englewood, OH",1
"1363","English, IN",1
"1364","Enid, OK",4
"1365","Ennis, TX",1
"1366","Enoree, SC",1
"1367","Enterprise, MS",1
"1368","Enterprise, NV",2
"1369","Enumclaw, WA",1
"1370","Epping, NH",1
"1371","Erie, PA",2
"1372","Erwin, TN",1
"1373","Escalon, CA",1
"1374","Escondido, CA",8
"1375","Espanola, NM",4
"1376","Essex, MD",3
"1377","Essex, MT",1
"1378","Estancia, NM",1
"1379","Ester, AK",1
"1380","Estero, FL",2
"1381","Estill Springs, TN",1
"1382","Ethel, LA",1
"1383","Ethete, WY",2
"1384","Etoile, TX",1
"1385","Etowah, TN",2
"1386","Euclid, OH",2
"1387","Eufaula, AL",2
"1388","Eufaula, OK",1
"1389","Eugene, OR",11
"1390","Euharlee, GA",1
"1391","Euless, TX",2
"1392","Eupora, MS",1
"1393","Eureka Springs, AR",1
"1394","Eureka, CA",6
"1395","Eureka, KS",1
"1396","Eureka, MO",1
"1397","Eureka, NV",1
"1398","Eustis, FL",3
"1399","Eutawville, SC",1
"1400","Evans, CO",6
"1401","Evanston, IL",2
"1402","Evanston, WY",1
"1403","Evansville, IN",18
"1404","Evansville, WY",1
"1405","Everett, MA",2
"1406","Everett, WA",8
"1407","Evergreen, AL",1
"1408","Evergreen, CO",1
"1409","Evergreen, LA",1
"1410","Everton, MO",1
"1411","Excelsior Springs, MO",2
"1412","Excelsior, MN",1
"1413","Exeter, CA",1
"1414","Fair Haven, VT",1
"1415","Fair Oaks, CA",4
"1416","Fair Oaks, OK",1
"1417","Fair Play, MO",1
"1418","Fairbanks, AK",13
"1419","Fairborn, OH",1
"1420","Fairburn, GA",2
"1421","Fairchance, PA",1
"1422","Fairchild, WI",1
"1423","Fairfax, OK",1
"1424","Fairfield Township, MI",1
"1425","Fairfield Township, OH",1
"1426","Fairfield, CA",5
"1427","Fairfield, CT",1
"1428","Fairfield, OH",3
"1429","Fairfield, TX",1
"1430","Fairfield, UT",1
"1431","Fairhaven, MA",1
"1432","Fairhope, AL",2
"1433","Fairland, OK",1
"1434","Fairlea, WV",1
"1435","Fairmont, MN",1
"1436","Fairmont, WV",1
"1437","Fairview, AK",2
"1438","Fairview, OH",1
"1439","Fairview, TN",2
"1440","Falcon Heights, MN",1
"1441","Falcon, MO",1
"1442","Falfurrias, TX",1
"1443","Fall River, MA",3
"1444","Fallbrook, CA",2
"1445","Fallon, NV",1
"1446","Falls Church, VA",1
"1447","Falls City, TX",1
"1448","Falmouth, ME",1
"1449","Far West Side, TX",1
"1450","Fargo, ND",3
"1451","Farmer, SD",1
"1452","Farmersville, CA",1
"1453","Farmingdale, NJ",1
"1454","Farmington, AR",1
"1455","Farmington, CT",1
"1456","Farmington, NM",11
"1457","Farmington, UT",4
"1458","Farmville, VA",1
"1459","Fawn, PA",1
"1460","Fayette, MS",1
"1461","Fayetteville, AR",5
"1462","Fayetteville, GA",1
"1463","Fayetteville, NC",19
"1464","Federal Heights, CO",2
"1465","Federal Way, WA",11
"1466","Fenton, MO",1
"1467","Ferguson, MO",4
"1468","Fernandina Beach, FL",2
"1469","Ferry Pass, FL",1
"1470","Festus, MO",2
"1471","Fife Lake, MI",1
"1472","Fife, WA",3
"1473","Filer, ID",1
"1474","Fillmore, CA",1
"1475","Findlay, OH",2
"1476","Fishers, IN",1
"1477","Fisty, KY",1
"1478","Fitchburg, WI",1
"1479","Flagstaff, AZ",10
"1480","Flat Lick, KY",1
"1481","Flatwoods, KY",2
"1482","Flemington, GA",1
"1483","Fletcher, NC",2
"1484","Flint Township, MI",1
"1485","Flint, MI",8
"1486","Flint, TX",1
"1487","Floral City, FL",3
"1488","Florence, AL",4
"1489","Florence, KY",1
"1490","Florence, MS",4
"1491","Florence, OR",1
"1492","Florence, SC",6
"1493","Floresville, TX",3
"1494","Florissant, MO",3
"1495","Flossmoor, IL",1
"1496","Flowery Branch, GA",1
"1497","Flowood, MS",1
"1498","Floyd, IA",1
"1499","Flushing, NY",1
"1500","Follansbee, WV",2
"1501","Follett, TX",1
"1502","Folsom, CA",1
"1503","Fond du Lac, WI",1
"1504","Fonde, KY",1
"1505","Fontana, CA",17
"1506","Fordoche, LA",1
"1507","Fords, NJ",1
"1508","Forest City, NC",1
"1509","Forest Hill, MD",1
"1510","Forest Hill, TX",1
"1511","Forest Hills, PA",1
"1512","Forest Lake, MN",1
"1513","Forest Park, GA",3
"1514","Forest Park, IL",2
"1515","Forest, MS",1
"1516","Foresthill, CA",1
"1517","Fork Union, VA",1
"1518","Forksville, PA",1
"1519","Forrest City, AR",2
"1520","Fort Ashby, WV",1
"1521","Fort Atkinson, WI",1
"1522","Fort Belvoir, VA",1
"1523","Fort Chiswell, VA",1
"1524","Fort Collins, CO",12
"1525","Fort Dodge, IA",2
"1526","Fort George Meade, MD",1
"1527","Fort Gibson, OK",1
"1528","Fort Hall, ID",2
"1529","Fort Hunt, VA",1
"1530","Fort Knox, KY",1
"1531","Fort Lauderdale, FL",18
"1532","Fort Lee, NJ",2
"1533","Fort Littleton, PA",1
"1534","Fort Lupton, CO",2
"1535","Fort Madison, IA",3
"1536","Fort McCoy, FL",1
"1537","Fort McKavett, TX",1
"1538","Fort Meyers, FL",1
"1539","Fort Mill, SC",1
"1540","Fort Mohave, AZ",1
"1541","Fort Morgan, CO",2
"1542","Fort Myers Beach, FL",1
"1543","Fort Myers, FL",6
"1544","Fort Peck, MT",1
"1545","Fort Pierce, FL",9
"1546","Fort Ripley, MN",1
"1547","Fort Smith, AR",3
"1548","Fort Stockton, TX",1
"1549","Fort Sumner, NM",1
"1550","Fort Thompson, SD",1
"1551","Fort Totten, ND",2
"1552","Fort Towson, OK",1
"1553","Fort Valley, GA",2
"1554","Fort Walton Beach, FL",5
"1555","Fort Washington, MD",1
"1556","Fort Wayne, IN",17
"1557","Fort Worth, TX",48
"1558","Fort Yates, ND",1
"1559","Foster Township, PA",1
"1560","Fountain Hills, AZ",1
"1561","Fountain Inn, SC",1
"1562","Fountain Valley, CA",2
"1563","Fountain, CO",3
"1564","Fountain, FL",2
"1565","Fox Lake, IL",1
"1566","Frametown, WV",1
"1567","Francesville, IN",1
"1568","Frankfort, IN",1
"1569","Frankfort, KY",1
"1570","Franklin Township, PA",1
"1571","Franklin, KY",1
"1572","Franklin, LA",1
"1573","Franklin, NC",2
"1574","Franklin, NH",1
"1575","Franklin, TN",2
"1576","Franklin, WI",2
"1577","Franklinton, NC",1
"1578","Franklinton, OH",1
"1579","Frederic, MI",1
"1580","Frederica, DE",1
"1581","Frederick, CO",1
"1582","Frederick, MD",4
"1583","Fredericksburg, TX",1
"1584","Fredericksburg, VA",5
"1585","Fredonia, NY",1
"1586","Fredricktown, MO",1
"1587","Freehold Township, PA",1
"1588","Freeport, FL",1
"1589","Freeport, TX",2
"1590","Fremont, CA",8
"1591","Fremont, NE",1
"1592","French Lick, IN",1
"1593","Fresno, CA",49
"1594","Fresno, TX",1
"1595","Friant, CA",1
"1596","Fridley, MN",1
"1597","Friendly Hills, CO",1
"1598","Friendswood, TX",2
"1599","Frisco, TX",2
"1600","Fritch, TX",1
"1601","Frog, TX",1
"1602","Front Royal, VA",1
"1603","Frostproof, FL",2
"1604","Fruita, CO",2
"1605","Fruithurst, AL",1
"1606","Fruitland Park, FL",1
"1607","Fryeburg, ME",1
"1608","Ft. Lauderdale, FL",1
"1609","Fullerton, CA",10
"1610","Fulshear, TX",1
"1611","Fulton, KY",1
"1612","Fulton, MO",2
"1613","Fuquay-Varina, NC",1
"1614","Gadsden, AL",4
"1615","Gadsden, AZ",1
"1616","Gaffney, SC",2
"1617","Gahanna, OH",1
"1618","Gainesville, FL",6
"1619","Gainesville, GA",6
"1620","Gaithersburg , MD",7
"1621","Galax, VA",1
"1622","Galesburg, MI",2
"1623","Gallatin, TN",2
"1624","Gallup, NM",2
"1625","Galveston, TX",6
"1626","Garden City, ID",2
"1627","Garden City, IN",1
"1628","Garden City, KS",1
"1629","Garden City, MI",2
"1630","Garden City, MO",2
"1631","Garden Grove, CA",6
"1632","Garden Plain, KS",1
"1633","Gardena, CA",6
"1634","Gardernville, NV",1
"1635","Gardner, KS",1
"1636","Gardnerville, NV",2
"1637","Garfield Heights, OH",1
"1638","Garland, TX",9
"1639","Gary, IN",10
"1640","Gaston, NC",1
"1641","Gastonia, NC",7
"1642","Gate City, VA",1
"1643","Gates, NY",1
"1644","Gates, OR",1
"1645","Gautier, MS",1
"1646","Gaylord, MI",1
"1647","Geary, OK",1
"1648","Genesee Township, MI",1
"1649","Geneseo, IL",1
"1650","Geneseo, NY",1
"1651","Geneva, IL",2
"1652","Geneva, OH",1
"1653","Geneva, WI",1
"1654","Genoa, WI",1
"1655","Georgetown, KY",6
"1656","Georgetown, SC",1
"1657","Georgetown, TX",1
"1658","Germantown, MD",1
"1659","Germantown, TN",2
"1660","Germantown, WI",1
"1661","Gerrardstown, WV",1
"1662","Gettysburg, PA",1
"1663","Ghent, KY",1
"1664","Gibson, LA",1
"1665","Giddings, TX",1
"1666","Gila Bend, AZ",1
"1667","Gila River Indian Community, AZ",2
"1668","Gilbert, AZ",5
"1669","Gilbert, MN",1
"1670","Gilford Township, MI",1
"1671","Gilford Township, NH",1
"1672","Gill, CO",1
"1673","Gillette, WY",4
"1674","Gillsville, GA",1
"1675","Gilmer, TX",1
"1676","Gilroy, CA",4
"1677","Girard, OH",2
"1678","Girardville, PA",1
"1679","Glade Spring, VA",2
"1680","Gladewater, TX",1
"1681","Gladstone, MO",2
"1682","Glasgow, KY",2
"1683","Glasgow, MT",1
"1684","Glen Allen, VA",1
"1685","Glen Burnie, MD",3
"1686","Glen Carbon, IL",1
"1687","Glen Rose, TX",1
"1688","Glen Saint Mary, FL",1
"1689","Glen St. Mary, FL",1
"1690","Glendale Heights, IL",1
"1691","Glendale, AZ",26
"1692","Glendale, CA",1
"1693","Glendale, CO",1
"1694","Glendora, CA",2
"1695","Glenn Heights, TX",1
"1696","Glennonville, MO",1
"1697","Glennville, GA",1
"1698","Glenoma, WA",1
"1699","Glenpool, OK",1
"1700","Glenshaw, PA",1
"1701","Glenwood Springs, CO",2
"1702","Glenwood, AR",1
"1703","Glenwood, GA",1
"1704","Globe, AZ",2
"1705","Gloster, MS",1
"1706","Gloucester, VA",1
"1707","Gluckstadt, MS",1
"1708","Gobles, MI",1
"1709","Goddard, KS",1
"1710","Goetz, WI",1
"1711","Goetzville, MI",1
"1712","Golconda, IL",2
"1713","Golden Hills, CA",1
"1714","Golden Valley, AZ",2
"1715","Golden Valley, NV",1
"1716","Golden, CO",2
"1717","Golden, MS",1
"1718","Goldonna, LA",1
"1719","Goleta, CA",2
"1720","Gonzales, TX",1
"1721","Gooding, ID",1
"1722","Goodman, WI",1
"1723","Goodview, VA",1
"1724","Goodyear, AZ",5
"1725","Goose Creek, SC",2
"1726","Gordo, AL",1
"1727","Gordon, GA",1
"1728","Gordon, WI",1
"1729","Gorham, ME",1
"1730","Goshen, IN",1
"1731","Gower, MO",1
"1732","Grafton, OH",1
"1733","Grafton, WI",1
"1734","Grafton, WV",1
"1735","Graham, NC",2
"1736","Graham, TX",2
"1737","Graham, WA",5
"1738","Grainfield, KS",1
"1739","Granbury, TX",1
"1740","Grand Chute, WI",1
"1741","Grand Forks, ND",1
"1742","Grand Haven, MI",1
"1743","Grand Island, NE",2
"1744","Grand Junction, CO",11
"1745","Grand Ledge, MI",2
"1746","Grand Prairie, TX",7
"1747","Grand Rapids, MI",3
"1748","Grand Rapids, WI",2
"1749","Grand Ronde, OR",1
"1750","Grand Terrace, CA",1
"1751","Grandview, MO",2
"1752","Grandview, WA",1
"1753","Grandville, MI",1
"1754","Granger, IN",1
"1755","Granite City, IL",1
"1756","Granite Falls, NC",1
"1757","Graniteville, SC",1
"1758","Grant-Valkaria, FL",2
"1759","Grant, OK",2
"1760","Granton, WI",1
"1761","Grants Pass, OR",6
"1762","Grantsboro, NC",1
"1763","Grantsville, UT",2
"1764","Grantville, GA",1
"1765","Grapeview, WA",1
"1766","Grapevine, TX",2
"1767","Grass Valley, CA",2
"1768","Gray Court, SC",1
"1769","Gray, KY",4
"1770","Gray, TN",1
"1771","Grayson, KY",1
"1772","Great Falls, MT",8
"1773","Great Neck, NY",1
"1774","Greece, NY",1
"1775","Greeley, CO",13
"1776","Green Bay, WI",7
"1777","Green Cove Springs, FL",1
"1778","Green Forest, AR",1
"1779","Green Mountain, NC",1
"1780","Green Ridge, MO",1
"1781","Green Valley, AZ",1
"1782","Green, OH",1
"1783","Greenacres, FL",1
"1784","Greenacres, WA",1
"1785","Greenback, TN",1
"1786","Greenbelt, MD",1
"1787","Greenbrae, CA",1
"1788","Greene Township, PA",1
"1789","Greeneville, TN",2
"1790","Greenfield, IN",3
"1791","Greenfield, MO",1
"1792","Greenfield, WI",1
"1793","Greensboro, MD",1
"1794","Greensboro, NC",11
"1795","Greensburg, KY",1
"1796","Greensburg, PA",4
"1797","Greenville, GA",1
"1798","Greenville, KY",1
"1799","Greenville, MS",5
"1800","Greenville, NC",7
"1801","Greenville, SC",15
"1802","Greenville, TN",2
"1803","Greenville, TX",1
"1804","Greenwood Village, CO",1
"1805","Greenwood, IN",3
"1806","Greenwood, SC",1
"1807","Greenwood, TX",1
"1808","Greer, SC",2
"1809","Grenada, MS",2
"1810","Gresham, OR",6
"1811","Gretna, FL",1
"1812","Gretna, LA",5
"1813","Gridley, CA",1
"1814","Griffin, GA",5
"1815","Grindstone Township, ME",1
"1816","Grindstone, PA",1
"1817","Grottoes, VA",1
"1818","Grove City, OH",1
"1819","Grove, OK",1
"1820","Groveland, CA",1
"1821","Groveport, OH",1
"1822","Grover Beach, CA",2
"1823","Groves, TX",1
"1824","Groveton, TX",1
"1825","Grovetown, GA",2
"1826","Gruetli-Laager, TN",1
"1827","Grundy, VA",1
"1828","Guadalupe, AZ",2
"1829","Guadalupe, CA",1
"1830","Guerneville, CA",3
"1831","Guffey, CO",1
"1832","Gulf Breeze, FL",1
"1833","Gulf Shores, AL",1
"1834","Gulfport, MS",14
"1835","Gunlock, KY",1
"1836","Gunnison, CO",1
"1837","Gurnee, IL",1
"1838","Guthrie, OK",2
"1839","Guymon, OK",3
"1840","Gwynn Oak, MD",1
"1841","Hacienda Heights, CA",2
"1842","Hackensack, NJ",2
"1843","Hackett, AR",1
"1844","Haddonfield, NJ",1
"1845","Hagan, GA",1
"1846","Hagar Township, MI",1
"1847","Hagerstown, MD",1
"1848","Hahnville, LA",1
"1849","Haines City, FL",1
"1850","Haleiwa, HI",1
"1851","Half Moon Bay, CA",2
"1852","Hallandale Beach, FL",4
"1853","Hallettsville, TX",1
"1854","Hallsville, TX",1
"1855","Haltom City, TX",1
"1856","Hamersville, OH",1
"1857","Hamilton Township, NJ",3
"1858","Hamilton Township, OH",1
"1859","Hamilton, AL",2
"1860","Hamilton, GA",1
"1861","Hamilton, MI",1
"1862","Hamilton, MS",1
"1863","Hamilton, MT",2
"1864","Hamilton, OH",4
"1865","Hamilton, TX",1
"1866","Hamlin, TX",1
"1867","Hammett, ID",2
"1868","Hammond, IN",2
"1869","Hammond, LA",5
"1870","Hampden Township, PA",1
"1871","Hampden, ME",1
"1872","Hampstead, NC",1
"1873","Hampton Township, MI",1
"1874","Hampton, GA",4
"1875","Hampton, NH",1
"1876","Hampton, VA",2
"1877","Hanceville, AL",1
"1878","Hancock, MA",1
"1879","Hanford, CA",3
"1880","Hanover, IN",1
"1881","Hanover, NM",1
"1882","Hanover, PA",2
"1883","Hapeville, GA",1
"1884","Happy Valley, OR",4
"1885","Harbeson, DE",1
"1886","Hardeeville, SC",2
"1887","Hardwick, NJ",2
"1888","Harker Heights, TX",2
"1889","Harlan, KY",3
"1890","Harlingen, TX",2
"1891","Harmony, IN",1
"1892","Harmony, NC",1
"1893","Harper, TX",1
"1894","Harriman, TN",1
"1895","Harrington, DE",1
"1896","Harris, MN",1
"1897","Harrisburg, OR",1
"1898","Harrisburg, PA",10
"1899","Harrison County, IN",1
"1900","Harrison, AR",1
"1901","Harrison, MI",1
"1902","Harrison, TN",1
"1903","Harrisonburg, VA",4
"1904","Hartford, AL",1
"1905","Hartford, CT",6
"1906","Hartford, ME",1
"1907","Hartford, VT",1
"1908","Harts, WV",1
"1909","Hartsdale, NY",1
"1910","Hartselle, AL",1
"1911","Hartsville, SC",2
"1912","Harvard, IL",1
"1913","Harvest, AL",1
"1914","Harvey, IL",2
"1915","Harvey, LA",3
"1916","Harwood, MD",1
"1917","Hastings, MN",1
"1918","Hattiesburg, MS",5
"1919","Haughton, LA",1
"1920","Havre De Grace, MD",2
"1921","Hawaiian Gardens, CA",1
"1922","Hawaiian Paradise Park, HI",1
"1923","Hawesville, KY",1
"1924","Hawkins, TX",2
"1925","Hawkins, WI",1
"1926","Hawthorne, CA",3
"1927","Hayden, AL",2
"1928","Haymarket, VA",1
"1929","Haynesville, AL",1
"1930","Hays, KS",1
"1931","Hays, MT",1
"1932","Haysville, KS",2
"1933","Hayti, MO",2
"1934","Hayward, CA",11
"1935","Haywood, CA",1
"1936","Hazard, KY",2
"1937","Hazel Crest, IL",1
"1938","Hazel Dell South, WA",1
"1939","Hazel Dell, WA",2
"1940","Hazel Green, AL",1
"1941","Hazel Green, KY",1
"1942","Hazelhurst, GA",1
"1943","Hazelton, ID",1
"1944","Hazelwood, MO",1
"1945","Hazleton, PA",3
"1946","Headland, AL",1
"1947","Healdsburg, CA",1
"1948","Healdton, OK",1
"1949","Healy, AK",1
"1950","Hearne, TX",1
"1951","Heartland, TX",1
"1952","Hebbronville, TX",1
