"","GEOID","NAME","population","BlackPop","BlackPov","Bachelors","Pop25Plus","Masters","ProfDegree","Doctorate","CollegeStudents","PLACEFIPS","ProtestTotal","PostGFProtestCount","VictimsCount","BlackVictimCount","VictimCountPreGF","BlackVictimCountPreGF","VictimsPreGF2020","VictimHighThreat","AntiTrumpProtestPreGFCount","CollegeEdTotal","EduRate","BlackPopPct","BlackPovRate"
"979","0648641","Mono Vista CDP, California",3446,21,21,431,2715,81,28,0,193,"0648641",NA,NA,NA,NA,NA,NA,NA,NA,NA,540,0.198895027624309,0.00609402205455601,1
"980","0621026","East Quincy CDP, California",2210,0,0,88,1737,73,0,0,26,"0621026",NA,NA,NA,NA,NA,NA,NA,NA,NA,161,0.0926885434657455,0,NA
"981","0645050","Madera Acres CDP, California",9857,204,204,759,6232,68,14,18,661,"0645050",NA,NA,NA,NA,NA,NA,NA,NA,NA,859,0.137836970474968,0.020695952115248,1
"982","0655842","Parkwood CDP, California",2183,18,18,89,1079,20,0,0,61,"0655842",NA,NA,NA,NA,NA,NA,NA,NA,NA,109,0.101019462465246,0.00824553366926248,1
"983","0648480","Mokelumne Hill CDP, California",691,0,0,65,511,50,0,0,0,"0648480",NA,NA,NA,NA,NA,NA,NA,NA,NA,115,0.225048923679061,0,NA
"984","0621188","East Sonora CDP, California",2278,0,0,304,1958,128,39,28,59,"0621188",NA,NA,NA,NA,NA,NA,NA,NA,NA,499,0.25485188968335,0,NA
"985","0651812","North Edwards CDP, California",880,50,50,39,681,25,0,0,52,"0651812",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,0.0939794419970631,0.0568181818181818,1
"986","0645736","Maricopa city, California",1229,0,0,26,758,0,0,0,18,"0645736",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,0.0343007915567282,0,NA
"987","0660704","Ridgecrest city, California",28755,1233,1223,3752,18900,1401,89,119,1795,"0660704",10,5,3,NA,1,NA,NA,1,8,5361,0.283650793650794,0.0428794992175274,0.991889699918897
"988","0683948","Weldon CDP, California",2321,54,54,135,1776,86,0,0,73,"0683948",NA,NA,NA,NA,NA,NA,NA,NA,NA,221,0.124436936936937,0.023265833692374,1
"989","0646702","Meiners Oaks CDP, California",3569,18,18,660,2686,211,89,18,213,"0646702",NA,NA,NA,NA,NA,NA,NA,NA,NA,978,0.364110201042442,0.00504342953208182,1
"990","0653182","Oak View CDP, California",4598,0,0,784,3288,160,38,81,297,"0653182",NA,NA,NA,NA,NA,NA,NA,NA,NA,1063,0.323296836982968,0,NA
"991","0657372","Piru CDP, California",1805,41,41,54,1109,13,9,15,72,"0657372",NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0.0820559062218215,0.0227146814404432,1
"992","0607162","Blue Lake city, California",902,0,0,163,773,106,14,0,23,"0607162",NA,NA,NA,NA,NA,NA,NA,NA,NA,283,0.366106080206986,0,NA
"993","0617722","Cutten CDP, California",2919,30,28,781,2120,284,81,0,98,"0617722",NA,NA,NA,NA,NA,NA,NA,NA,NA,1146,0.540566037735849,0.0102774922918808,0.933333333333333
"994","0623910","Ferndale city, California",1377,0,0,175,947,98,29,0,63,"0623910",NA,NA,NA,NA,NA,NA,NA,NA,NA,302,0.318901795142555,0,NA
"995","0636126","Hydesville CDP, California",1063,0,0,103,836,14,37,0,70,"0636126",NA,NA,NA,NA,NA,NA,NA,NA,NA,154,0.184210526315789,0,NA
"996","0602252","Antioch city, California",111200,23873,23749,10793,72732,3359,725,329,6735,"0602252",4,11,10,4,3,1,NA,NA,3,15206,0.209068910520816,0.214685251798561,0.994805847610271
"997","0614232","Clyde CDP, California",792,0,0,93,614,20,15,0,50,"0614232",NA,NA,NA,NA,NA,NA,NA,NA,NA,128,0.208469055374593,0,NA
"998","0638086","Kensington CDP, California",5329,124,124,1486,4047,1083,454,428,123,"0638086",NA,NA,NA,NA,NA,NA,NA,NA,NA,3451,0.852730417593279,0.0232689059861137,1
"999","0638772","Knightsen CDP, California",1176,0,0,152,877,12,0,0,49,"0638772",NA,NA,NA,NA,NA,NA,NA,NA,NA,164,0.187001140250855,0,NA
"1000","0654232","Orinda city, California",19646,229,219,5694,14230,3436,1707,910,765,"0654232",2,1,NA,NA,NA,NA,NA,NA,2,11747,0.825509486999297,0.0116563168074926,0.956331877729258
"1001","0639570","Lake Isabella CDP, California",3495,0,0,226,2644,28,0,0,137,"0639570",1,NA,NA,NA,NA,NA,NA,NA,1,254,0.0960665658093797,0,NA
"1002","0604926","Bella Vista CDP, California",2427,26,26,209,1852,137,4,15,94,"0604926",NA,NA,NA,NA,NA,NA,NA,NA,NA,365,0.197084233261339,0.0107128141738772,1
"1003","0606928","Blackhawk CDP, California",9604,161,161,2885,7050,1307,361,392,466,"0606928",1,NA,NA,NA,NA,NA,NA,NA,NA,4945,0.701418439716312,0.0167638483965015,1
"1004","0606935","Blacklake CDP, California",850,0,0,226,805,140,39,35,56,"0606935",NA,NA,NA,NA,NA,NA,NA,NA,NA,440,0.546583850931677,0,NA
"1005","0607512","Boonville CDP, California",947,56,52,56,645,55,18,0,80,"0607512",3,NA,NA,NA,NA,NA,NA,NA,3,129,0.2,0.0591341077085533,0.928571428571429
"1006","0109016","Brantley town, Alabama",1005,516,516,104,635,41,0,0,50,"0109016",NA,NA,NA,NA,NA,NA,NA,NA,NA,145,0.228346456692913,0.513432835820895,1
"1007","0120008","Deatsville town, Alabama",1679,369,369,220,1049,70,6,3,65,"0120008",NA,NA,NA,NA,NA,NA,NA,NA,NA,299,0.285033365109628,0.219773674806432,1
"1008","0118040","Courtland town, Alabama",760,369,369,24,515,21,6,0,5,"0118040",NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0.0990291262135922,0.485526315789474,1
"1009","0101228","Aliceville city, Alabama",2362,1893,1893,165,1616,57,3,0,74,"0101228",NA,NA,NA,NA,NA,NA,NA,NA,NA,225,0.139232673267327,0.801439458086368,1
"1010","0151000","Montgomery city, Alabama",199783,121467,117193,25433,131319,13024,3006,1583,12017,"0151000",54,21,8,4,4,2,1,3,33,43046,0.327797196140696,0.60799467422153,0.964813488437189
"1011","0128312","Frisco City town, Alabama",1539,744,744,32,985,65,4,0,33,"0128312",NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.10253807106599,0.483430799220273,1
"1012","0109208","Brewton city, Alabama",5240,2119,1993,564,3707,206,28,18,120,"0109208",NA,NA,NA,NA,NA,NA,NA,NA,NA,816,0.220124089560291,0.404389312977099,0.940537989617744
"1013","0126824","Flomaton town, Alabama",1652,558,558,62,1096,36,0,0,38,"0126824",NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0.0894160583941606,0.337772397094431,1
"1014","0157576","Oxford city, Alabama",21323,3104,3049,1934,14307,954,202,192,634,"0157576",1,NA,4,1,1,NA,NA,1,1,3282,0.229398196686936,0.145570510716128,0.982280927835051
"1015","0118088","Cowarts town, Alabama",2142,282,282,122,1421,78,0,0,73,"0118088",NA,NA,NA,NA,NA,NA,NA,NA,NA,200,0.140745953553835,0.131652661064426,1
"1016","0162496","Prichard city, Alabama",21773,19523,19112,861,13671,357,17,21,1386,"0162496",3,NA,2,1,1,1,NA,NA,NA,1256,0.0918733084631702,0.896661002158637,0.978947907596169
"1017","0168352","Satsuma city, Alabama",6159,476,463,641,4316,276,11,11,214,"0168352",NA,NA,NA,NA,NA,NA,NA,NA,NA,939,0.217562557924004,0.0772852735833739,0.972689075630252
"1018","0151456","Morris town, Alabama",1841,41,41,292,1345,103,11,6,94,"0151456",NA,NA,NA,NA,NA,NA,NA,NA,NA,412,0.30631970260223,0.022270505160239,1
"1019","0161008","Pleasant Grove city, Alabama",9651,5480,5408,1001,6922,528,103,53,280,"0161008",NA,NA,NA,NA,NA,NA,NA,NA,NA,1685,0.243426755273042,0.567816806548544,0.986861313868613
"1020","0129992","Glencoe city, Alabama",5077,123,123,450,3718,316,82,90,234,"0129992",NA,NA,NA,NA,NA,NA,NA,NA,NA,938,0.252286175363098,0.0242269056529447,1
"1021","0135392","Hokes Bluff city, Alabama",4286,0,0,372,2946,141,19,15,274,"0135392",NA,NA,NA,NA,NA,NA,NA,NA,NA,547,0.185675492192804,0,NA
"1022","0103220","Autaugaville town, Alabama",963,704,704,35,724,14,3,9,10,"0103220",NA,NA,NA,NA,NA,NA,NA,NA,NA,61,0.0842541436464088,0.731048805815161,1
"1023","0102116","Arab city, Alabama",8293,64,55,863,5741,414,47,14,287,"0102116",1,NA,1,NA,NA,NA,NA,NA,1,1338,0.233060442431632,0.00771735198360063,0.859375
"1024","0158896","Pell City city, Alabama",13781,1472,1419,1327,9788,412,77,0,264,"0158896",NA,NA,NA,NA,NA,NA,NA,NA,NA,1816,0.185533306089089,0.106813729047239,0.963994565217391
"1025","0166216","Rogersville town, Alabama",1424,103,103,150,993,33,3,0,61,"0166216",NA,NA,NA,NA,NA,NA,NA,NA,NA,186,0.187311178247734,0.0723314606741573,1
"1026","0169648","Sheffield city, Alabama",8986,2234,2219,839,6507,378,48,25,238,"0169648",NA,NA,NA,NA,NA,NA,NA,NA,NA,1290,0.198248040571692,0.24860894725128,0.993285586392122
"1027","0109424","Brilliant town, Alabama",923,17,17,7,633,4,0,0,29,"0109424",NA,NA,NA,NA,NA,NA,NA,NA,NA,11,0.0173775671406003,0.0184182015167931,1
"1028","0133472","Harvest CDP, Alabama",5819,1154,1154,806,3815,495,0,37,380,"0133472",1,NA,1,1,NA,NA,NA,NA,1,1338,0.350720838794233,0.19831586183193,1
"1029","0124808","Evergreen city, Alabama",3646,2330,2306,175,2434,71,0,50,0,"0124808",NA,NA,NA,NA,NA,NA,NA,NA,NA,296,0.121610517666393,0.639056500274273,0.989699570815451
"1030","0122216","East Brewton city, Alabama",2917,690,690,95,2083,35,5,0,96,"0122216",NA,NA,NA,NA,NA,NA,NA,NA,NA,135,0.0648103696591455,0.236544394926294,1
"1031","0103076","Auburn city, Alabama",64054,11760,10998,9942,31641,5354,980,2066,18143,"0103076",8,6,3,2,NA,NA,NA,NA,7,18342,0.579690907367024,0.183595091641428,0.935204081632653
"1032","0157048","Opelika city, Alabama",30232,12711,12480,3342,20676,2039,512,242,1630,"0157048",2,3,4,3,NA,NA,NA,NA,1,6135,0.296720835751596,0.420448531357502,0.981826764219967
"1033","0142160","Leighton town, Alabama",971,468,468,37,722,27,1,0,2,"0142160",NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0.0900277008310249,0.481977342945417,1
"1034","0127640","Fort Rucker CDP, Alabama",5311,732,552,638,2406,227,0,9,534,"0127640",NA,NA,NA,NA,NA,NA,NA,NA,NA,874,0.363258520365752,0.137827151195632,0.754098360655738
"1035","0148400","Midland City town, Alabama",1961,618,613,140,1143,0,11,8,105,"0148400",2,NA,1,NA,NA,NA,NA,NA,1,159,0.139107611548556,0.315145334013259,0.991909385113269
"1036","0129464","Geneva city, Alabama",4340,804,769,214,3136,185,0,0,200,"0129464",NA,NA,NA,NA,NA,NA,NA,NA,NA,399,0.127232142857143,0.185253456221198,0.956467661691542
"1037","0138248","Jacksons' Gap town, Alabama",698,62,62,27,583,5,2,0,2,"0138248",NA,NA,NA,NA,NA,NA,NA,NA,NA,34,0.0583190394511149,0.0888252148997135,1
"1038","0146504","Maplesville town, Alabama",636,134,134,28,421,8,4,2,9,"0146504",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,0.0997624703087886,0.210691823899371,1
"1039","0156400","Odenville town, Alabama",3848,79,79,405,2652,106,11,30,135,"0156400",NA,NA,NA,NA,NA,NA,NA,NA,NA,552,0.20814479638009,0.0205301455301455,1
"1040","0110240","Brundidge city, Alabama",2345,1523,1515,124,1525,82,12,1,168,"0110240",NA,NA,NA,NA,NA,NA,NA,NA,NA,219,0.143606557377049,0.649466950959488,0.994747209455023
"1041","0165040","Roanoke city, Alabama",5926,2725,2673,479,4242,223,14,21,105,"0165040",NA,NA,NA,NA,NA,NA,NA,NA,NA,737,0.173738802451674,0.459838002024975,0.98091743119266
"1042","0567490","Stuttgart city, Arkansas",8720,3163,3143,605,5968,194,17,74,207,"0567490",NA,NA,NA,NA,NA,NA,NA,NA,NA,890,0.149128686327078,0.362729357798165,0.993676889029402
"1043","0122816","Eclectic town, Alabama",1309,250,250,94,782,21,9,0,49,"0122816",NA,NA,NA,NA,NA,NA,NA,NA,NA,124,0.158567774936061,0.190985485103132,1
"1044","0553390","Paragould city, Arkansas",28568,825,718,2296,18782,987,119,59,1263,"0553390",NA,NA,NA,NA,NA,NA,NA,NA,NA,3461,0.184272175487169,0.0288784654158499,0.87030303030303
"1045","0551560","Ola city, Arkansas",1193,6,6,41,928,25,0,0,46,"0551560",NA,NA,NA,NA,NA,NA,NA,NA,NA,66,0.0711206896551724,0.00502933780385583,1
"1046","0419740","Doney Park CDP, Arizona",5021,0,0,866,3531,484,49,43,312,"0419740",NA,NA,NA,NA,NA,NA,NA,NA,NA,1442,0.408382894364203,0,NA
"1047","0419790","Donovan Estates CDP, Arizona",1394,0,0,0,862,0,0,0,42,"0419790",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1048","0421980","Elephant Head CDP, Arizona",844,0,0,27,580,13,0,3,5,"0421980",NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0.0741379310344828,0,NA
"1049","0422400","El Prado Estates CDP, Arizona",530,0,0,0,234,0,0,0,40,"0422400",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA
"1050","0424895","Fort Mohave CDP, Arizona",15593,215,215,981,12207,414,94,36,248,"0424895",NA,NA,NA,NA,NA,NA,NA,NA,NA,1525,0.124928319816499,0.0137882383120631,1
"1051","0425045","Fort Valley CDP, Arizona",1257,0,0,430,943,99,123,70,20,"0425045",NA,NA,NA,NA,NA,NA,NA,NA,NA,722,0.765641569459173,0,NA
"1052","0577090","Wynne city, Arkansas",7934,2324,2282,593,5294,298,21,4,276,"0577090",NA,NA,NA,NA,NA,NA,NA,NA,NA,916,0.173026067245939,0.292916561633476,0.981927710843373
"1053","0519990","Dumas city, Arkansas",4173,2357,2338,301,2692,108,36,33,87,"0519990",NA,NA,NA,NA,NA,NA,NA,NA,NA,478,0.177563150074294,0.564821471363527,0.991938905388205
"1054","0533310","Horatio city, Arkansas",989,11,11,21,566,23,0,0,21,"0533310",NA,NA,NA,NA,NA,NA,NA,NA,NA,44,0.0777385159010601,0.0111223458038423,1
"1055","0502470","Ash Flat city, Arkansas",1144,21,0,52,926,5,8,4,22,"0502470",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,0.0745140388768898,0.0183566433566434,0
"1056","0555610","Piney CDP, Arkansas",4521,375,375,328,3228,69,60,16,187,"0555610",NA,NA,NA,NA,NA,NA,NA,NA,NA,473,0.146530359355638,0.0829462508294625,1
"1057","0541270","London city, Arkansas",769,7,7,69,576,38,0,7,29,"0541270",NA,NA,NA,NA,NA,NA,NA,NA,NA,114,0.197916666666667,0.00910273081924577,1
"1058","0546970","Morrilton city, Arkansas",6645,1149,1148,360,4354,174,31,57,287,"0546970",NA,NA,NA,NA,NA,NA,NA,NA,NA,622,0.142857142857143,0.172911963882619,0.999129677980853
"1059","0544780","Maynard town, Arkansas",509,0,0,20,305,0,0,0,24,"0544780",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0.0655737704918033,0,NA
"1060","0529920","Hardy city, Arkansas",597,0,0,19,515,14,0,0,0,"0529920",NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0.0640776699029126,0,NA
"1061","0533370","Horseshoe Bend city, Arkansas",2587,0,0,150,1919,71,16,4,38,"0533370",NA,NA,NA,NA,NA,NA,NA,NA,NA,241,0.12558624283481,0,NA
"1062","0543610","Malvern city, Arkansas",10920,3057,2471,635,8564,165,76,24,344,"0543610",NA,NA,NA,NA,NA,NA,NA,NA,NA,900,0.105091078935077,0.279945054945055,0.808308799476611
"1063","0527970","Grannis city, Arkansas",624,0,0,22,452,15,0,3,21,"0527970",NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.0884955752212389,0,NA
"1064","0575500","Wickes town, Arkansas",1033,4,4,29,534,12,2,0,29,"0575500",NA,NA,NA,NA,NA,NA,NA,NA,NA,43,0.0805243445692884,0.00387221684414327,1
"1065","0502590","Atkins city, Arkansas",3048,0,0,283,1908,73,16,27,108,"0502590",NA,NA,NA,NA,NA,NA,NA,NA,NA,399,0.209119496855346,0,NA
"1066","0563710","Sheridan city, Arkansas",4846,143,104,550,3184,331,26,0,151,"0563710",NA,NA,NA,NA,NA,NA,NA,NA,NA,907,0.284861809045226,0.029508873297565,0.727272727272727
"1067","0531090","Heber Springs city, Arkansas",6992,56,36,475,4974,222,37,73,152,"0531090",NA,NA,NA,NA,NA,NA,NA,NA,NA,807,0.162243667068758,0.0080091533180778,0.642857142857143
"1068","0572380","Waldron city, Arkansas",3405,4,0,67,2126,71,19,0,40,"0572380",NA,NA,NA,NA,NA,NA,NA,NA,NA,157,0.0738476011288805,0.00117474302496329,0
"1069","0109328","Bridgeport city, Alabama",2106,109,109,101,1596,9,0,0,30,"0109328",NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0.068922305764411,0.0517568850902184,1
"1070","0125840","Fayette city, Alabama",4364,1132,1068,387,3154,67,31,10,215,"0125840",NA,NA,NA,NA,NA,NA,NA,NA,NA,495,0.156943563728599,0.259395050412466,0.943462897526502
"1071","0155440","Notasulga town, Alabama",1011,580,580,75,788,14,12,0,47,"0155440",NA,NA,NA,NA,NA,NA,NA,NA,NA,101,0.128172588832487,0.573689416419387,1
"1072","0103676","Baileyton town, Alabama",872,0,0,82,638,22,3,3,16,"0103676",NA,NA,NA,NA,NA,NA,NA,NA,NA,110,0.172413793103448,0,NA
"1073","0181528","West Point town, Alabama",614,0,0,47,396,10,2,0,7,"0181528",NA,NA,NA,NA,NA,NA,NA,NA,NA,59,0.148989898989899,0,NA
"1074","0124664","Eutaw town, Alabama",2676,1949,1892,205,1942,50,25,35,0,"0124664",NA,NA,NA,NA,NA,NA,NA,NA,NA,315,0.162203913491246,0.728325859491779,0.970754232939969
"1075","0126848","Florala town, Alabama",1551,253,253,81,1262,4,10,0,23,"0126848",NA,NA,NA,NA,NA,NA,NA,NA,NA,95,0.0752773375594295,0.163120567375887,1
"1076","0164104","Reform town, Alabama",1621,912,887,94,1116,25,2,8,80,"0164104",NA,NA,NA,NA,NA,NA,NA,NA,NA,129,0.115591397849462,0.562615669339914,0.972587719298246
"1077","0172600","Springville city, Alabama",4257,210,210,439,2890,226,15,73,94,"0172600",NA,NA,NA,NA,NA,NA,NA,NA,NA,753,0.260553633217993,0.0493305144467935,1
"1078","0173080","Stevenson town, Alabama",1705,407,407,102,1200,31,11,3,17,"0173080",NA,NA,NA,NA,NA,NA,NA,NA,NA,147,0.1225,0.238709677419355,1
"1079","0177904","Uniontown town, Alabama",1880,1704,1689,119,1206,24,0,13,53,"0177904",NA,NA,NA,NA,NA,NA,NA,NA,NA,156,0.129353233830846,0.906382978723404,0.991197183098592
"1080","0159760","Pike Road town, Alabama",9320,3008,3008,1810,6176,1093,367,167,287,"0159760",NA,NA,NA,NA,NA,NA,NA,NA,NA,3437,0.556509067357513,0.32274678111588,1
"1081","0138608","Jemison city, Alabama",2630,421,421,124,1596,84,11,0,55,"0138608",NA,NA,NA,NA,NA,NA,NA,NA,NA,219,0.137218045112782,0.160076045627376,1
"1082","0130640","Goodwater town, Alabama",1261,1000,978,58,860,30,0,0,10,"0130640",NA,NA,NA,NA,NA,NA,NA,NA,NA,88,0.102325581395349,0.793021411578113,0.978
"1083","0134096","Henagar city, Alabama",2184,0,0,24,1561,44,4,7,46,"0134096",1,NA,NA,NA,NA,NA,NA,NA,NA,79,0.0506085842408712,0,NA
"1084","0137465","Indian Springs Village city, Alabama",2549,85,85,687,1810,345,115,65,67,"0137465",NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,0.669613259668508,0.0333464103570027,1
"1085","0113264","Center Point city, Alabama",16353,11828,11784,1005,10283,435,44,40,527,"0113264",NA,NA,NA,NA,NA,NA,NA,NA,NA,1524,0.148205776524361,0.72329236225769,0.996280013527224
"1086","0160720","Pisgah town, Alabama",734,0,0,45,544,32,0,0,32,"0160720",NA,NA,NA,NA,NA,NA,NA,NA,NA,77,0.141544117647059,0,NA
"1087","0116264","Coffeeville town, Alabama",516,180,170,26,266,2,0,1,13,"0116264",NA,NA,NA,NA,NA,NA,NA,NA,NA,29,0.109022556390977,0.348837209302326,0.944444444444444
"1088","0107456","Blountsville town, Alabama",2262,22,22,96,1481,13,0,5,68,"0107456",NA,NA,NA,NA,NA,NA,NA,NA,NA,114,0.0769750168804862,0.00972590627763042,1
"1089","0143888","Locust Fork town, Alabama",1478,0,0,74,1060,10,9,3,23,"0143888",NA,NA,NA,NA,NA,NA,NA,NA,NA,96,0.090566037735849,0,NA
"1090","0171201","Smoke Rise CDP, Alabama",2101,0,0,120,1429,33,0,18,72,"0171201",NA,NA,NA,NA,NA,NA,NA,NA,NA,171,0.119664100769769,0,NA
"1091","0175960","Thomasville city, Alabama",3928,1873,1857,316,2961,92,23,0,26,"0175960",NA,NA,NA,NA,NA,NA,NA,NA,NA,431,0.145558932792975,0.47683299389002,0.99145755472504
"1092","0132968","Hanceville city, Alabama",3377,280,210,157,2451,87,0,0,339,"0132968",NA,NA,NA,NA,NA,NA,NA,NA,NA,244,0.0995512035903713,0.0829138288421676,0.75
"1093","0180496","Wedowee town, Alabama",820,299,265,66,604,23,8,0,9,"0180496",NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.160596026490066,0.364634146341463,0.88628762541806
"1094","0144608","Loxley town, Alabama",2501,173,153,313,1626,117,2,48,69,"0144608",1,NA,1,NA,NA,NA,NA,NA,1,480,0.29520295202952,0.069172331067573,0.884393063583815
"1095","0174400","Sylvania town, Alabama",2546,5,5,154,1578,40,9,24,74,"0174400",NA,NA,NA,NA,NA,NA,NA,NA,NA,227,0.143852978453739,0.00196386488609584,1
"1096","0171496","Somerville town, Alabama",547,37,37,34,435,25,4,2,2,"0171496",NA,NA,NA,NA,NA,NA,NA,NA,NA,65,0.149425287356322,0.0676416819012797,1
"1097","0155752","Oak Grove town, Alabama",562,63,63,12,452,12,3,4,0,"0155752",NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0.0685840707964602,0.112099644128114,1
"1098","0179008","Vincent town, Alabama",1918,459,459,74,1211,15,0,5,36,"0179008",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0.0776218001651528,0.239311783107404,1
"1099","0111680","Camp Hill town, Alabama",1196,1094,1094,28,607,25,4,3,156,"0111680",NA,NA,NA,NA,NA,NA,NA,NA,NA,60,0.0988467874794069,0.914715719063545,1
"1100","0129608","Geraldine town, Alabama",1116,2,2,101,762,92,4,0,33,"0129608",NA,NA,NA,NA,NA,NA,NA,NA,NA,197,0.258530183727034,0.0017921146953405,1
"1101","0162075","Powell town, Alabama",1261,47,47,33,911,17,8,0,20,"0162075",NA,NA,NA,NA,NA,NA,NA,NA,NA,58,0.0636663007683864,0.0372720063441713,1
"1102","0133448","Hartselle city, Alabama",14428,854,854,1639,9998,768,200,80,566,"0133448",NA,NA,NA,NA,NA,NA,NA,NA,NA,2687,0.26875375075015,0.0591904629886332,1
"1103","0148616","Mignon CDP, Alabama",850,281,281,37,586,9,0,0,61,"0148616",NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0.0784982935153584,0.330588235294118,1
"1104","0176824","Triana town, Alabama",868,554,554,138,661,47,4,2,32,"0176824",NA,NA,NA,NA,NA,NA,NA,NA,NA,191,0.288956127080182,0.638248847926267,1
"1105","0147740","Meadowbrook CDP, Alabama",9468,522,522,2529,6685,1085,196,152,233,"0147740",NA,NA,NA,NA,NA,NA,NA,NA,NA,3962,0.592670157068063,0.0551330798479087,1
"1106","0120296","Demopolis city, Alabama",6807,3547,3486,530,4574,347,55,38,398,"0120296",1,NA,1,NA,1,NA,NA,1,1,970,0.212068211630958,0.521081239900103,0.982802368198478
"1107","0136592","Huguley CDP, Alabama",2583,634,634,184,1875,46,0,0,95,"0136592",NA,NA,NA,NA,NA,NA,NA,NA,NA,230,0.122666666666667,0.245451025938831,1
"1108","0570700","Tyronza city, Arkansas",975,34,34,88,616,7,4,0,31,"0570700",NA,NA,NA,NA,NA,NA,NA,NA,NA,99,0.160714285714286,0.0348717948717949,1
"1109","0571960","Vilonia city, Arkansas",4469,38,38,390,2890,215,0,16,196,"0571960",NA,NA,NA,NA,NA,NA,NA,NA,NA,621,0.214878892733564,0.00850302081002461,1
"1110","0511410","Caraway city, Arkansas",1000,14,14,50,692,36,0,0,20,"0511410",NA,NA,NA,NA,NA,NA,NA,NA,NA,86,0.124277456647399,0.014,1
"1111","0518640","De Valls Bluff city, Arkansas",572,138,138,22,398,5,0,0,3,"0518640",NA,NA,NA,NA,NA,NA,NA,NA,NA,27,0.0678391959798995,0.241258741258741,1
"1112","0520200","Dyer city, Arkansas",713,0,0,65,504,12,9,4,33,"0520200",NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0.178571428571429,0,NA
"1113","0531190","Helena-West Helena city, Arkansas",10749,8299,8246,443,6656,207,45,54,308,"0531190",1,NA,2,2,2,2,NA,2,1,749,0.112530048076923,0.772071820634478,0.993613688396192
"1114","0513450","Cherokee Village city, Arkansas",4973,0,0,429,3668,121,17,20,142,"0513450",1,NA,NA,NA,NA,NA,NA,NA,1,587,0.160032715376227,0,NA
"1115","0575920","Wilson city, Arkansas",1017,254,254,105,675,35,16,0,25,"0575920",NA,NA,NA,NA,NA,NA,NA,NA,NA,156,0.231111111111111,0.249754178957719,1
"1116","0541090","Lockesburg city, Arkansas",679,15,15,24,432,20,2,0,14,"0541090",NA,NA,NA,NA,NA,NA,NA,NA,NA,46,0.106481481481481,0.0220913107511046,1
"1117","0524640","Fouke city, Arkansas",808,25,25,8,481,6,0,0,5,"0524640",NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.0291060291060291,0.0309405940594059,1
"1118","0500580","Alexander city, Arkansas",3168,648,648,319,1940,45,5,0,167,"0500580",NA,NA,NA,NA,NA,NA,NA,NA,NA,369,0.19020618556701,0.204545454545455,1
"1119","0505740","Bethel Heights city, Arkansas",2638,156,114,172,1505,41,2,0,93,"0505740",NA,NA,NA,NA,NA,NA,NA,NA,NA,215,0.142857142857143,0.0591357088703563,0.730769230769231
"1120","0518790","DeWitt city, Arkansas",3091,743,688,279,2024,35,10,8,60,"0518790",NA,NA,NA,NA,NA,NA,NA,NA,NA,332,0.16403162055336,0.240375283079909,0.925975773889637
"1121","0574540","West Memphis city, Arkansas",24823,14409,14151,1693,15455,356,148,86,930,"0574540",NA,NA,NA,NA,NA,NA,NA,NA,NA,2283,0.147719184729861,0.580469725657656,0.982094524255674
"1122","0546400","Monette city, Arkansas",1678,8,0,129,1368,16,4,3,31,"0546400",NA,NA,NA,NA,NA,NA,NA,NA,NA,152,0.111111111111111,0.00476758045292014,0
"1123","0507330","Blytheville city, Arkansas",14011,8745,8621,871,8675,484,71,149,390,"0507330",NA,NA,NA,NA,NA,NA,NA,NA,NA,1575,0.181556195965418,0.624152451645136,0.985820468839337
"1124","0504030","Batesville city, Arkansas",10706,490,400,1223,7006,337,130,92,874,"0504030",NA,NA,NA,NA,NA,NA,NA,NA,NA,1782,0.25435341136169,0.0457687278161778,0.816326530612245
"1125","0551060","Oak Grove Heights town, Arkansas",1165,0,0,60,730,29,0,2,44,"0551060",NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0.124657534246575,0,NA
"1126","0510570","Calico Rock city, Arkansas",2346,236,0,141,1736,9,0,17,88,"0510570",NA,NA,NA,NA,NA,NA,NA,NA,NA,167,0.0961981566820276,0.100596760443308,0
