"","PLACEFIPS","PostGFProtestCount"
"2884","4066800",2
"2885","4070300",6
"2886","4070350",1
"2887","4072100",6
"2888","4075000",41
"2889","4077850",1
"2890","4078500",1
"2891","4082150",2
"2892","4101000",7
"2893","4103050",5
"2894","4103150",3
"2895","4103800",3
"2896","4103850",1
"2897","4105350",8
"2898","4105800",28
"2899","4108650",5
"2900","4115250",5
"2901","4115350",1
"2902","4115800",13
"2903","4115950",2
"2904","4116950",2
"2905","4117700",2
"2906","4123500",2
"2907","4123800",3
"2908","4123850",84
"2909","4126050",7
"2910","4126200",6
"2911","4130550",5
"2912","4131250",9
"2913","4132050",2
"2914","4133700",5
"2915","4134100",5
"2916","4134900",5
"2917","4137550",1
"2918","4138000",1
"2919","4139700",8
"2920","4140350",4
"2921","4140550",5
"2922","4140700",1
"2923","4141650",4
"2924","4142600",1
"2925","4145000",5
"2926","4145250",3
"2927","4147000",7
"2928","4147700",1
"2929","4148600",3
"2930","4148650",2
"2931","4149450",2
"2932","4149550",4
"2933","4152100",2
"2934","4152450",3
"2935","4153900",1
"2936","4154100",1
"2937","4154325",2
"2938","4154900",2
"2939","4155200",3
"2940","4157150",9
"2941","4159000",376
"2942","4159250",1
"2943","4159850",9
"2944","4161200",2
"2945","4163450",1
"2946","4163650",5
"2947","4164150",1
"2948","4164600",1
"2949","4164900",43
"2950","4165250",5
"2951","4165950",4
"2952","4167100",1
"2953","4167650",3
"2954","4167950",5
"2955","4169600",22
"2956","4171950",3
"2957","4172500",1
"2958","4172950",3
"2959","4173700",1
"2960","4174850",1
"2961","4174950",3
"2962","4175150",1
"2963","4175650",1
"2964","4182800",1
"2965","4183750",4
"2966","4184200",11
"2967","4200820",1
"2968","4202000",14
"2969","4202056",2
"2970","4202184",4
"2971","4202264",2
"2972","4202288",3
"2973","4202608",2
"2974","4202896",21
"2975","4203008",1
"2976","4203384",1
"2977","4203544",1
"2978","4203640",1
"2979","4203984",1
"2980","4204032",1
"2981","4204688",6
"2982","4204792",3
"2983","4204944",2
"2984","4205256",4
"2985","4205312",1
"2986","4205504",1
"2987","4205680",1
"2988","4205888",1
"2989","4206064",4
"2990","4206088",27
"2991","4206504",1
"2992","4207040",2
"2993","4207128",2
"2994","4207224",2
"2995","4207960",1
"2996","4208040",1
"2997","4208416",1
"2998","4208568",3
"2999","4208760",4
"3000","4209080",1
"3001","4209248",1
"3002","4209416",1
"3003","4209432",1
"3004","4209728",19
"3005","4210464",4
"3006","4210768",1
"3007","4211000",1
"3008","4211152",1
"3009","4211232",1
"3010","4211272",9
"3011","4211348",1
"3012","4211680",1
"3013","4211720",1
"3014","4212536",6
"3015","4213208",2
"3016","4213216",1
"3017","4213608",2
"3018","4213648",16
"3019","4213704",1
"3020","4213800",3
"3021","4214064",2
"3022","4214264",1
"3023","4214712",3
"3024","4215192",1
"3025","4215232",1
"3026","4215384",1
"3027","4215776",1
"3028","4215848",4
"3029","4216144",1
"3030","4216296",1
"3031","4216448",1
"3032","4216848",1
"3033","4218048",2
"3034","4218072",1
"3035","4218136",1
"3036","4218768",1
"3037","4219576",2
"3038","4219752",4
"3039","4219784",11
"3040","4219920",24
"3041","4220136",3
"3042","4220216",1
"3043","4220248",1
"3044","4220352",1
"3045","4220432",1
"3046","4220672",2
"3047","4221648",6
"3048","4221688",1
"3049","4221712",1
"3050","4221872",3
"3051","4222104",2
"3052","4222144",2
"3053","4222280",1
"3054","4222608",1
"3055","4222680",1
"3056","4222992",2
"3057","4223016",2
"3058","4223304",5
"3059","4223584",4
"3060","4223832",4
"3061","4224000",29
"3062","4224392",3
"3063","4224440",1
"3064","4225360",5
"3065","4225464",1
"3066","4226280",2
"3067","4226432",4
"3068","4226872",1
"3069","4227120",1
"3070","4227456",1
"3071","4227552",1
"3072","4227712",1
"3073","4227744",2
"3074","4228960",15
"3075","4229720",2
"3076","4229800",2
"3077","4230896",2
"3078","4231200",13
"3079","4231328",1
"3080","4231656",2
"3081","4232120",1
"3082","4232448",4
"3083","4232616",1
"3084","4232800",48
"3085","4233000",1
"3086","4233200",1
"3087","4233408",1
"3088","4233592",1
"3089","4233744",1
"3090","4234064",3
"3091","4234144",2
"3092","4235224",1
"3093","4235520",2
"3094","4235800",2
"3095","4236232",2
"3096","4236368",2
"3097","4236816",6
"3098","4237208",3
"3099","4237784",2
"3100","4238000",1
"3101","4238200",1
"3102","4238288",9
"3103","4238688",1
"3104","4239352",1
"3105","4239736",2
"3106","4239784",2
"3107","4240040",1
"3108","4240656",2
"3109","4241216",30
"3110","4241376",1
"3111","4241392",2
"3112","4241432",4
"3113","4241440",1
"3114","4241464",1
"3115","4241680",3
"3116","4242168",8
"3117","4242352",1
"3118","4242472",5
"3119","4242928",2
"3120","4242976",8
"3121","4243000",6
"3122","4243744",1
"3123","4243816",2
"3124","4244128",4
"3125","4245592",1
"3126","4245824",1
"3127","4246000",1
"3128","4246256",1
"3129","4246264",1
"3130","4246344",1
"3131","4246592",1
"3132","4246792",2
"3133","4246888",4
"3134","4247080",2
"3135","4247672",2
"3136","4247872",1
"3137","4248360",1
"3138","4248376",1
"3139","4248480",4
"3140","4248696",2
"3141","4248704",1
"3142","4248856",1
"3143","4249128",3
"3144","4249184",2
"3145","4249288",6
"3146","4249304",5
"3147","4249400",4
"3148","4249728",1
"3149","4250016",4
"3150","4250208",1
"3151","4250320",1
"3152","4250344",1
"3153","4250528",3
"3154","4250632",1
"3155","4250672",1
"3156","4250720",2
"3157","4250736",1
"3158","4250880",2
"3159","4251016",2
"3160","4251656",1
"3161","4251880",1
"3162","4251912",1
"3163","4252432",2
"3164","4252664",2
"3165","4252808",1
"3166","4253368",4
"3167","4253464",2
"3168","4253712",2
"3169","4253736",1
"3170","4254184",13
"3171","4254268",1
"3172","4254656",8
"3173","4254952",1
"3174","4255512",1
"3175","4256456",1
"3176","4256576",1
"3177","4256664",1
"3178","4256960",1
"3179","4257696",5
"3180","4257816",1
"3181","4258176",1
"3182","4258696",1
"3183","4259120",1
"3184","4259312",1
"3185","4259384",1
"3186","4260000",259
"3187","4260008",1
"3188","4260120",2
"3189","4261000",99
"3190","4261048",1
"3191","4261328",2
"3192","4261648",1
"3193","4261688",3
"3194","4262048",1
"3195","4262088",2
"3196","4262416",5
"3197","4262432",2
"3198","4262792",1
"3199","4262920",2
"3200","4263048",2
"3201","4263064",3
"3202","4263624",16
"3203","4264560",1
"3204","4264784",1
"3205","4264832",1
"3206","4264856",1
"3207","4265336",2
"3208","4266192",1
"3209","4266576",1
"3210","4267344",3
"3211","4268056",1
"3212","4268096",1
"3213","4268192",1
"3214","4268312",1
"3215","4268328",1
"3216","4268432",1
"3217","4269000",11
"3218","4269216",5
"3219","4269248",1
"3220","4269309",1
"3221","4269376",1
"3222","4269600",2
"3223","4269720",1
"3224","4269800",1
"3225","4270056",1
"3226","4270352",3
"3227","4270568",1
"3228","4270880",2
"3229","4271184",2
"3230","4271776",3
"3231","4271856",1
"3232","4273808",18
"3233","4274712",1
"3234","4274888",3
"3235","4275304",4
"3236","4275648",1
"3237","4276032",1
"3238","4277744",1
"3239","4277784",2
"3240","4278168",2
"3241","4278528",3
"3242","4279776",2
"3243","4280218",2
"3244","4281000",2
"3245","4281328",5
"3246","4281616",2
"3247","4281824",2
"3248","4281832",1
"3249","4282160",1
"3250","4282296",1
"3251","4282704",14
"3252","4282736",1
"3253","4283512",1
"3254","4284144",1
"3255","4285152",30
"3256","4285188",3
"3257","4285312",12
"3258","4285592",1
"3259","4285632",1
"3260","4286352",1
"3261","4286856",1
"3262","4286920",1
"3263","4286968",1
"3264","4287048",16
"3265","4287232",1
"3266","4287272",1
"3267","4414860",1
"3268","4419180",5
"3269","4422960",5
"3270","4431600",1
"3271","4448700",2
"3272","4449960",5
"3273","4450140",32
"3274","4454640",1
"3275","4459000",70
"3276","4470700",2
"3277","4474300",7
"3278","4476820",1
"3279","4480780",1
"3280","4500550",26
"3281","4501360",2
"3282","4504690",6
"3283","4507210",3
"3284","4512655",1
"3285","4513330",42
"3286","4514095",1
"3287","4514950",3
"3288","4516000",42
"3289","4516405",4
"3290","4518565",1
"3291","4521985",1
"3292","4525810",9
"3293","4526890",2
"3294","4528060",2
"3295","4528870",3
"3296","4530850",17
"3297","4530895",2
"3298","4530985",1
"3299","4532245",2
"3300","4534045",1
"3301","4535890",2
"3302","4539785",1
"3303","4542010",1
"3304","4548535",1
"3305","4548985",1
"3306","4549075",6
"3307","4549570",1
"3308","4550695",2
"3309","4550875",7
"3310","4551280",1
"3311","4553080",6
"3312","4556140",2
"3313","4556950",2
"3314","4559110",1
"3315","4560280",1
"3316","4561405",4
"3317","4566580",1
"3318","4568290",3
"3319","4570090",1
"3320","4570270",5
"3321","4570405",3
"3322","4574050",1
"3323","4574095",5
"3324","4579630",1
"3325","4600100",3
"3326","4604380",1
"3327","4607580",1
"3328","4624260",2
"3329","4643100",1
"3330","4649600",3
"3331","4652980",12
"3332","4659020",10
"3333","4662100",3
"3334","4669300",1
"3335","4673060",1
"3336","4700540",2
"3337","4702320",2
"3338","4708280",1
"3339","4708540",5
"3340","4714000",15
"3341","4715160",7
"3342","4715400",5
"3343","4715580",1
"3344","4716420",6
"3345","4716920",2
"3346","4717680",1
"3347","4722200",3
"3348","4723500",5
"3349","4727740",11
"3350","4728540",1
"3351","4728960",2
"3352","4730980",1
"3353","4733260",1
"3354","4733280",1
"3355","4736460",2
"3356","4737640",8
"3357","4738320",15
"3358","4738540",1
"3359","4739560",1
"3360","4740000",24
"3361","4741200",1
"3362","4741760",1
"3363","4745100",1
"3364","4746240",1
"3365","4746380",2
"3366","4748000",59
"3367","4748660",1
"3368","4750280",1
"3369","4750780",3
"3370","4751560",9
"3371","4752006",123
"3372","4753000",1
"3373","4755120",32
"3374","4756720",2
"3375","4761040",1
"3376","4764820",2
"3377","4767760",1
"3378","4769420",1
"3379","4770580",1
"3380","4772540",1
"3381","4781080",2
"3382","4801000",14
"3383","4801240",1
"3384","4801600",1
"3385","4801744",1
"3386","4801852",1
"3387","4802104",1
"3388","4803000",8
"3389","4803264",1
"3390","4804000",12
"3391","4805000",78
"3392","4805864",3
"3393","4806128",2
"3394","4807000",7
"3395","4807492",6
"3396","4808236",1
"3397","4808788",1
"3398","4809160",1
"3399","4810768",1
"3400","4810780",3
"3401","4810912",8
"3402","4811080",3
"3403","4811428",1
"3404","4812532",1
"3405","4813024",1
"3406","4813108",1
"3407","4813492",1
"3408","4813552",3
"3409","4813684",1
"3410","4813732",1
"3411","4815364",4
"3412","4815976",12
"3413","4816240",1
"3414","4816432",4
"3415","4816612",1
"3416","4816624",3
"3417","4817000",10
"3418","4818092",1
"3419","4819000",82
"3420","4819792",2
"3421","4819900",1
"3422","4819972",12
"3423","4820344",3
"3424","4821892",1
"3425","4822660",6
"3426","4822720",1
"3427","4822864",1
"3428","4823044",1
"3429","4824000",28
"3430","4826160",1
"3431","4826232",11
"3432","4826808",2
"3433","4827000",34
"3434","4827348",2
"3435","4827420",1
"3436","4827648",1
"3437","4827684",3
"3438","4827984",4
"3439","4828068",6
"3440","4829336",5
"3441","4829564",1
"3442","4830416",1
"3443","4830464",1
"3444","4830644",2
"3445","4830920",2
"3446","4831868",1
"3447","4832372",5
"3448","4833200",1
"3449","4834220",1
"3450","4834676",2
"3451","4835000",82
"3452","4835084",1
"3453","4835528",3
"3454","4835624",2
"3455","4837000",2
"3456","4837216",1
"3457","4837420",1
"3458","4837528",1
"3459","4838476",1
"3460","4838632",2
"3461","4839040",2
"3462","4839124",2
"3463","4839148",11
"3464","4839352",1
"3465","4839952",1
"3466","4840588",2
"3467","4841116",4
"3468","4841188",2
"3469","4841440",1
"3470","4841464",5
"3471","4841980",5
"3472","4842016",1
"3473","4842448",1
"3474","4842508",2
"3475","4842664",1
"3476","4843012",1
"3477","4843240",1
"3478","4843432",1
"3479","4843888",9
"3480","4844020",1
"3481","4844116",1
"3482","4845000",6
"3483","4845072",4
"3484","4845384",11
"3485","4845744",6
"3486","4846056",1
"3487","4846452",3
"3488","4846620",1
"3489","4846776",11
"3490","4847892",1
"3491","4848072",13
"3492","4848096",2
"3493","4849068",1
"3494","4850256",2
"3495","4850820",6
"3496","4851708",1
"3497","4853388",8
"3498","4854708",1
"3499","4855080",6
"3500","4856000",2
"3501","4856516",1
"3502","4857176",2
"3503","4857476",3
"3504","4858016",4
"3505","4858820",1
"3506","4860140",2
"3507","4861196",1
"3508","4861796",2
"3509","4862504",1
"3510","4862828",3
"3511","4863500",7
"3512","4863572",2
"3513","4863668",1
"3514","4863848",1
"3515","4864472",7
"3516","4865000",44
"3517","4865600",5
"3518","4866128",1
"3519","4866644",1
"3520","4867496",2
"3521","4869032",3
"3522","4869596",1
"3523","4870208",2
"3524","4870808",2
"3525","4870904",1
"3526","4872176",6
"3527","4872368",8
"3528","4872656",3
"3529","4873316",1
"3530","4873748",1
"3531","4874144",17
"3532","4874492",2
"3533","4875428",5
"3534","4875476",2
"3535","4876000",15
"3536","4876816",2
"3537","4876864",9
"3538","4876948",1
"3539","4877272",1
"3540","4878544",1
"3541","4879000",9
"3542","4879624",2
"3543","4879876",1
"3544","4880356",1
"3545","4900540",1
"3546","4901310",1
"3547","4907690",1
"3548","4911320",2
"3549","4911980",1
"3550","4916270",8
"3551","4920120",3
"3552","4924630",1
"3553","4930900",1
"3554","4931120",1
"3555","4937500",1
"3556","4939920",2
"3557","4940360",2
"3558","4943660",1
"3559","4945860",8
"3560","4947730",1
"3561","4950700",2
"3562","4955650",1
"3563","4955980",7
"3564","4957300",6
"3565","4958070",4
"3566","4960930",1
"3567","4962470",13
"3568","4965330",16
"3569","4967000",121
"3570","4970850",2
"3571","4974810",1
"3572","4975360",2
"3573","4976680",1
"3574","4977120",1
"3575","4983470",3
"3576","5003175",2
"3577","5004225",2
"3578","5004750",4
"3579","5005725",2
"3580","5007675",1
"3581","5007975",12
"3582","5008950",2
"3583","5010675",66
"3584","5013600",2
"3585","5024400",9
"3586","5033400",1
"3587","5036625",1
"3588","5037000",2
"3589","5041200",1
"3590","5042700",3
"3591","5044275",5
"3592","5045175",2
"3593","5046000",20
"3594","5046825",2
"3595","5048850",6
"3596","5058000",1
"3597","5061225",6
"3598","5061675",2
"3599","5062125",3
"3600","5064225",1
"3601","5068050",1
"3602","5074650",2
"3603","5076900",1
"3604","5085900",18
"3605","5100148",2
"3606","5101000",14
"3607","5101528",1
"3608","5101672",2
"3609","5102072",2
"3610","5103000",19
"3611","5103320",2
"3612","5103368",2
"3613","5105544",1
"3614","5106968",1
"3615","5107480",1
"3616","5107784",7
"3617","5108888",2
"3618","5109952",1
"3619","5110040",2
"3620","5111464",1
"3621","5114312",1
"3622","5114968",17
"3623","5114984",1
"3624","5116000",5
"3625","5116096",6
"3626","5116512",1
"3627","5116608",2
"3628","5118352",1
"3629","5118400",1
"3630","5119728",1
"3631","5119904",1
"3632","5120752",3
"3633","5121344",6
"3634","5123760",2
"3635","5125488",1
"3636","5126416",1
"3637","5126496",14
"3638","5127200",7
"3639","5127440",3
"3640","5128544",1
"3641","5129600",1
"3642","5129744",16
"3643","5129968",2
"3644","5130176",1
"3645","5130208",1
"3646","5131608",3
"3647","5133488",1
"3648","5135000",10
"3649","5135624",7
"3650","5136648",2
"3651","5142424",1
"3652","5142568",1
"3653","5144520",1
"3654","5144696",1
"3655","5144984",6
"3656","5145512",1
"3657","5147144",2
"3658","5147528",1
"3659","5147672",10
"3660","5148376",1
"3661","5148952",5
"3662","5149464",7
"3663","5150104",1
"3664","5156000",11
"3665","5157000",14
"3666","5157688",1
"3667","5159496",1
"3668","5161832",1
"3669","5164000",18
"3670","5164880",1
"3671","5165008",1
"3672","5165392",2
"3673","5166672",1
"3674","5166928",1
"3675","5167000",88
"3676","5168000",27
"3677","5168496",2
"3678","5169168",1
"3679","5170000",3
"3680","5170256",4
"3681","5173712",1
"3682","5174470",2
"3683","5174916",2
"3684","5175216",6
"3685","5175344",1
"3686","5175376",8
"3687","5176416",1
"3688","5176432",2
"3689","5177792",1
"3690","5179560",1
"3691","5181072",3
"3692","5182000",19
"3693","5183136",32
"3694","5183680",3
"3695","5186160",31
"3696","5186720",5
"3697","5187312",3
"3698","5187712",1
"3699","5188000",1
"3700","5300100",2
"3701","5301990",6
"3702","5302585",1
"3703","5303180",1
"3704","5303736",5
"3705","5304475",1
"3706","5305210",8
"3707","5305280",50
"3708","5307170",1
"3709","5307380",6
"3710","5307695",6
"3711","5308465",1
"3712","5308850",2
"3713","5308920",2
"3714","5309480",3
"3715","5311160",2
"3716","5311475",6
"3717","5315185",1
"3718","5315290",1
"3719","5319035",2
"3720","5320750",2
"3721","5321240",5
"3722","5322640",9
"3723","5323515",1
"3724","5323620",3
"3725","5323970",1
"3726","5325510",1
"3727","5325615",6
"3728","5326735",1
"3729","5327365",1
"3730","5327925",1
"3731","5327995",2
"3732","5329430",1
"3733","5330305",2
"3734","5331530",1
"3735","5333805",4
"3736","5335065",2
"3737","5335275",19
"3738","5335415",2
"3739","5335485",1
"3740","5335870",1
"3741","5335940",4
"3742","5336710",1
"3743","5336780",1
"3744","5337270",1
"3745","5337287",1
"3746","5337900",1
"3747","5338038",1
"3748","5338355",1
"3749","5338845",2
"3750","5339335",1
"3751","5340070",2
"3752","5340245",7
"3753","5340805",1
"3754","5340840",3
"3755","5343150",1
"3756","5345005",3
"3757","5345865",2
"3758","5346685",4
"3759","5346895",1
"3760","5347175",1
"3761","5347245",2
"3762","5347315",1
"3763","5347490",3
"3764","5347560",4
"3765","5347735",1
"3766","5348645",1
"3767","5349415",1
"3768","5349485",1
"3769","5350360",5
"3770","5350570",1
"3771","5351300",30
"3772","5351340",4
"3773","5353545",18
"3774","5355120",1
"3775","5355365",6
"3776","5355785",2
"3777","5355855",6
"3778","5355995",7
"3779","5356625",8
"3780","5356695",2
"3781","5357115",1
"3782","5357430",2
"3783","5357535",5
"3784","5357745",2
"3785","5358235",14
"3786","5358410",22
"3787","5363000",342
"3788","5363210",1
"3789","5363280",4
"3790","5363385",4
"3791","5363735",2
"3792","5363960",3
"3793","5364365",2
"3794","5365170",3
"3795","5365205",1
"3796","5367000",43
"3797","5367167",2
"3798","5367455",6
"3799","5367875",1
"3800","5370000",30
"3801","5370630",1
"3802","5371890",1
"3803","5372905",1
"3804","5373080",2
"3805","5373465",1
"3806","5374060",26
"3807","5374305",4
"3808","5375775",7
"3809","5376405",3
"3810","5377105",9
"3811","5379555",1
"3812","5379590",2
"3813","5380010",6
"3814","5400364",1
"3815","5404876",2
"3816","5405260",1
"3817","5405332",6
"3818","5408524",1
"3819","5414600",22
"3820","5414610",2
"3821","5415628",6
"3822","5424580",1
"3823","5426452",4
"3824","5427028",1
"3825","5432716",1
"3826","5439460",4
"3827","5443492",1
"3828","5444044",3
"3829","5446636",3
"3830","5448148",2
"3831","5452060",5
"3832","5455756",12
"3833","5462140",8
"3834","5463292",1
"3835","5465692",1
"3836","5468596",1
"3837","5473468",1
"3838","5475292",1
"3839","5485156",1
"3840","5485228",1
"3841","5486452",2
"3842","5487508",2
"3843","5501725",1
"3844","5502375",9
"3845","5503225",5
"3846","5503425",1
"3847","5504875",1
"3848","5505900",1
"3849","5506500",4
"3850","5509300",3
"3851","5510025",2
"3852","5510375",1
"3853","5511200",4
"3854","5513375",1
"3855","5514325",1
"3856","5518825",1
"3857","5519350",1
"3858","5519400",1
"3859","5519775",5
"3860","5520350",1
"3861","5521525",1
"3862","5522300",10
"3863","5526275",1
"3864","5527075",2
"3865","5527300",2
"3866","5528875",3
"3867","5530000",1
"3868","5531000",21
"3869","5533450",1
"3870","5534575",1
"3871","5537825",6
"3872","5537900",1
"3873","5538350",1
"3874","5539225",31
"3875","5539350",3
"3876","5539525",1
"3877","5540775",13
"3878","5541675",2
"3879","5545350",1
"3880","5548000",79
"3881","5548500",4
"3882","5548750",1
"3883","5549300",1
"3884","5549675",2
"3885","5551000",4
"3886","5551025",5
"3887","5551150",1
"3888","5551575",3
"3889","5552200",1
"3890","5553000",118
"3891","5553100",2
"3892","5553675",2
"3893","5554500",2
"3894","5554725",1
"3895","5555275",1
"3896","5555750",1
"3897","5558800",1
"3898","5559250",2
"3899","5560200",2
"3900","5560500",5
"3901","5562240",1
"3902","5562450",1
"3903","5565100",1
"3904","5565675",1
"3905","5566000",8
"3906","5566800",1
"3907","5567200",2
"3908","5567350",1
"3909","5568550",1
"3910","5569725",3
"3911","5572925",1
"3912","5572975",12
"3913","5573725",4
"3914","5574625",1
"3915","5575325",1
"3916","5575625",1
"3917","5577200",3
"3918","5577675",1
"3919","5577875",1
"3920","5578600",2
"3921","5578650",2
"3922","5578750",1
"3923","5579625",1
"3924","5580075",1
"3925","5581250",1
"3926","5581775",1
"3927","5582600",1
"3928","5582925",2
"3929","5583525",1
"3930","5583975",1
"3931","5584250",5
"3932","5584375",5
"3933","5584475",9
"3934","5584675",24
"3935","5585300",2
"3936","5585350",1
"3937","5586275",2
"3938","5586925",2
"3939","5588200",1
"3940","5613150",7
"3941","5613900",8
"3942","5615760",3
"3943","5621415",1
"3944","5631855",1
"3945","5640120",6
"3946","5644760",1
"3947","5645050",7
"3948","5661580",2
"3949","5666220",1
"3950","5667235",3
"3951","5669845",2
"3952","5677530",3
